LGA_NAME16	CountryOfBirth	Sex	workers
Circular Head (M)	ZAF	F	5
Circular Head (M)	ZAF	M	11
Circular Head (M)	KOR	F	3
Circular Head (M)	KOR	M	8
Circular Head (M)	GBR	F	21
Circular Head (M)	GBR	M	30
Circular Head (M)	USA	F	3
Circular Head (M)	USA	M	4
Circular Head (M)	ZWE	F	3
Circular Head (M)	ZWE	M	3
Clarence (C)		F	239
Clarence (C)		M	259
Clarence (C)	AUS	F	6612
Clarence (C)	AUS	M	6797
Clarence (C)	CAN	F	15
Clarence (C)	CAN	M	13
Clarence (C)	CHN	F	42
Clarence (C)	CHN	M	43
Clarence (C)	HRV	M	4
Clarence (C)	FJI	F	3
Clarence (C)	FJI	M	6
Clarence (C)	DEU	F	23
Clarence (C)	DEU	M	21
Clarence (C)	GRC	F	7
Clarence (C)	GRC	M	4
Clarence (C)	HKG	F	10
Clarence (C)	HKG	M	5
Clarence (C)	IND	F	31
Clarence (C)	IND	M	48
Clarence (C)	IDN	F	3
Clarence (C)	IDN	M	3
Clarence (C)	IRN	M	4
Clarence (C)	IRL	F	11
Clarence (C)	IRL	M	11
Clarence (C)	ITA	F	3
Clarence (C)	ITA	M	6
Clarence (C)	JPN	F	11
Clarence (C)	JPN	M	9
Clarence (C)	MYS	F	27
Clarence (C)	MYS	M	17
Clarence (C)	NLD	F	22
Clarence (C)	NLD	M	22
Clarence (C)	NZL	F	90
Clarence (C)	NZL	M	95
Clarence (C)	PAK	F	3
Clarence (C)	PAK	M	5
Clarence (C)	PHL	F	25
Clarence (C)	PHL	M	11
Clarence (C)	POL	F	3
Clarence (C)	POL	M	10
Clarence (C)	SGP	F	10
Clarence (C)	SGP	M	8
Clarence (C)	ZAF	F	33
Clarence (C)	ZAF	M	38
Clarence (C)	KOR	F	16
Clarence (C)	KOR	M	20
Clarence (C)	LKA	F	6
Clarence (C)	LKA	M	5
Clarence (C)	THA	F	10
Clarence (C)	THA	M	6
Clarence (C)	GBR	F	284
Clarence (C)	GBR	M	304
Clarence (C)	USA	F	20
Clarence (C)	USA	M	26
Clarence (C)	VNM	F	11
Clarence (C)	VNM	M	4
Clarence (C)	ZWE	F	3
Clarence (C)	ZWE	M	10
Derwent Valley (M)		F	50
Derwent Valley (M)		M	60
Derwent Valley (M)	AUS	F	975
Derwent Valley (M)	AUS	M	1075
Derwent Valley (M)	CAN	F	7
Derwent Valley (M)	CAN	M	3
Derwent Valley (M)	CHN	F	4
Derwent Valley (M)	CHN	M	3
Derwent Valley (M)	DEU	M	3
Derwent Valley (M)	IND	F	6
Derwent Valley (M)	IND	M	3
Derwent Valley (M)	NLD	M	3
Derwent Valley (M)	NZL	F	7
Derwent Valley (M)	NZL	M	10
Derwent Valley (M)	PHL	F	4
Derwent Valley (M)	POL	M	3
Derwent Valley (M)	ZAF	M	3
Derwent Valley (M)	GBR	F	36
Derwent Valley (M)	GBR	M	44
Derwent Valley (M)	USA	F	4
Derwent Valley (M)	USA	M	3
Derwent Valley (M)	ZWE	F	3
Derwent Valley (M)	ZWE	M	3
Devonport (C)		F	172
Devonport (C)		M	182
Devonport (C)	AUS	F	5217
Devonport (C)	AUS	M	5262
Devonport (C)	CAN	F	6
Devonport (C)	CAN	M	8
Devonport (C)	CHN	F	11
Devonport (C)	CHN	M	8
Devonport (C)	FJI	M	8
Devonport (C)	DEU	F	7
Devonport (C)	DEU	M	3
Devonport (C)	HKG	F	4
Devonport (C)	IND	F	19
Devonport (C)	IND	M	22
Devonport (C)	IDN	F	5
Devonport (C)	IRN	M	3
Devonport (C)	IRL	F	3
Devonport (C)	IRL	M	6
Devonport (C)	ITA	F	3
Devonport (C)	ITA	M	3
Devonport (C)	JPN	M	3
Devonport (C)	MYS	F	7
Devonport (C)	MYS	M	3
Devonport (C)	MLT	F	3
Devonport (C)	NLD	F	14
Devonport (C)	NLD	M	14
Devonport (C)	NZL	F	49
Devonport (C)	NZL	M	69
Devonport (C)	PHL	F	41
Devonport (C)	PHL	M	4
Devonport (C)	ZAF	F	21
Devonport (C)	ZAF	M	22
Devonport (C)	KOR	F	4
Devonport (C)	KOR	M	4
Devonport (C)	LKA	F	6
Devonport (C)	LKA	M	4
Devonport (C)	THA	F	13
Devonport (C)	GBR	F	161
Devonport (C)	GBR	M	153
Devonport (C)	USA	F	5
Devonport (C)	USA	M	11
Devonport (C)	VNM	F	3
Devonport (C)	VNM	M	3
Devonport (C)	ZWE	M	6
Dorset (M)		F	31
Dorset (M)		M	51
Dorset (M)	AUS	F	956
Dorset (M)	AUS	M	1051
Dorset (M)	CAN	F	4
Dorset (M)	CAN	M	3
Dorset (M)	DEU	M	4
Dorset (M)	HKG	M	3
Dorset (M)	ITA	M	3
Dorset (M)	MYS	F	3
Dorset (M)	NLD	F	4
Dorset (M)	NLD	M	7
Dorset (M)	NZL	F	25
Dorset (M)	NZL	M	21
Dorset (M)	PHL	F	3
Dorset (M)	ZAF	F	3
Dorset (M)	ZAF	M	4
Dorset (M)	GBR	F	28
Dorset (M)	GBR	M	30
Dorset (M)	USA	F	8
Dorset (M)	USA	M	3
Dorset (M)	ZWE	F	4
Flinders (M) (Tas.)		F	7
Flinders (M) (Tas.)		M	12
Flinders (M) (Tas.)	AUS	F	167
Flinders (M) (Tas.)	AUS	M	190
Flinders (M) (Tas.)	DEU	M	4
Flinders (M) (Tas.)	NZL	M	3
Flinders (M) (Tas.)	ZAF	F	5
Flinders (M) (Tas.)	GBR	F	5
Flinders (M) (Tas.)	GBR	M	11
George Town (M)		F	41
George Town (M)		M	71
George Town (M)	AUS	F	708
George Town (M)	AUS	M	1426
George Town (M)	CAN	F	3
George Town (M)	CHN	F	3
George Town (M)	DEU	F	3
George Town (M)	HKG	F	4
George Town (M)	IND	M	15
George Town (M)	IDN	F	3
George Town (M)	ITA	M	3
George Town (M)	NZL	F	10
George Town (M)	NZL	M	31
George Town (M)	PHL	F	3
George Town (M)	ZAF	F	3
George Town (M)	ZAF	M	13
George Town (M)	GBR	F	42
George Town (M)	GBR	M	64
George Town (M)	USA	M	3
George Town (M)	VNM	M	3
Glamorgan/Spring Bay (M)		F	47
Glamorgan/Spring Bay (M)		M	43
Glamorgan/Spring Bay (M)	AUS	F	600
Glamorgan/Spring Bay (M)	AUS	M	632
Glamorgan/Spring Bay (M)	CAN	F	3
Glamorgan/Spring Bay (M)	CAN	M	3
Glamorgan/Spring Bay (M)	DEU	F	3
Glamorgan/Spring Bay (M)	HKG	F	4
Glamorgan/Spring Bay (M)	IND	F	3
Glamorgan/Spring Bay (M)	IND	M	8
Glamorgan/Spring Bay (M)	IDN	F	3
Glamorgan/Spring Bay (M)	ITA	M	4
Glamorgan/Spring Bay (M)	NLD	F	3
Glamorgan/Spring Bay (M)	NLD	M	3
Glamorgan/Spring Bay (M)	NZL	F	6
Glamorgan/Spring Bay (M)	NZL	M	13
Glamorgan/Spring Bay (M)	PHL	F	3
Glamorgan/Spring Bay (M)	ZAF	M	4
Glamorgan/Spring Bay (M)	GBR	F	30
Glamorgan/Spring Bay (M)	GBR	M	30
Glamorgan/Spring Bay (M)	USA	F	3
Glamorgan/Spring Bay (M)	USA	M	3
Glamorgan/Spring Bay (M)	ZWE	F	3
Glenorchy (C)		F	301
Glenorchy (C)		M	423
Glenorchy (C)	AUS	F	6705
Glenorchy (C)	AUS	M	9607
Glenorchy (C)	CAN	F	12
Glenorchy (C)	CAN	M	19
Glenorchy (C)	CHN	F	57
Glenorchy (C)	CHN	M	50
Glenorchy (C)	HRV	F	9
Glenorchy (C)	HRV	M	3
Glenorchy (C)	FJI	F	10
Glenorchy (C)	FJI	M	8
Glenorchy (C)	DEU	F	21
Glenorchy (C)	DEU	M	31
Glenorchy (C)	GRC	F	4
Glenorchy (C)	GRC	M	10
Glenorchy (C)	HKG	F	6
Glenorchy (C)	HKG	M	9
Glenorchy (C)	IND	F	32
Glenorchy (C)	IND	M	99
Glenorchy (C)	IRN	F	4
Glenorchy (C)	IRN	M	15
Glenorchy (C)	IRQ	M	9
Glenorchy (C)	IRL	F	8
Glenorchy (C)	IRL	M	16
Glenorchy (C)	ITA	F	3
Glenorchy (C)	ITA	M	22
Glenorchy (C)	JPN	F	15
Glenorchy (C)	JPN	M	4
Glenorchy (C)	LBN	F	7
Glenorchy (C)	LBN	M	3
Glenorchy (C)	MYS	F	27
Glenorchy (C)	MYS	M	12
Glenorchy (C)	MLT	M	3
Glenorchy (C)	NLD	F	15
Glenorchy (C)	NLD	M	18
Glenorchy (C)	NZL	F	81
Glenorchy (C)	NZL	M	120
Glenorchy (C)	PAK	F	7
Glenorchy (C)	PAK	M	17
Glenorchy (C)	PHL	F	49
Glenorchy (C)	PHL	M	17
Glenorchy (C)	POL	F	16
Glenorchy (C)	POL	M	11
Glenorchy (C)	SGP	F	11
Glenorchy (C)	SGP	M	5
Glenorchy (C)	ZAF	F	20
Glenorchy (C)	ZAF	M	25
Glenorchy (C)	KOR	F	6
Glenorchy (C)	KOR	M	6
Glenorchy (C)	LKA	F	6
Glenorchy (C)	LKA	M	12
Glenorchy (C)	THA	F	19
Glenorchy (C)	THA	M	9
Glenorchy (C)	GBR	F	212
Glenorchy (C)	GBR	M	368
Glenorchy (C)	USA	F	14
Glenorchy (C)	USA	M	37
Glenorchy (C)	VNM	F	19
Glenorchy (C)	VNM	M	8
Glenorchy (C)	ZWE	F	8
Glenorchy (C)	ZWE	M	12
Hobart (C)		F	974
Hobart (C)		M	848
Hobart (C)	AUS	F	23621
Hobart (C)	AUS	M	17648
Hobart (C)	CAN	F	82
Hobart (C)	CAN	M	85
Hobart (C)	CHN	F	323
Hobart (C)	CHN	M	251
Hobart (C)	HRV	F	13
Hobart (C)	HRV	M	7
Hobart (C)	EGY	M	8
Hobart (C)	FJI	F	21
Hobart (C)	FJI	M	12
Hobart (C)	MKD	M	4
Hobart (C)	DEU	F	136
Hobart (C)	DEU	M	110
Hobart (C)	GRC	F	29
Hobart (C)	GRC	M	37
Hobart (C)	HKG	F	49
Hobart (C)	HKG	M	50
Hobart (C)	IND	F	182
Hobart (C)	IND	M	254
Hobart (C)	IDN	F	22
Hobart (C)	IDN	M	20
Hobart (C)	IRN	F	27
Hobart (C)	IRN	M	34
Hobart (C)	IRQ	F	7
Hobart (C)	IRQ	M	7
Hobart (C)	IRL	F	60
Hobart (C)	IRL	M	60
Hobart (C)	ITA	F	37
Hobart (C)	ITA	M	41
Hobart (C)	JPN	F	69
Hobart (C)	JPN	M	33
Hobart (C)	LBN	F	4
Hobart (C)	LBN	M	9
Hobart (C)	MYS	F	153
Hobart (C)	MYS	M	116
Hobart (C)	MLT	M	4
Hobart (C)	NLD	F	43
Hobart (C)	NLD	M	74
Hobart (C)	NZL	F	350
Hobart (C)	NZL	M	293
Hobart (C)	PAK	F	17
Hobart (C)	PAK	M	59
Hobart (C)	PHL	F	152
Hobart (C)	PHL	M	70
Hobart (C)	POL	F	37
Hobart (C)	POL	M	23
Hobart (C)	SGP	F	60
Hobart (C)	SGP	M	30
Hobart (C)	ZAF	F	163
Hobart (C)	ZAF	M	148
Hobart (C)	KOR	F	76
Hobart (C)	KOR	M	53
Hobart (C)	LKA	F	28
Hobart (C)	LKA	M	35
Hobart (C)	THA	F	98
Hobart (C)	THA	M	33
Hobart (C)	TUR	F	3
Hobart (C)	TUR	M	11
Hobart (C)	GBR	F	1187
Hobart (C)	GBR	M	1245
Hobart (C)	USA	F	160
Hobart (C)	USA	M	148
Hobart (C)	VNM	F	41
Hobart (C)	VNM	M	38
Hobart (C)	ZWE	F	29
Hobart (C)	ZWE	M	22
Huon Valley (M)		F	123
Huon Valley (M)		M	144
Huon Valley (M)	AUS	F	1618
Huon Valley (M)	AUS	M	1841
Huon Valley (M)	CAN	F	3
Huon Valley (M)	CAN	M	7
Huon Valley (M)	CHN	F	3
Huon Valley (M)	CHN	M	4
Huon Valley (M)	FJI	M	3
Huon Valley (M)	DEU	F	28
Huon Valley (M)	DEU	M	18
Huon Valley (M)	GRC	M	3
Huon Valley (M)	HKG	F	3
Huon Valley (M)	IND	F	5
Huon Valley (M)	IND	M	3
Huon Valley (M)	IRL	F	6
Huon Valley (M)	IRL	M	3
Huon Valley (M)	ITA	M	3
Huon Valley (M)	JPN	F	3
Huon Valley (M)	JPN	M	8
Huon Valley (M)	NLD	F	7
Huon Valley (M)	NLD	M	13
Huon Valley (M)	NZL	F	28
Huon Valley (M)	NZL	M	43
Huon Valley (M)	PHL	F	3
Huon Valley (M)	PHL	M	3
Huon Valley (M)	POL	M	3
Huon Valley (M)	ZAF	F	9
Huon Valley (M)	ZAF	M	5
Huon Valley (M)	KOR	M	6
Huon Valley (M)	LKA	F	3
Huon Valley (M)	LKA	M	6
Huon Valley (M)	THA	F	6
Huon Valley (M)	GBR	F	127
Huon Valley (M)	GBR	M	126
Huon Valley (M)	USA	F	12
Huon Valley (M)	USA	M	9
Huon Valley (M)	VNM	F	3
Huon Valley (M)	ZWE	M	5
Kentish (M)		F	32
Kentish (M)		M	17
Kentish (M)	AUS	F	515
Kentish (M)	AUS	M	635
Kentish (M)	CHN	F	4
Kentish (M)	CHN	M	5
Kentish (M)	DEU	F	3
Kentish (M)	DEU	M	10
Kentish (M)	JPN	F	3
Kentish (M)	JPN	M	3
Kentish (M)	NLD	F	6
Kentish (M)	NLD	M	6
Kentish (M)	NZL	F	14
Kentish (M)	NZL	M	12
Kentish (M)	PHL	F	3
Kentish (M)	ZAF	F	3
Kentish (M)	KOR	M	5
Kentish (M)	GBR	F	23
Kentish (M)	GBR	M	40
Kentish (M)	USA	F	3
King Island (M)		F	10
King Island (M)		M	17
King Island (M)	AUS	F	307
King Island (M)	AUS	M	336
King Island (M)	DEU	M	4
King Island (M)	IDN	M	3
King Island (M)	MYS	M	3
King Island (M)	NLD	M	4
King Island (M)	NZL	F	17
King Island (M)	NZL	M	10
King Island (M)	PHL	F	3
King Island (M)	PHL	M	9
King Island (M)	ZAF	F	3
King Island (M)	ZAF	M	7
King Island (M)	LKA	M	3
King Island (M)	THA	F	3
King Island (M)	GBR	F	9
King Island (M)	GBR	M	10
King Island (M)	USA	F	3
Kingborough (M)		F	126
Kingborough (M)		M	166
Kingborough (M)	AUS	F	3406
Kingborough (M)	AUS	M	3637
Kingborough (M)	CAN	F	24
Kingborough (M)	CAN	M	10
Kingborough (M)	CHN	F	27
Kingborough (M)	CHN	M	35
Kingborough (M)	FJI	F	4
Kingborough (M)	FJI	M	3
Kingborough (M)	DEU	F	30
Kingborough (M)	DEU	M	24
Kingborough (M)	GRC	M	3
Kingborough (M)	HKG	M	6
Kingborough (M)	IND	F	17
Kingborough (M)	IND	M	22
Kingborough (M)	IDN	F	7
Kingborough (M)	IDN	M	3
Kingborough (M)	IRN	M	4
Kingborough (M)	IRL	F	5
Kingborough (M)	IRL	M	6
Kingborough (M)	ITA	F	3
Kingborough (M)	ITA	M	10
Kingborough (M)	JPN	F	8
Kingborough (M)	JPN	M	3
Kingborough (M)	MYS	F	12
Kingborough (M)	MYS	M	12
Kingborough (M)	NLD	F	27
Kingborough (M)	NLD	M	32
Kingborough (M)	NZL	F	72
Kingborough (M)	NZL	M	66
Kingborough (M)	PAK	M	6
Kingborough (M)	PHL	F	23
Kingborough (M)	PHL	M	8
Kingborough (M)	POL	F	3
Kingborough (M)	POL	M	5
Kingborough (M)	SGP	F	3
Kingborough (M)	SGP	M	4
Kingborough (M)	ZAF	F	33
Kingborough (M)	ZAF	M	42
Kingborough (M)	KOR	F	13
Kingborough (M)	KOR	M	7
Kingborough (M)	LKA	F	3
Kingborough (M)	LKA	M	3
Kingborough (M)	THA	F	12
Kingborough (M)	THA	M	10
Kingborough (M)	GBR	F	195
Kingborough (M)	GBR	M	239
Kingborough (M)	USA	F	18
Kingborough (M)	USA	M	23
Kingborough (M)	ZWE	F	4
Kingborough (M)	ZWE	M	10
Latrobe (M) (Tas.)		F	65
Latrobe (M) (Tas.)		M	49
Latrobe (M) (Tas.)	AUS	F	1585
Latrobe (M) (Tas.)	AUS	M	1338
Latrobe (M) (Tas.)	CHN	F	3
Latrobe (M) (Tas.)	CHN	M	3
Latrobe (M) (Tas.)	DEU	M	3
Latrobe (M) (Tas.)	IND	F	4
Latrobe (M) (Tas.)	IND	M	6
Latrobe (M) (Tas.)	IRQ	M	4
Latrobe (M) (Tas.)	IRL	M	3
Latrobe (M) (Tas.)	ITA	M	3
Latrobe (M) (Tas.)	MYS	F	3
Latrobe (M) (Tas.)	NLD	F	3
Latrobe (M) (Tas.)	NLD	M	5
Latrobe (M) (Tas.)	NZL	F	15
Latrobe (M) (Tas.)	NZL	M	37
Latrobe (M) (Tas.)	PAK	F	3
Latrobe (M) (Tas.)	PHL	F	8
Latrobe (M) (Tas.)	PHL	M	7
Latrobe (M) (Tas.)	ZAF	F	3
Latrobe (M) (Tas.)	ZAF	M	3
Latrobe (M) (Tas.)	KOR	F	4
Latrobe (M) (Tas.)	KOR	M	4
Latrobe (M) (Tas.)	LKA	F	4
Latrobe (M) (Tas.)	LKA	M	4
Latrobe (M) (Tas.)	GBR	F	65
Latrobe (M) (Tas.)	GBR	M	66
Latrobe (M) (Tas.)	USA	F	5
Latrobe (M) (Tas.)	VNM	F	3
Launceston (C)		F	575
Launceston (C)		M	556
Launceston (C)	AUS	F	15945
Launceston (C)	AUS	M	13929
Launceston (C)	CAN	F	44
Launceston (C)	CAN	M	42
Launceston (C)	CHN	F	91
Launceston (C)	CHN	M	74
Launceston (C)	HRV	F	3
Launceston (C)	HRV	M	3
Launceston (C)	EGY	F	3
Launceston (C)	EGY	M	4
Launceston (C)	FJI	F	12
Launceston (C)	FJI	M	5
Launceston (C)	DEU	F	36
Launceston (C)	DEU	M	51
Launceston (C)	GRC	F	3
Launceston (C)	GRC	M	10
Launceston (C)	HKG	F	25
Launceston (C)	HKG	M	15
Launceston (C)	IND	F	82
Launceston (C)	IND	M	124
Launceston (C)	IDN	F	15
Launceston (C)	IDN	M	5
Launceston (C)	IRN	F	4
Launceston (C)	IRN	M	16
Launceston (C)	IRQ	F	4
Launceston (C)	IRQ	M	4
Launceston (C)	IRL	F	23
Launceston (C)	IRL	M	29
Launceston (C)	ITA	F	14
Launceston (C)	ITA	M	9
Launceston (C)	JPN	F	14
Launceston (C)	JPN	M	9
Launceston (C)	LBN	F	5
Launceston (C)	MYS	F	69
Launceston (C)	MYS	M	70
Launceston (C)	MLT	M	3
Launceston (C)	NLD	F	42
Launceston (C)	NLD	M	55
Launceston (C)	NZL	F	171
Launceston (C)	NZL	M	170
Launceston (C)	PAK	F	7
Launceston (C)	PAK	M	9
Launceston (C)	PHL	F	117
Launceston (C)	PHL	M	29
Launceston (C)	POL	F	12
Launceston (C)	POL	M	12
Launceston (C)	SGP	F	19
Launceston (C)	SGP	M	24
Launceston (C)	ZAF	F	64
Launceston (C)	ZAF	M	67
Launceston (C)	KOR	F	19
Launceston (C)	KOR	M	17
Launceston (C)	LKA	F	23
Launceston (C)	LKA	M	24
Launceston (C)	THA	F	21
Launceston (C)	THA	M	5
Launceston (C)	TUR	F	4
Launceston (C)	TUR	M	3
Launceston (C)	GBR	F	615
Launceston (C)	GBR	M	657
Launceston (C)	USA	F	49
Launceston (C)	USA	M	46
Launceston (C)	VNM	F	21
Launceston (C)	VNM	M	13
Launceston (C)	ZWE	F	7
Launceston (C)	ZWE	M	9
Meander Valley (M)		F	108
Meander Valley (M)		M	99
Meander Valley (M)	AUS	F	2341
Meander Valley (M)	AUS	M	2468
Meander Valley (M)	CAN	F	4
Meander Valley (M)	CAN	M	7
Meander Valley (M)	CHN	F	3
Meander Valley (M)	DEU	F	12
Meander Valley (M)	DEU	M	9
Meander Valley (M)	GRC	M	3
Meander Valley (M)	HKG	M	4
Meander Valley (M)	IND	F	9
Meander Valley (M)	IND	M	8
Meander Valley (M)	IRL	F	3
Meander Valley (M)	IRL	M	6
Meander Valley (M)	ITA	M	3
Meander Valley (M)	MYS	F	10
Meander Valley (M)	NLD	F	10
Meander Valley (M)	NLD	M	14
Meander Valley (M)	NZL	F	41
Meander Valley (M)	NZL	M	44
Meander Valley (M)	PAK	M	3
Meander Valley (M)	PHL	F	32
Meander Valley (M)	PHL	M	3
Meander Valley (M)	POL	F	4
Meander Valley (M)	POL	M	3
Meander Valley (M)	SGP	F	4
Meander Valley (M)	SGP	M	3
Meander Valley (M)	ZAF	F	7
Meander Valley (M)	ZAF	M	6
Meander Valley (M)	THA	F	5
Meander Valley (M)	GBR	F	84
Meander Valley (M)	GBR	M	114
Meander Valley (M)	USA	F	3
Meander Valley (M)	USA	M	10
Meander Valley (M)	VNM	F	3
Northern Midlands (M)		F	85
Northern Midlands (M)		M	123
Northern Midlands (M)	AUS	F	1517
Northern Midlands (M)	AUS	M	2711
Northern Midlands (M)	CAN	F	3
Northern Midlands (M)	CAN	M	3
Northern Midlands (M)	CHN	M	5
Northern Midlands (M)	DEU	F	6
Northern Midlands (M)	DEU	M	5
Northern Midlands (M)	IND	F	4
Northern Midlands (M)	IND	M	10
Northern Midlands (M)	IRN	M	3
Northern Midlands (M)	MYS	F	3
Northern Midlands (M)	MYS	M	3
Northern Midlands (M)	NLD	F	3
Northern Midlands (M)	NLD	M	11
Northern Midlands (M)	NZL	F	15
Northern Midlands (M)	NZL	M	41
Northern Midlands (M)	PHL	F	10
Northern Midlands (M)	PHL	M	7
Northern Midlands (M)	POL	M	5
Northern Midlands (M)	ZAF	F	16
Northern Midlands (M)	ZAF	M	11
Northern Midlands (M)	THA	F	3
Northern Midlands (M)	GBR	F	54
Northern Midlands (M)	GBR	M	78
Northern Midlands (M)	USA	F	3
Northern Midlands (M)	USA	M	4
Northern Midlands (M)	VNM	F	3
Northern Midlands (M)	VNM	M	9
Sorell (M)		F	43
Sorell (M)		M	45
Sorell (M)	AUS	F	1130
Sorell (M)	AUS	M	1107
Sorell (M)	CAN	F	3
Sorell (M)	CHN	F	3
Sorell (M)	CHN	M	5
Sorell (M)	FJI	F	3
Sorell (M)	FJI	M	3
Sorell (M)	DEU	F	4
Sorell (M)	GRC	M	3
Sorell (M)	IND	F	3
Sorell (M)	IND	M	6
Sorell (M)	ITA	M	3
Sorell (M)	MYS	F	6
Sorell (M)	NLD	F	3
Sorell (M)	NZL	F	13
Sorell (M)	NZL	M	16
Sorell (M)	PHL	F	3
Sorell (M)	ZAF	F	4
Sorell (M)	GBR	F	49
Sorell (M)	GBR	M	41
Sorell (M)	USA	F	4
Sorell (M)	USA	M	6
Southern Midlands (M)		F	26
Southern Midlands (M)		M	29
Southern Midlands (M)	AUS	F	426
Southern Midlands (M)	AUS	M	541
Southern Midlands (M)	DEU	F	3
Southern Midlands (M)	NLD	M	3
Southern Midlands (M)	NZL	F	4
Southern Midlands (M)	NZL	M	7
Southern Midlands (M)	GBR	F	12
Southern Midlands (M)	GBR	M	16
Southern Midlands (M)	USA	F	4
Tasman (M)		F	18
Tasman (M)		M	19
Tasman (M)	AUS	F	310
Tasman (M)	AUS	M	297
Tasman (M)	CAN	F	3
Tasman (M)	CAN	M	3
Tasman (M)	CHN	F	5
Tasman (M)	NZL	F	4
Tasman (M)	PHL	F	3
Tasman (M)	ZAF	F	4
Tasman (M)	GBR	F	12
Tasman (M)	GBR	M	19
Tasman (M)	USA	F	3
Tasman (M)	USA	M	3
Waratah/Wynyard (M)		F	52
Waratah/Wynyard (M)		M	73
Waratah/Wynyard (M)	AUS	F	1500
Waratah/Wynyard (M)	AUS	M	1898
Waratah/Wynyard (M)	CHN	M	4
Waratah/Wynyard (M)	FJI	F	3
Waratah/Wynyard (M)	DEU	M	7
Waratah/Wynyard (M)	IND	F	4
Waratah/Wynyard (M)	IND	M	8
Waratah/Wynyard (M)	IRL	F	3
Waratah/Wynyard (M)	MYS	F	3
Waratah/Wynyard (M)	MYS	M	3
Waratah/Wynyard (M)	NLD	M	6
Waratah/Wynyard (M)	NZL	F	22
Waratah/Wynyard (M)	NZL	M	38
Waratah/Wynyard (M)	PAK	M	3
Waratah/Wynyard (M)	PHL	F	7
Waratah/Wynyard (M)	PHL	M	4
Waratah/Wynyard (M)	POL	M	3
Waratah/Wynyard (M)	SGP	M	3
Waratah/Wynyard (M)	ZAF	F	7
Waratah/Wynyard (M)	ZAF	M	4
Waratah/Wynyard (M)	KOR	F	3
Waratah/Wynyard (M)	LKA	F	3
Waratah/Wynyard (M)	LKA	M	3
Waratah/Wynyard (M)	THA	F	4
Waratah/Wynyard (M)	GBR	F	48
Waratah/Wynyard (M)	GBR	M	48
Waratah/Wynyard (M)	USA	F	3
West Coast (M)		F	32
West Coast (M)		M	49
West Coast (M)	AUS	F	636
West Coast (M)	AUS	M	1056
West Coast (M)	DEU	F	3
West Coast (M)	IND	F	3
West Coast (M)	IND	M	9
West Coast (M)	NLD	F	3
West Coast (M)	NZL	F	10
West Coast (M)	NZL	M	21
West Coast (M)	PHL	F	7
West Coast (M)	ZAF	M	5
West Coast (M)	GBR	F	19
West Coast (M)	GBR	M	42
West Coast (M)	USA	M	3
West Coast (M)	VNM	F	3
West Coast (M)	ZWE	M	3
West Tamar (M)		F	91
West Tamar (M)		M	74
West Tamar (M)	AUS	F	1655
West Tamar (M)	AUS	M	1546
West Tamar (M)	CAN	F	4
West Tamar (M)	CHN	F	4
West Tamar (M)	CHN	M	3
West Tamar (M)	DEU	F	9
West Tamar (M)	DEU	M	6
West Tamar (M)	HKG	M	3
West Tamar (M)	IND	M	9
West Tamar (M)	IRL	F	4
West Tamar (M)	IRL	M	3
West Tamar (M)	JPN	F	3
West Tamar (M)	MYS	F	4
West Tamar (M)	MYS	M	3
West Tamar (M)	NLD	F	14
West Tamar (M)	NLD	M	15
West Tamar (M)	NZL	F	33
West Tamar (M)	NZL	M	30
West Tamar (M)	PHL	F	13
West Tamar (M)	SGP	F	7
West Tamar (M)	ZAF	F	4
West Tamar (M)	ZAF	M	12
West Tamar (M)	KOR	F	6
West Tamar (M)	LKA	M	3
West Tamar (M)	THA	M	3
West Tamar (M)	GBR	F	76
West Tamar (M)	GBR	M	85
West Tamar (M)	USA	F	9
West Tamar (M)	USA	M	3
West Tamar (M)	VNM	F	3
West Tamar (M)	VNM	M	3
West Tamar (M)	ZWE	F	3
No usual address (Tas.)		F	94
No usual address (Tas.)		M	256
No usual address (Tas.)	AUS	F	2000
No usual address (Tas.)	AUS	M	5988
No usual address (Tas.)	CAN	F	3
No usual address (Tas.)	CAN	M	8
No usual address (Tas.)	CHN	F	3
No usual address (Tas.)	CHN	M	12
No usual address (Tas.)	EGY	M	4
No usual address (Tas.)	FJI	M	5
No usual address (Tas.)	DEU	F	10
No usual address (Tas.)	DEU	M	24
No usual address (Tas.)	GRC	M	3
No usual address (Tas.)	HKG	M	3
No usual address (Tas.)	IND	F	9
No usual address (Tas.)	IND	M	20
No usual address (Tas.)	IDN	M	3
No usual address (Tas.)	IRN	M	3
No usual address (Tas.)	IRL	F	3
No usual address (Tas.)	IRL	M	9
No usual address (Tas.)	ITA	F	3
No usual address (Tas.)	ITA	M	6
No usual address (Tas.)	JPN	F	7
No usual address (Tas.)	MYS	F	4
No usual address (Tas.)	MYS	M	7
No usual address (Tas.)	NLD	F	9
No usual address (Tas.)	NLD	M	15
No usual address (Tas.)	NZL	F	46
No usual address (Tas.)	NZL	M	91
No usual address (Tas.)	PAK	M	9
No usual address (Tas.)	PHL	F	6
No usual address (Tas.)	PHL	M	4
No usual address (Tas.)	POL	F	7
No usual address (Tas.)	POL	M	3
No usual address (Tas.)	SGP	F	5
No usual address (Tas.)	SGP	M	9
No usual address (Tas.)	ZAF	F	13
No usual address (Tas.)	ZAF	M	11
No usual address (Tas.)	KOR	M	4
No usual address (Tas.)	LKA	M	5
No usual address (Tas.)	THA	F	4
No usual address (Tas.)	THA	M	3
