LGA_NAME16	Age	ModeTravelToWork	NumberModes	workers
Renmark Paringa (DC)	75+	Did not go to work		4
Renmark Paringa (DC)	75+	Truck	1	3
Renmark Paringa (DC)	75+	Walked only	1	3
Renmark Paringa (DC)	75+	Worked at home		16
Robe (DC)	15-24	Car as driver	1	44
Robe (DC)	15-24	Car as passenger	1	9
Robe (DC)	15-24	Did not go to work		13
Robe (DC)	15-24	Walked only	1	4
Robe (DC)	25-34	Car as driver	1	70
Robe (DC)	25-34	Car as passenger	1	3
Robe (DC)	25-34	Did not go to work		11
Robe (DC)	25-34	Motorbike scooter	1	3
Robe (DC)	25-34	Walked only	1	7
Robe (DC)	35-44	Car as driver	1	69
Robe (DC)	35-44	Car as passenger	1	6
Robe (DC)	35-44	Did not go to work		11
Robe (DC)	35-44	(Other)	1	3
Robe (DC)	35-44	Walked only	1	8
Robe (DC)	35-44	Worked at home		15
Robe (DC)	45-54	Car as driver	1	74
Robe (DC)	45-54	Car as passenger	1	3
Robe (DC)	45-54	Did not go to work		20
Robe (DC)	45-54	(Other)	1	3
Robe (DC)	45-54	Truck	1	5
Robe (DC)	45-54	Walked only	1	13
Robe (DC)	45-54	Worked at home		23
Robe (DC)	55-64	Car as driver	1	61
Robe (DC)	55-64	Did not go to work		18
Robe (DC)	55-64	Method of travel not stated		4
Robe (DC)	55-64	Walked only	1	4
Robe (DC)	55-64	Worked at home		18
Robe (DC)	65-74	Car as driver	1	22
Robe (DC)	65-74	Did not go to work		9
Robe (DC)	65-74	Walked only	1	3
Robe (DC)	65-74	Worked at home		19
Robe (DC)	75+	Car as driver	1	8
Robe (DC)	75+	(Other)	1	3
Robe (DC)	75+	Worked at home		5
Roxby Downs (M)	15-24	Bus	1	6
Roxby Downs (M)	15-24	Car as driver	1	154
Roxby Downs (M)	15-24	Car as passenger	1	34
Roxby Downs (M)	15-24	Did not go to work		41
Roxby Downs (M)	15-24	Method of travel not stated		7
Roxby Downs (M)	15-24	Motorbike scooter	1	3
Roxby Downs (M)	15-24	Walked only	1	17
Roxby Downs (M)	25-34	Bus	1	31
Roxby Downs (M)	25-34	Bus and other	2	3
Roxby Downs (M)	25-34	Car as driver	1	427
Roxby Downs (M)	25-34	Car as passenger	1	36
Roxby Downs (M)	25-34	Did not go to work		123
Roxby Downs (M)	25-34	Method of travel not stated		4
Roxby Downs (M)	25-34	Motorbike scooter	1	3
Roxby Downs (M)	25-34	(Other)	1	5
Roxby Downs (M)	25-34	Other two methods	2	3
Roxby Downs (M)	25-34	Train and two other methods	3	3
Roxby Downs (M)	25-34	Walked only	1	22
Roxby Downs (M)	25-34	Worked at home		10
Roxby Downs (M)	35-44	Bicycle	1	3
Roxby Downs (M)	35-44	Bus	1	32
Roxby Downs (M)	35-44	Bus and car as passenger	2	3
Roxby Downs (M)	35-44	Car as driver	1	349
Roxby Downs (M)	35-44	Car as passenger	1	21
Roxby Downs (M)	35-44	Did not go to work		102
Roxby Downs (M)	35-44	Method of travel not stated		3
Roxby Downs (M)	35-44	(Other)	1	12
Roxby Downs (M)	35-44	Walked only	1	10
Roxby Downs (M)	35-44	Worked at home		9
Roxby Downs (M)	45-54	Bus	1	36
Roxby Downs (M)	45-54	Car as driver	1	285
Roxby Downs (M)	45-54	Car as passenger	1	28
Roxby Downs (M)	45-54	Did not go to work		86
Roxby Downs (M)	45-54	Method of travel not stated		6
Roxby Downs (M)	45-54	(Other)	1	10
Roxby Downs (M)	45-54	Walked only	1	14
Roxby Downs (M)	45-54	Worked at home		10
Roxby Downs (M)	55-64	Bicycle	1	3
Roxby Downs (M)	55-64	Bus	1	10
Roxby Downs (M)	55-64	Car as driver	1	137
Roxby Downs (M)	55-64	Car as passenger	1	9
Roxby Downs (M)	55-64	Did not go to work		44
Roxby Downs (M)	55-64	Method of travel not stated		3
Roxby Downs (M)	55-64	(Other)	1	3
Roxby Downs (M)	55-64	Truck	1	3
Roxby Downs (M)	55-64	Walked only	1	10
Roxby Downs (M)	55-64	Worked at home		3
Roxby Downs (M)	65-74	Bus	1	3
Roxby Downs (M)	65-74	Car as driver	1	9
Roxby Downs (M)	65-74	Did not go to work		7
Roxby Downs (M)	65-74	Walked only	1	4
Roxby Downs (M)	75+	Car as driver	1	3
Salisbury (C)	15-24	Bicycle	1	29
Salisbury (C)	15-24	Bus	1	135
Salisbury (C)	15-24	Bus and car as driver	2	6
Salisbury (C)	15-24	Bus and car as passenger	2	15
Salisbury (C)	15-24	Bus and two other methods excludes train	3	3
Salisbury (C)	15-24	Car as driver	1	3911
Salisbury (C)	15-24	Car as passenger	1	684
Salisbury (C)	15-24	Did not go to work		801
Salisbury (C)	15-24	Ferry	1	4
Salisbury (C)	15-24	Method of travel not stated		84
Salisbury (C)	15-24	Motorbike scooter	1	32
Salisbury (C)	15-24	(Other)	1	15
Salisbury (C)	15-24	Other two methods	2	48
Salisbury (C)	15-24	Taxi	1	8
Salisbury (C)	15-24	Train	1	35
Salisbury (C)	15-24	Train and bus	2	20
Salisbury (C)	15-24	Train and car as passenger	2	3
Salisbury (C)	15-24	Train and two other methods	3	13
Salisbury (C)	15-24	Truck	1	20
Salisbury (C)	15-24	Walked only	1	176
Salisbury (C)	15-24	Worked at home		26
Salisbury (C)	25-34	Bicycle	1	50
Salisbury (C)	25-34	Bus	1	108
Salisbury (C)	25-34	Bus and car as driver	2	3
Salisbury (C)	25-34	Bus and car as passenger	2	8
Salisbury (C)	25-34	Bus and two other methods excludes train	3	3
Salisbury (C)	25-34	Car as driver	1	8076
Salisbury (C)	25-34	Car as passenger	1	409
Salisbury (C)	25-34	Did not go to work		905
Salisbury (C)	25-34	Ferry	1	3
Salisbury (C)	25-34	Method of travel not stated		83
Salisbury (C)	25-34	Motorbike scooter	1	59
Salisbury (C)	25-34	(Other)	1	50
Salisbury (C)	25-34	Other three methods	3	4
Salisbury (C)	25-34	Other two methods	2	65
Salisbury (C)	25-34	Taxi	1	21
Salisbury (C)	25-34	Train	1	45
Salisbury (C)	25-34	Train and bus	2	37
Salisbury (C)	25-34	Train and car as driver	2	4
Salisbury (C)	25-34	Train and car as passenger	2	4
Salisbury (C)	25-34	Train and other	2	9
Salisbury (C)	25-34	Train and two other methods	3	9
Salisbury (C)	25-34	Truck	1	52
Salisbury (C)	25-34	Walked only	1	145
Salisbury (C)	25-34	Worked at home		181
Salisbury (C)	35-44	Bicycle	1	62
Salisbury (C)	35-44	Bus	1	85
Salisbury (C)	35-44	Bus and car as driver	2	6
Salisbury (C)	35-44	Bus and car as passenger	2	3
Salisbury (C)	35-44	Car as driver	1	8315
Salisbury (C)	35-44	Car as passenger	1	242
Salisbury (C)	35-44	Did not go to work		692
Salisbury (C)	35-44	Method of travel not stated		69
Salisbury (C)	35-44	Motorbike scooter	1	48
Salisbury (C)	35-44	(Other)	1	34
Salisbury (C)	35-44	Other three methods	3	3
Salisbury (C)	35-44	Other two methods	2	43
Salisbury (C)	35-44	Taxi	1	19
Salisbury (C)	35-44	Train	1	46
Salisbury (C)	35-44	Train and bus	2	27
Salisbury (C)	35-44	Train and car as driver	2	4
Salisbury (C)	35-44	Train and other	2	6
Salisbury (C)	35-44	Train and two other methods	3	5
Salisbury (C)	35-44	Truck	1	46
Salisbury (C)	35-44	Walked only	1	116
Salisbury (C)	35-44	Worked at home		272
Salisbury (C)	45-54	Bicycle	1	57
Salisbury (C)	45-54	Bus	1	69
Salisbury (C)	45-54	Bus and car as driver	2	7
Salisbury (C)	45-54	Bus and car as passenger	2	7
Salisbury (C)	45-54	Car as driver	1	8640
Salisbury (C)	45-54	Car as passenger	1	272
Salisbury (C)	45-54	Did not go to work		641
Salisbury (C)	45-54	Ferry	1	3
Salisbury (C)	45-54	Method of travel not stated		83
Salisbury (C)	45-54	Motorbike scooter	1	46
Salisbury (C)	45-54	(Other)	1	56
Salisbury (C)	45-54	Other three methods	3	6
Salisbury (C)	45-54	Other two methods	2	49
Salisbury (C)	45-54	Taxi	1	12
Salisbury (C)	45-54	Train	1	48
Salisbury (C)	45-54	Train and bus	2	20
Salisbury (C)	45-54	Train and car as driver	2	6
Salisbury (C)	45-54	Train and tram includes light rail	2	5
Salisbury (C)	45-54	Train and two other methods	3	3
Salisbury (C)	45-54	Truck	1	94
Salisbury (C)	45-54	Walked only	1	112
Salisbury (C)	45-54	Worked at home		290
Salisbury (C)	55-64	Bicycle	1	39
Salisbury (C)	55-64	Bus	1	53
Salisbury (C)	55-64	Bus and car as driver	2	9
Salisbury (C)	55-64	Bus and car as passenger	2	3
Salisbury (C)	55-64	Car as driver	1	5310
Salisbury (C)	55-64	Car as passenger	1	180
Salisbury (C)	55-64	Did not go to work		587
Salisbury (C)	55-64	Method of travel not stated		47
Salisbury (C)	55-64	Motorbike scooter	1	25
Salisbury (C)	55-64	(Other)	1	44
Salisbury (C)	55-64	Other two methods	2	32
Salisbury (C)	55-64	Taxi	1	4
Salisbury (C)	55-64	Train	1	21
Salisbury (C)	55-64	Train and bus	2	17
Salisbury (C)	55-64	Train and car as driver	2	3
Salisbury (C)	55-64	Train and other	2	3
Salisbury (C)	55-64	Train and tram includes light rail	2	4
Salisbury (C)	55-64	Train and two other methods	3	4
Salisbury (C)	55-64	Truck	1	62
Salisbury (C)	55-64	Walked only	1	73
Salisbury (C)	55-64	Worked at home		270
Salisbury (C)	65-74	Bus	1	10
Salisbury (C)	65-74	Bus and car as passenger	2	3
Salisbury (C)	65-74	Car as driver	1	904
Salisbury (C)	65-74	Car as passenger	1	48
Salisbury (C)	65-74	Did not go to work		153
Salisbury (C)	65-74	Method of travel not stated		23
Salisbury (C)	65-74	Motorbike scooter	1	3
Salisbury (C)	65-74	(Other)	1	10
Salisbury (C)	65-74	Other two methods	2	3
Salisbury (C)	65-74	Taxi	1	3
Salisbury (C)	65-74	Train	1	6
Salisbury (C)	65-74	Truck	1	9
Salisbury (C)	65-74	Walked only	1	13
Salisbury (C)	65-74	Worked at home		92
Salisbury (C)	75+	Car as driver	1	76
Salisbury (C)	75+	Car as passenger	1	3
Salisbury (C)	75+	Did not go to work		14
Salisbury (C)	75+	Method of travel not stated		10
Salisbury (C)	75+	(Other)	1	3
Salisbury (C)	75+	Walked only	1	3
Salisbury (C)	75+	Worked at home		23
Southern Mallee (DC)	15-24	Car as driver	1	54
Southern Mallee (DC)	15-24	Car as passenger	1	16
Southern Mallee (DC)	15-24	Did not go to work		17
Southern Mallee (DC)	15-24	Method of travel not stated		3
Southern Mallee (DC)	15-24	Walked only	1	7
Southern Mallee (DC)	15-24	Worked at home		3
Southern Mallee (DC)	25-34	Car as driver	1	116
Southern Mallee (DC)	25-34	Car as passenger	1	15
Southern Mallee (DC)	25-34	Did not go to work		14
Southern Mallee (DC)	25-34	Method of travel not stated		3
Southern Mallee (DC)	25-34	Truck	1	3
Southern Mallee (DC)	25-34	Walked only	1	11
Southern Mallee (DC)	25-34	Worked at home		16
Southern Mallee (DC)	35-44	Car as driver	1	124
Southern Mallee (DC)	35-44	Car as passenger	1	5
Southern Mallee (DC)	35-44	Did not go to work		15
Southern Mallee (DC)	35-44	Motorbike scooter	1	3
Southern Mallee (DC)	35-44	(Other)	1	3
Southern Mallee (DC)	35-44	Other two methods	2	3
Southern Mallee (DC)	35-44	Walked only	1	11
Southern Mallee (DC)	35-44	Worked at home		17
Southern Mallee (DC)	45-54	Car as driver	1	120
Southern Mallee (DC)	45-54	Did not go to work		12
Southern Mallee (DC)	45-54	Method of travel not stated		4
Southern Mallee (DC)	45-54	(Other)	1	5
Southern Mallee (DC)	45-54	Truck	1	4
Southern Mallee (DC)	45-54	Walked only	1	20
Southern Mallee (DC)	45-54	Worked at home		29
Southern Mallee (DC)	55-64	Car as driver	1	119
Southern Mallee (DC)	55-64	Car as passenger	1	4
Southern Mallee (DC)	55-64	Did not go to work		14
Southern Mallee (DC)	55-64	Motorbike scooter	1	5
Southern Mallee (DC)	55-64	(Other)	1	3
Southern Mallee (DC)	55-64	Truck	1	4
Southern Mallee (DC)	55-64	Walked only	1	19
Southern Mallee (DC)	55-64	Worked at home		42
Southern Mallee (DC)	65-74	Bicycle	1	3
Southern Mallee (DC)	65-74	Car as driver	1	28
Southern Mallee (DC)	65-74	Did not go to work		9
Southern Mallee (DC)	65-74	Walked only	1	11
Southern Mallee (DC)	65-74	Worked at home		27
Southern Mallee (DC)	75+	Car as passenger	1	4
Southern Mallee (DC)	75+	Did not go to work		3
Southern Mallee (DC)	75+	Method of travel not stated		5
Southern Mallee (DC)	75+	Worked at home		6
Streaky Bay (DC)	15-24	Car as driver	1	50
Streaky Bay (DC)	15-24	Car as passenger	1	14
Streaky Bay (DC)	15-24	Did not go to work		9
Streaky Bay (DC)	15-24	Method of travel not stated		3
Streaky Bay (DC)	15-24	Walked only	1	9
Streaky Bay (DC)	25-34	Car as driver	1	76
Streaky Bay (DC)	25-34	Car as passenger	1	7
Streaky Bay (DC)	25-34	Did not go to work		22
Streaky Bay (DC)	25-34	Method of travel not stated		3
Streaky Bay (DC)	25-34	(Other)	1	6
Streaky Bay (DC)	25-34	Walked only	1	6
Streaky Bay (DC)	25-34	Worked at home		11
Streaky Bay (DC)	35-44	Bicycle	1	4
Streaky Bay (DC)	35-44	Car as driver	1	119
Streaky Bay (DC)	35-44	Car as passenger	1	4
Streaky Bay (DC)	35-44	Did not go to work		14
Streaky Bay (DC)	35-44	Method of travel not stated		3
Streaky Bay (DC)	35-44	(Other)	1	3
Streaky Bay (DC)	35-44	Truck	1	4
Streaky Bay (DC)	35-44	Walked only	1	8
Streaky Bay (DC)	35-44	Worked at home		16
Streaky Bay (DC)	45-54	Car as driver	1	134
Streaky Bay (DC)	45-54	Car as passenger	1	5
Streaky Bay (DC)	45-54	Did not go to work		26
Streaky Bay (DC)	45-54	Method of travel not stated		5
Streaky Bay (DC)	45-54	Walked only	1	21
Streaky Bay (DC)	45-54	Worked at home		21
Streaky Bay (DC)	55-64	Car as driver	1	109
Streaky Bay (DC)	55-64	Car as passenger	1	9
Streaky Bay (DC)	55-64	Did not go to work		29
Streaky Bay (DC)	55-64	Method of travel not stated		3
Streaky Bay (DC)	55-64	(Other)	1	7
Streaky Bay (DC)	55-64	Other two methods	2	5
Streaky Bay (DC)	55-64	Truck	1	8
Streaky Bay (DC)	55-64	Walked only	1	20
Streaky Bay (DC)	55-64	Worked at home		22
Streaky Bay (DC)	65-74	Car as driver	1	19
Streaky Bay (DC)	65-74	Did not go to work		4
Streaky Bay (DC)	65-74	Worked at home		20
Streaky Bay (DC)	75+	Car as driver	1	3
Streaky Bay (DC)	75+	Method of travel not stated		3
Streaky Bay (DC)	75+	Worked at home		5
Tatiara (DC)	15-24	Bicycle	1	3
Tatiara (DC)	15-24	Car as driver	1	283
Tatiara (DC)	15-24	Car as passenger	1	46
Tatiara (DC)	15-24	Did not go to work		57
Tatiara (DC)	15-24	Method of travel not stated		13
Tatiara (DC)	15-24	Motorbike scooter	1	13
Tatiara (DC)	15-24	(Other)	1	4
Tatiara (DC)	15-24	Other two methods	2	3
Tatiara (DC)	15-24	Walked only	1	27
Tatiara (DC)	15-24	Worked at home		13
Tatiara (DC)	25-34	Bicycle	1	7
Tatiara (DC)	25-34	Car as driver	1	403
Tatiara (DC)	25-34	Car as passenger	1	42
Tatiara (DC)	25-34	Did not go to work		46
Tatiara (DC)	25-34	Method of travel not stated		9
Tatiara (DC)	25-34	(Other)	1	6
Tatiara (DC)	25-34	Other two methods	2	3
Tatiara (DC)	25-34	Truck	1	4
Tatiara (DC)	25-34	Walked only	1	30
Tatiara (DC)	25-34	Worked at home		32
Tatiara (DC)	35-44	Bicycle	1	4
Tatiara (DC)	35-44	Bus	1	3
Tatiara (DC)	35-44	Car as driver	1	467
Tatiara (DC)	35-44	Car as passenger	1	28
Tatiara (DC)	35-44	Did not go to work		52
Tatiara (DC)	35-44	Method of travel not stated		3
Tatiara (DC)	35-44	Motorbike scooter	1	5
Tatiara (DC)	35-44	(Other)	1	5
Tatiara (DC)	35-44	Truck	1	4
Tatiara (DC)	35-44	Walked only	1	32
Tatiara (DC)	35-44	Worked at home		77
Tatiara (DC)	45-54	Bicycle	1	3
Tatiara (DC)	45-54	Car as driver	1	498
Tatiara (DC)	45-54	Car as passenger	1	27
Tatiara (DC)	45-54	Did not go to work		65
Tatiara (DC)	45-54	Method of travel not stated		9
Tatiara (DC)	45-54	(Other)	1	8
Tatiara (DC)	45-54	Other two methods	2	4
Tatiara (DC)	45-54	Truck	1	10
Tatiara (DC)	45-54	Walked only	1	49
Tatiara (DC)	45-54	Worked at home		105
Tatiara (DC)	55-64	Bicycle	1	3
Tatiara (DC)	55-64	Car as driver	1	393
Tatiara (DC)	55-64	Car as passenger	1	8
Tatiara (DC)	55-64	Did not go to work		49
Tatiara (DC)	55-64	Method of travel not stated		9
Tatiara (DC)	55-64	Motorbike scooter	1	8
Tatiara (DC)	55-64	(Other)	1	11
Tatiara (DC)	55-64	Other two methods	2	3
Tatiara (DC)	55-64	Truck	1	7
Tatiara (DC)	55-64	Walked only	1	48
Tatiara (DC)	55-64	Worked at home		108
Tatiara (DC)	65-74	Car as driver	1	97
Tatiara (DC)	65-74	Car as passenger	1	4
Tatiara (DC)	65-74	Did not go to work		34
Tatiara (DC)	65-74	Method of travel not stated		10
Tatiara (DC)	65-74	Motorbike scooter	1	4
Tatiara (DC)	65-74	(Other)	1	8
Tatiara (DC)	65-74	Truck	1	9
Tatiara (DC)	65-74	Walked only	1	15
Tatiara (DC)	65-74	Worked at home		63
Tatiara (DC)	75+	Car as driver	1	16
Tatiara (DC)	75+	Did not go to work		4
Tatiara (DC)	75+	Method of travel not stated		3
Tatiara (DC)	75+	Worked at home		18
Tea Tree Gully (C)	15-24	Bicycle	1	8
Tea Tree Gully (C)	15-24	Bus	1	188
Tea Tree Gully (C)	15-24	Bus and car as driver	2	6
Tea Tree Gully (C)	15-24	Bus and car as passenger	2	31
Tea Tree Gully (C)	15-24	Bus and two other methods excludes train	3	4
Tea Tree Gully (C)	15-24	Car as driver	1	2579
Tea Tree Gully (C)	15-24	Car as passenger	1	628
Tea Tree Gully (C)	15-24	Did not go to work		867
Tea Tree Gully (C)	15-24	Method of travel not stated		39
Tea Tree Gully (C)	15-24	Motorbike scooter	1	11
Tea Tree Gully (C)	15-24	(Other)	1	3
Tea Tree Gully (C)	15-24	Other two methods	2	27
Tea Tree Gully (C)	15-24	Taxi	1	6
Tea Tree Gully (C)	15-24	Train	1	3
Tea Tree Gully (C)	15-24	Train and bus	2	3
Tea Tree Gully (C)	15-24	Train and car as driver	2	3
Tea Tree Gully (C)	15-24	Train and two other methods	3	9
Tea Tree Gully (C)	15-24	Truck	1	4
Tea Tree Gully (C)	15-24	Walked only	1	90
Tea Tree Gully (C)	15-24	Worked at home		37
Tea Tree Gully (C)	25-34	Bicycle	1	11
Tea Tree Gully (C)	25-34	Bus	1	112
Tea Tree Gully (C)	25-34	Bus and car as driver	2	5
Tea Tree Gully (C)	25-34	Bus and car as passenger	2	10
Tea Tree Gully (C)	25-34	Bus and two other methods excludes train	3	3
Tea Tree Gully (C)	25-34	Car as driver	1	3012
Tea Tree Gully (C)	25-34	Car as passenger	1	117
Tea Tree Gully (C)	25-34	Did not go to work		483
Tea Tree Gully (C)	25-34	Method of travel not stated		32
Tea Tree Gully (C)	25-34	Motorbike scooter	1	14
Tea Tree Gully (C)	25-34	(Other)	1	15
Tea Tree Gully (C)	25-34	Other two methods	2	12
Tea Tree Gully (C)	25-34	Taxi	1	11
Tea Tree Gully (C)	25-34	Train and bus	2	6
Tea Tree Gully (C)	25-34	Train and two other methods	3	3
Tea Tree Gully (C)	25-34	Tram includes light rail	1	3
Tea Tree Gully (C)	25-34	Truck	1	13
Tea Tree Gully (C)	25-34	Walked only	1	68
Tea Tree Gully (C)	25-34	Worked at home		149
Tea Tree Gully (C)	35-44	Bicycle	1	16
Tea Tree Gully (C)	35-44	Bus	1	63
Tea Tree Gully (C)	35-44	Bus and car as driver	2	10
Tea Tree Gully (C)	35-44	Car as driver	1	2930
Tea Tree Gully (C)	35-44	Car as passenger	1	113
Tea Tree Gully (C)	35-44	Did not go to work		333
Tea Tree Gully (C)	35-44	Method of travel not stated		35
Tea Tree Gully (C)	35-44	Motorbike scooter	1	11
Tea Tree Gully (C)	35-44	(Other)	1	21
Tea Tree Gully (C)	35-44	Other two methods	2	19
Tea Tree Gully (C)	35-44	Taxi	1	9
Tea Tree Gully (C)	35-44	Train	1	4
Tea Tree Gully (C)	35-44	Train and bus	2	4
Tea Tree Gully (C)	35-44	Truck	1	36
Tea Tree Gully (C)	35-44	Walked only	1	65
Tea Tree Gully (C)	35-44	Worked at home		278
Tea Tree Gully (C)	45-54	Bicycle	1	14
Tea Tree Gully (C)	45-54	Bus	1	48
Tea Tree Gully (C)	45-54	Bus and car as driver	2	3
Tea Tree Gully (C)	45-54	Bus and car as passenger	2	3
Tea Tree Gully (C)	45-54	Car as driver	1	3333
Tea Tree Gully (C)	45-54	Car as passenger	1	110
Tea Tree Gully (C)	45-54	Did not go to work		336
Tea Tree Gully (C)	45-54	Method of travel not stated		28
Tea Tree Gully (C)	45-54	Motorbike scooter	1	9
Tea Tree Gully (C)	45-54	(Other)	1	34
Tea Tree Gully (C)	45-54	Other two methods	2	29
Tea Tree Gully (C)	45-54	Taxi	1	3
Tea Tree Gully (C)	45-54	Train	1	4
Tea Tree Gully (C)	45-54	Train and bus	2	4
Tea Tree Gully (C)	45-54	Train and car as driver	2	3
Tea Tree Gully (C)	45-54	Truck	1	44
Tea Tree Gully (C)	45-54	Walked only	1	78
Tea Tree Gully (C)	45-54	Worked at home		328
Tea Tree Gully (C)	55-64	Bicycle	1	29
Tea Tree Gully (C)	55-64	Bus	1	39
Tea Tree Gully (C)	55-64	Bus and car as driver	2	3
Tea Tree Gully (C)	55-64	Bus and car as passenger	2	4
Tea Tree Gully (C)	55-64	Bus and other	2	4
Tea Tree Gully (C)	55-64	Car as driver	1	2373
Tea Tree Gully (C)	55-64	Car as passenger	1	109
Tea Tree Gully (C)	55-64	Did not go to work		333
Tea Tree Gully (C)	55-64	Method of travel not stated		16
Tea Tree Gully (C)	55-64	Motorbike scooter	1	10
Tea Tree Gully (C)	55-64	(Other)	1	35
Tea Tree Gully (C)	55-64	Other two methods	2	15
Tea Tree Gully (C)	55-64	Taxi	1	4
Tea Tree Gully (C)	55-64	Train	1	3
Tea Tree Gully (C)	55-64	Train and bus	2	3
Tea Tree Gully (C)	55-64	Train and car as driver	2	3
Tea Tree Gully (C)	55-64	Truck	1	31
Tea Tree Gully (C)	55-64	Walked only	1	69
Tea Tree Gully (C)	55-64	Worked at home		303
Tea Tree Gully (C)	65-74	Bus	1	13
Tea Tree Gully (C)	65-74	Car as driver	1	478
Tea Tree Gully (C)	65-74	Car as passenger	1	34
Tea Tree Gully (C)	65-74	Did not go to work		125
Tea Tree Gully (C)	65-74	Method of travel not stated		8
Tea Tree Gully (C)	65-74	(Other)	1	10
Tea Tree Gully (C)	65-74	Other two methods	2	3
Tea Tree Gully (C)	65-74	Truck	1	12
Tea Tree Gully (C)	65-74	Walked only	1	14
Tea Tree Gully (C)	65-74	Worked at home		145
Tea Tree Gully (C)	75+	Car as driver	1	35
Tea Tree Gully (C)	75+	Car as passenger	1	4
Tea Tree Gully (C)	75+	Did not go to work		8
Tea Tree Gully (C)	75+	Method of travel not stated		7
