LGA_NAME16	Age	EmploymentStatus	Sex	workers
Greater Geraldton (C)	70-74	Contributing family workers	F	4
Greater Geraldton (C)	70-74	Contributing family workers	M	20
Greater Geraldton (C)	70-74	Employee	F	26
Greater Geraldton (C)	70-74	Employee	M	33
Greater Geraldton (C)	70-74	Owner managers of incorporated enterprises	F	7
Greater Geraldton (C)	70-74	Owner managers of incorporated enterprises	M	24
Greater Geraldton (C)	70-74	Owner managers of unincorporated enterprises	F	11
Greater Geraldton (C)	70-74	Owner managers of unincorporated enterprises	M	23
Greater Geraldton (C)	75+		F	3
Greater Geraldton (C)	75+		M	3
Greater Geraldton (C)	75+	Contributing family workers	F	3
Greater Geraldton (C)	75+	Contributing family workers	M	5
Greater Geraldton (C)	75+	Employee	F	13
Greater Geraldton (C)	75+	Employee	M	16
Greater Geraldton (C)	75+	Owner managers of incorporated enterprises	F	5
Greater Geraldton (C)	75+	Owner managers of incorporated enterprises	M	19
Greater Geraldton (C)	75+	Owner managers of unincorporated enterprises	F	3
Greater Geraldton (C)	75+	Owner managers of unincorporated enterprises	M	11
Halls Creek (S)	15-19	Employee	F	13
Halls Creek (S)	15-19	Employee	M	6
Halls Creek (S)	20-24		F	3
Halls Creek (S)	20-24	Employee	F	54
Halls Creek (S)	20-24	Employee	M	38
Halls Creek (S)	25-29	Employee	F	56
Halls Creek (S)	25-29	Employee	M	61
Halls Creek (S)	30-34	Employee	F	46
Halls Creek (S)	30-34	Employee	M	57
Halls Creek (S)	30-34	Owner managers of incorporated enterprises	M	4
Halls Creek (S)	35-39		M	4
Halls Creek (S)	35-39	Employee	F	41
Halls Creek (S)	35-39	Employee	M	57
Halls Creek (S)	35-39	Owner managers of unincorporated enterprises	M	3
Halls Creek (S)	40-44		F	3
Halls Creek (S)	40-44	Employee	F	35
Halls Creek (S)	40-44	Employee	M	43
Halls Creek (S)	40-44	Owner managers of incorporated enterprises	F	5
Halls Creek (S)	40-44	Owner managers of incorporated enterprises	M	3
Halls Creek (S)	45-49	Employee	F	32
Halls Creek (S)	45-49	Employee	M	43
Halls Creek (S)	45-49	Owner managers of incorporated enterprises	M	3
Halls Creek (S)	50-54		M	3
Halls Creek (S)	50-54	Employee	F	41
Halls Creek (S)	50-54	Employee	M	51
Halls Creek (S)	50-54	Owner managers of incorporated enterprises	M	4
Halls Creek (S)	50-54	Owner managers of unincorporated enterprises	M	3
Halls Creek (S)	55-59	Employee	F	44
Halls Creek (S)	55-59	Employee	M	34
Halls Creek (S)	60-64	Employee	F	29
Halls Creek (S)	60-64	Employee	M	30
Halls Creek (S)	60-64	Owner managers of incorporated enterprises	M	5
Halls Creek (S)	60-64	Owner managers of unincorporated enterprises	M	8
Halls Creek (S)	65-69	Employee	F	7
Halls Creek (S)	65-69	Employee	M	4
Halls Creek (S)	65-69	Owner managers of unincorporated enterprises	M	3
Halls Creek (S)	70-74	Employee	F	3
Halls Creek (S)	70-74	Employee	M	12
Harvey (S)	15-19		F	5
Harvey (S)	15-19		M	3
Harvey (S)	15-19	Contributing family workers	M	3
Harvey (S)	15-19	Employee	F	234
Harvey (S)	15-19	Employee	M	191
Harvey (S)	15-19	Owner managers of unincorporated enterprises	M	3
Harvey (S)	20-24		F	4
Harvey (S)	20-24		M	3
Harvey (S)	20-24	Contributing family workers	M	3
Harvey (S)	20-24	Employee	F	199
Harvey (S)	20-24	Employee	M	233
Harvey (S)	20-24	Owner managers of unincorporated enterprises	F	3
Harvey (S)	20-24	Owner managers of unincorporated enterprises	M	8
Harvey (S)	25-29		M	3
Harvey (S)	25-29	Employee	F	235
Harvey (S)	25-29	Employee	M	320
Harvey (S)	25-29	Owner managers of incorporated enterprises	F	8
Harvey (S)	25-29	Owner managers of incorporated enterprises	M	11
Harvey (S)	25-29	Owner managers of unincorporated enterprises	F	13
Harvey (S)	25-29	Owner managers of unincorporated enterprises	M	18
Harvey (S)	30-34	Contributing family workers	F	4
Harvey (S)	30-34	Contributing family workers	M	4
Harvey (S)	30-34	Employee	F	233
Harvey (S)	30-34	Employee	M	305
Harvey (S)	30-34	Owner managers of incorporated enterprises	F	8
Harvey (S)	30-34	Owner managers of incorporated enterprises	M	14
Harvey (S)	30-34	Owner managers of unincorporated enterprises	F	27
Harvey (S)	30-34	Owner managers of unincorporated enterprises	M	22
Harvey (S)	35-39		M	8
Harvey (S)	35-39	Contributing family workers	F	12
Harvey (S)	35-39	Contributing family workers	M	3
Harvey (S)	35-39	Employee	F	272
Harvey (S)	35-39	Employee	M	308
Harvey (S)	35-39	Owner managers of incorporated enterprises	F	10
Harvey (S)	35-39	Owner managers of incorporated enterprises	M	22
Harvey (S)	35-39	Owner managers of unincorporated enterprises	F	22
Harvey (S)	35-39	Owner managers of unincorporated enterprises	M	35
Harvey (S)	40-44		F	5
Harvey (S)	40-44		M	6
Harvey (S)	40-44	Contributing family workers	F	13
Harvey (S)	40-44	Contributing family workers	M	12
Harvey (S)	40-44	Employee	F	320
Harvey (S)	40-44	Employee	M	298
Harvey (S)	40-44	Owner managers of incorporated enterprises	F	13
Harvey (S)	40-44	Owner managers of incorporated enterprises	M	19
Harvey (S)	40-44	Owner managers of unincorporated enterprises	F	25
Harvey (S)	40-44	Owner managers of unincorporated enterprises	M	39
Harvey (S)	45-49		F	3
Harvey (S)	45-49		M	3
Harvey (S)	45-49	Contributing family workers	M	9
Harvey (S)	45-49	Employee	F	325
Harvey (S)	45-49	Employee	M	338
Harvey (S)	45-49	Owner managers of incorporated enterprises	F	11
Harvey (S)	45-49	Owner managers of incorporated enterprises	M	33
Harvey (S)	45-49	Owner managers of unincorporated enterprises	F	44
Harvey (S)	45-49	Owner managers of unincorporated enterprises	M	55
Harvey (S)	50-54		F	6
Harvey (S)	50-54		M	4
Harvey (S)	50-54	Contributing family workers	F	15
Harvey (S)	50-54	Contributing family workers	M	13
Harvey (S)	50-54	Employee	F	325
Harvey (S)	50-54	Employee	M	315
Harvey (S)	50-54	Owner managers of incorporated enterprises	F	21
Harvey (S)	50-54	Owner managers of incorporated enterprises	M	23
Harvey (S)	50-54	Owner managers of unincorporated enterprises	F	30
Harvey (S)	50-54	Owner managers of unincorporated enterprises	M	49
Harvey (S)	55-59		M	4
Harvey (S)	55-59	Contributing family workers	F	11
Harvey (S)	55-59	Contributing family workers	M	12
Harvey (S)	55-59	Employee	F	232
Harvey (S)	55-59	Employee	M	281
Harvey (S)	55-59	Owner managers of incorporated enterprises	F	13
Harvey (S)	55-59	Owner managers of incorporated enterprises	M	42
Harvey (S)	55-59	Owner managers of unincorporated enterprises	F	32
Harvey (S)	55-59	Owner managers of unincorporated enterprises	M	47
Harvey (S)	60-64		F	3
Harvey (S)	60-64		M	3
Harvey (S)	60-64	Contributing family workers	F	19
Harvey (S)	60-64	Contributing family workers	M	13
Harvey (S)	60-64	Employee	F	130
Harvey (S)	60-64	Employee	M	168
Harvey (S)	60-64	Owner managers of incorporated enterprises	F	14
Harvey (S)	60-64	Owner managers of incorporated enterprises	M	17
Harvey (S)	60-64	Owner managers of unincorporated enterprises	F	21
Harvey (S)	60-64	Owner managers of unincorporated enterprises	M	44
Harvey (S)	65-69		M	3
Harvey (S)	65-69	Contributing family workers	F	9
Harvey (S)	65-69	Contributing family workers	M	21
Harvey (S)	65-69	Employee	F	32
Harvey (S)	65-69	Employee	M	60
Harvey (S)	65-69	Owner managers of incorporated enterprises	F	3
Harvey (S)	65-69	Owner managers of incorporated enterprises	M	21
Harvey (S)	65-69	Owner managers of unincorporated enterprises	F	18
Harvey (S)	65-69	Owner managers of unincorporated enterprises	M	34
Harvey (S)	70-74	Contributing family workers	F	9
Harvey (S)	70-74	Contributing family workers	M	14
Harvey (S)	70-74	Employee	F	7
Harvey (S)	70-74	Employee	M	17
Harvey (S)	70-74	Owner managers of incorporated enterprises	F	5
Harvey (S)	70-74	Owner managers of incorporated enterprises	M	4
Harvey (S)	70-74	Owner managers of unincorporated enterprises	F	13
Harvey (S)	70-74	Owner managers of unincorporated enterprises	M	20
Harvey (S)	75+	Contributing family workers	F	3
Harvey (S)	75+	Contributing family workers	M	11
Harvey (S)	75+	Employee	F	4
Harvey (S)	75+	Employee	M	11
Harvey (S)	75+	Owner managers of incorporated enterprises	M	4
Harvey (S)	75+	Owner managers of unincorporated enterprises	F	3
Harvey (S)	75+	Owner managers of unincorporated enterprises	M	5
Irwin (S)	15-19	Employee	F	28
Irwin (S)	15-19	Employee	M	26
Irwin (S)	20-24	Employee	F	22
Irwin (S)	20-24	Employee	M	24
Irwin (S)	25-29	Contributing family workers	M	3
Irwin (S)	25-29	Employee	F	28
Irwin (S)	25-29	Employee	M	21
Irwin (S)	25-29	Owner managers of unincorporated enterprises	M	5
Irwin (S)	30-34		M	3
Irwin (S)	30-34	Employee	F	30
Irwin (S)	30-34	Employee	M	33
Irwin (S)	30-34	Owner managers of incorporated enterprises	F	4
Irwin (S)	30-34	Owner managers of incorporated enterprises	M	5
Irwin (S)	30-34	Owner managers of unincorporated enterprises	F	3
Irwin (S)	30-34	Owner managers of unincorporated enterprises	M	3
Irwin (S)	35-39	Contributing family workers	F	4
Irwin (S)	35-39	Employee	F	38
Irwin (S)	35-39	Employee	M	34
Irwin (S)	35-39	Owner managers of incorporated enterprises	F	3
Irwin (S)	35-39	Owner managers of incorporated enterprises	M	10
Irwin (S)	35-39	Owner managers of unincorporated enterprises	F	9
Irwin (S)	35-39	Owner managers of unincorporated enterprises	M	6
Irwin (S)	40-44		F	4
Irwin (S)	40-44	Employee	F	57
Irwin (S)	40-44	Employee	M	28
Irwin (S)	40-44	Owner managers of incorporated enterprises	F	6
Irwin (S)	40-44	Owner managers of incorporated enterprises	M	7
Irwin (S)	40-44	Owner managers of unincorporated enterprises	F	6
Irwin (S)	40-44	Owner managers of unincorporated enterprises	M	4
Irwin (S)	45-49		M	3
Irwin (S)	45-49	Employee	F	58
Irwin (S)	45-49	Employee	M	36
Irwin (S)	45-49	Owner managers of incorporated enterprises	F	3
Irwin (S)	45-49	Owner managers of incorporated enterprises	M	13
Irwin (S)	45-49	Owner managers of unincorporated enterprises	F	4
Irwin (S)	45-49	Owner managers of unincorporated enterprises	M	8
Irwin (S)	50-54		F	3
Irwin (S)	50-54		M	3
Irwin (S)	50-54	Contributing family workers	F	8
Irwin (S)	50-54	Employee	F	52
Irwin (S)	50-54	Employee	M	44
Irwin (S)	50-54	Owner managers of incorporated enterprises	F	8
Irwin (S)	50-54	Owner managers of incorporated enterprises	M	13
Irwin (S)	50-54	Owner managers of unincorporated enterprises	F	10
Irwin (S)	50-54	Owner managers of unincorporated enterprises	M	5
Irwin (S)	55-59	Contributing family workers	F	4
Irwin (S)	55-59	Contributing family workers	M	4
Irwin (S)	55-59	Employee	F	41
Irwin (S)	55-59	Employee	M	28
Irwin (S)	55-59	Owner managers of incorporated enterprises	F	9
Irwin (S)	55-59	Owner managers of incorporated enterprises	M	6
Irwin (S)	55-59	Owner managers of unincorporated enterprises	F	12
Irwin (S)	55-59	Owner managers of unincorporated enterprises	M	16
Irwin (S)	60-64		F	4
Irwin (S)	60-64	Contributing family workers	F	12
Irwin (S)	60-64	Contributing family workers	M	3
Irwin (S)	60-64	Employee	F	34
Irwin (S)	60-64	Employee	M	24
Irwin (S)	60-64	Owner managers of incorporated enterprises	F	3
Irwin (S)	60-64	Owner managers of incorporated enterprises	M	7
Irwin (S)	60-64	Owner managers of unincorporated enterprises	F	4
Irwin (S)	60-64	Owner managers of unincorporated enterprises	M	11
Irwin (S)	65-69	Contributing family workers	F	4
Irwin (S)	65-69	Contributing family workers	M	6
Irwin (S)	65-69	Employee	F	9
Irwin (S)	65-69	Employee	M	6
Irwin (S)	65-69	Owner managers of incorporated enterprises	F	5
Irwin (S)	65-69	Owner managers of incorporated enterprises	M	4
Irwin (S)	65-69	Owner managers of unincorporated enterprises	F	9
Irwin (S)	65-69	Owner managers of unincorporated enterprises	M	8
Irwin (S)	70-74	Contributing family workers	F	7
Irwin (S)	70-74	Employee	F	3
Irwin (S)	70-74	Employee	M	3
Irwin (S)	70-74	Owner managers of unincorporated enterprises	F	3
Irwin (S)	70-74	Owner managers of unincorporated enterprises	M	4
Irwin (S)	75+	Contributing family workers	F	5
Irwin (S)	75+	Contributing family workers	M	4
Irwin (S)	75+	Employee	M	3
Irwin (S)	75+	Owner managers of incorporated enterprises	M	4
Irwin (S)	75+	Owner managers of unincorporated enterprises	M	5
Jerramungup (S)	15-19	Contributing family workers	M	3
Jerramungup (S)	15-19	Employee	F	3
Jerramungup (S)	15-19	Employee	M	8
Jerramungup (S)	20-24	Employee	F	8
Jerramungup (S)	20-24	Employee	M	16
Jerramungup (S)	25-29	Contributing family workers	M	3
Jerramungup (S)	25-29	Employee	F	20
Jerramungup (S)	25-29	Employee	M	13
Jerramungup (S)	25-29	Owner managers of incorporated enterprises	M	3
Jerramungup (S)	25-29	Owner managers of unincorporated enterprises	M	3
Jerramungup (S)	30-34	Contributing family workers	M	8
Jerramungup (S)	30-34	Employee	F	17
Jerramungup (S)	30-34	Employee	M	23
Jerramungup (S)	30-34	Owner managers of incorporated enterprises	F	3
Jerramungup (S)	30-34	Owner managers of incorporated enterprises	M	4
Jerramungup (S)	30-34	Owner managers of unincorporated enterprises	F	6
Jerramungup (S)	30-34	Owner managers of unincorporated enterprises	M	8
Jerramungup (S)	35-39	Employee	F	9
Jerramungup (S)	35-39	Employee	M	10
Jerramungup (S)	35-39	Owner managers of incorporated enterprises	F	4
Jerramungup (S)	35-39	Owner managers of incorporated enterprises	M	3
Jerramungup (S)	35-39	Owner managers of unincorporated enterprises	F	3
Jerramungup (S)	35-39	Owner managers of unincorporated enterprises	M	8
Jerramungup (S)	40-44	Contributing family workers	F	6
Jerramungup (S)	40-44	Employee	F	13
Jerramungup (S)	40-44	Employee	M	15
Jerramungup (S)	40-44	Owner managers of incorporated enterprises	F	3
Jerramungup (S)	40-44	Owner managers of incorporated enterprises	M	3
Jerramungup (S)	40-44	Owner managers of unincorporated enterprises	F	3
Jerramungup (S)	40-44	Owner managers of unincorporated enterprises	M	8
Jerramungup (S)	45-49	Contributing family workers	F	3
Jerramungup (S)	45-49	Contributing family workers	M	3
Jerramungup (S)	45-49	Employee	F	15
Jerramungup (S)	45-49	Employee	M	12
Jerramungup (S)	45-49	Owner managers of incorporated enterprises	F	3
Jerramungup (S)	45-49	Owner managers of incorporated enterprises	M	10
Jerramungup (S)	45-49	Owner managers of unincorporated enterprises	F	9
Jerramungup (S)	45-49	Owner managers of unincorporated enterprises	M	9
Jerramungup (S)	50-54		M	4
Jerramungup (S)	50-54	Contributing family workers	F	3
Jerramungup (S)	50-54	Contributing family workers	M	4
Jerramungup (S)	50-54	Employee	F	14
Jerramungup (S)	50-54	Employee	M	15
Jerramungup (S)	50-54	Owner managers of incorporated enterprises	F	3
Jerramungup (S)	50-54	Owner managers of unincorporated enterprises	F	7
Jerramungup (S)	50-54	Owner managers of unincorporated enterprises	M	21
Jerramungup (S)	55-59	Contributing family workers	F	7
Jerramungup (S)	55-59	Contributing family workers	M	9
Jerramungup (S)	55-59	Employee	F	20
Jerramungup (S)	55-59	Employee	M	22
Jerramungup (S)	55-59	Owner managers of incorporated enterprises	F	5
Jerramungup (S)	55-59	Owner managers of incorporated enterprises	M	3
Jerramungup (S)	55-59	Owner managers of unincorporated enterprises	F	3
Jerramungup (S)	55-59	Owner managers of unincorporated enterprises	M	21
Jerramungup (S)	60-64	Contributing family workers	M	3
Jerramungup (S)	60-64	Employee	F	8
Jerramungup (S)	60-64	Employee	M	6
Jerramungup (S)	60-64	Owner managers of incorporated enterprises	F	3
Jerramungup (S)	60-64	Owner managers of incorporated enterprises	M	9
Jerramungup (S)	60-64	Owner managers of unincorporated enterprises	F	7
Jerramungup (S)	60-64	Owner managers of unincorporated enterprises	M	9
Jerramungup (S)	65-69	Contributing family workers	M	3
Jerramungup (S)	65-69	Employee	F	3
Jerramungup (S)	65-69	Employee	M	3
Jerramungup (S)	65-69	Owner managers of unincorporated enterprises	F	4
Jerramungup (S)	65-69	Owner managers of unincorporated enterprises	M	11
Jerramungup (S)	70-74	Employee	F	5
Jerramungup (S)	70-74	Employee	M	3
Jerramungup (S)	70-74	Owner managers of unincorporated enterprises	M	5
Jerramungup (S)	75+		M	3
Jerramungup (S)	75+	Contributing family workers	M	3
Jerramungup (S)	75+	Owner managers of unincorporated enterprises	M	7
Joondalup (C)	15-19		F	19
Joondalup (C)	15-19		M	11
Joondalup (C)	15-19	Contributing family workers	F	9
Joondalup (C)	15-19	Contributing family workers	M	13
Joondalup (C)	15-19	Employee	F	2669
Joondalup (C)	15-19	Employee	M	1815
Joondalup (C)	15-19	Owner managers of incorporated enterprises	F	3
Joondalup (C)	15-19	Owner managers of incorporated enterprises	M	11
Joondalup (C)	15-19	Owner managers of unincorporated enterprises	F	17
Joondalup (C)	15-19	Owner managers of unincorporated enterprises	M	20
Joondalup (C)	20-24		F	17
Joondalup (C)	20-24		M	7
Joondalup (C)	20-24	Contributing family workers	F	3
Joondalup (C)	20-24	Contributing family workers	M	5
Joondalup (C)	20-24	Employee	F	3069
Joondalup (C)	20-24	Employee	M	2115
Joondalup (C)	20-24	Owner managers of incorporated enterprises	F	12
Joondalup (C)	20-24	Owner managers of incorporated enterprises	M	29
Joondalup (C)	20-24	Owner managers of unincorporated enterprises	F	40
Joondalup (C)	20-24	Owner managers of unincorporated enterprises	M	67
Joondalup (C)	25-29		F	12
Joondalup (C)	25-29		M	11
Joondalup (C)	25-29	Contributing family workers	F	14
Joondalup (C)	25-29	Contributing family workers	M	13
Joondalup (C)	25-29	Employee	F	2435
Joondalup (C)	25-29	Employee	M	1562
Joondalup (C)	25-29	Owner managers of incorporated enterprises	F	46
Joondalup (C)	25-29	Owner managers of incorporated enterprises	M	70
Joondalup (C)	25-29	Owner managers of unincorporated enterprises	F	108
Joondalup (C)	25-29	Owner managers of unincorporated enterprises	M	152
Joondalup (C)	30-34		F	15
Joondalup (C)	30-34		M	18
Joondalup (C)	30-34	Contributing family workers	F	43
Joondalup (C)	30-34	Contributing family workers	M	16
Joondalup (C)	30-34	Employee	F	2230
Joondalup (C)	30-34	Employee	M	1330
Joondalup (C)	30-34	Owner managers of incorporated enterprises	F	76
Joondalup (C)	30-34	Owner managers of incorporated enterprises	M	156
Joondalup (C)	30-34	Owner managers of unincorporated enterprises	F	184
Joondalup (C)	30-34	Owner managers of unincorporated enterprises	M	211
Joondalup (C)	35-39		F	12
Joondalup (C)	35-39		M	13
