LGA_NAME16	CountryOfBirth	EmploymentStatus	workers
Renmark Paringa (DC)	DEU	Employee	6
Renmark Paringa (DC)	DEU	Owner managers of unincorporated enterprises	3
Renmark Paringa (DC)	GRC	Contributing family workers	13
Renmark Paringa (DC)	GRC	Employee	10
Renmark Paringa (DC)	GRC	Owner managers of incorporated enterprises	6
Renmark Paringa (DC)	GRC	Owner managers of unincorporated enterprises	10
Renmark Paringa (DC)	HKG	Employee	13
Renmark Paringa (DC)	IND	Contributing family workers	12
Renmark Paringa (DC)	IND	Employee	66
Renmark Paringa (DC)	IND	Owner managers of incorporated enterprises	4
Renmark Paringa (DC)	IND	Owner managers of unincorporated enterprises	6
Renmark Paringa (DC)	IRL	Employee	3
Renmark Paringa (DC)	ITA	Contributing family workers	6
Renmark Paringa (DC)	ITA	Employee	17
Renmark Paringa (DC)	ITA	Owner managers of unincorporated enterprises	3
Renmark Paringa (DC)	JPN	Employee	7
Renmark Paringa (DC)	MYS	Employee	3
Renmark Paringa (DC)	NZL	Employee	23
Renmark Paringa (DC)	PAK	Employee	3
Renmark Paringa (DC)	PHL	Employee	17
Renmark Paringa (DC)	PHL	Status in employment not stated	3
Renmark Paringa (DC)	ZAF	Employee	8
Renmark Paringa (DC)	KOR	Employee	9
Renmark Paringa (DC)	THA	Employee	5
Renmark Paringa (DC)	TUR	Contributing family workers	4
Renmark Paringa (DC)	TUR	Employee	4
Renmark Paringa (DC)	TUR	Owner managers of unincorporated enterprises	4
Renmark Paringa (DC)	GBR	Contributing family workers	3
Renmark Paringa (DC)	GBR	Employee	74
Renmark Paringa (DC)	GBR	Owner managers of unincorporated enterprises	8
Renmark Paringa (DC)	USA	Employee	3
Renmark Paringa (DC)	VNM	Contributing family workers	5
Renmark Paringa (DC)	VNM	Employee	5
Renmark Paringa (DC)	VNM	Owner managers of unincorporated enterprises	3
Robe (DC)		Contributing family workers	3
Robe (DC)		Employee	16
Robe (DC)		Owner managers of incorporated enterprises	3
Robe (DC)		Owner managers of unincorporated enterprises	3
Robe (DC)		Status in employment not stated	3
Robe (DC)	AUS	Contributing family workers	41
Robe (DC)	AUS	Employee	336
Robe (DC)	AUS	Owner managers of incorporated enterprises	52
Robe (DC)	AUS	Owner managers of unincorporated enterprises	106
Robe (DC)	AUS	Status in employment not stated	7
Robe (DC)	CHN	Contributing family workers	3
Robe (DC)	IND	Employee	4
Robe (DC)	NZL	Employee	4
Robe (DC)	NZL	Owner managers of incorporated enterprises	3
Robe (DC)	KOR	Employee	3
Robe (DC)	GBR	Contributing family workers	6
Robe (DC)	GBR	Employee	14
Robe (DC)	GBR	Owner managers of incorporated enterprises	4
Robe (DC)	GBR	Owner managers of unincorporated enterprises	5
Roxby Downs (M)		Contributing family workers	3
Roxby Downs (M)		Employee	82
Roxby Downs (M)	AUS	Contributing family workers	8
Roxby Downs (M)	AUS	Employee	1778
Roxby Downs (M)	AUS	Owner managers of incorporated enterprises	27
Roxby Downs (M)	AUS	Owner managers of unincorporated enterprises	29
Roxby Downs (M)	AUS	Status in employment not stated	24
Roxby Downs (M)	CAN	Employee	3
Roxby Downs (M)	CHN	Employee	9
Roxby Downs (M)	FJI	Employee	3
Roxby Downs (M)	IND	Employee	10
Roxby Downs (M)	IDN	Employee	5
Roxby Downs (M)	IRL	Employee	3
Roxby Downs (M)	MYS	Employee	3
Roxby Downs (M)	NLD	Employee	3
Roxby Downs (M)	NZL	Employee	54
Roxby Downs (M)	PHL	Employee	28
Roxby Downs (M)	PHL	Owner managers of unincorporated enterprises	3
Roxby Downs (M)	SGP	Employee	3
Roxby Downs (M)	ZAF	Employee	25
Roxby Downs (M)	LKA	Employee	12
Roxby Downs (M)	GBR	Employee	73
Roxby Downs (M)	GBR	Owner managers of incorporated enterprises	3
Roxby Downs (M)	USA	Employee	3
Roxby Downs (M)	ZWE	Employee	7
Salisbury (C)		Contributing family workers	46
Salisbury (C)		Employee	2538
Salisbury (C)		Owner managers of incorporated enterprises	162
Salisbury (C)		Owner managers of unincorporated enterprises	259
Salisbury (C)		Status in employment not stated	63
Salisbury (C)	AUS	Contributing family workers	261
Salisbury (C)	AUS	Employee	28999
Salisbury (C)	AUS	Owner managers of incorporated enterprises	1240
Salisbury (C)	AUS	Owner managers of unincorporated enterprises	1540
Salisbury (C)	AUS	Status in employment not stated	265
Salisbury (C)	CAN	Employee	56
Salisbury (C)	CAN	Owner managers of incorporated enterprises	6
Salisbury (C)	CAN	Owner managers of unincorporated enterprises	4
Salisbury (C)	CAN	Status in employment not stated	3
Salisbury (C)	CHN	Contributing family workers	20
Salisbury (C)	CHN	Employee	378
Salisbury (C)	CHN	Owner managers of incorporated enterprises	38
Salisbury (C)	CHN	Owner managers of unincorporated enterprises	22
Salisbury (C)	CHN	Status in employment not stated	4
Salisbury (C)	HRV	Employee	46
Salisbury (C)	HRV	Owner managers of incorporated enterprises	11
Salisbury (C)	HRV	Owner managers of unincorporated enterprises	11
Salisbury (C)	HRV	Status in employment not stated	3
Salisbury (C)	EGY	Employee	25
Salisbury (C)	EGY	Owner managers of incorporated enterprises	3
Salisbury (C)	FJI	Employee	68
Salisbury (C)	FJI	Owner managers of unincorporated enterprises	4
Salisbury (C)	FJI	Status in employment not stated	3
Salisbury (C)	MKD	Employee	9
Salisbury (C)	DEU	Contributing family workers	4
Salisbury (C)	DEU	Employee	135
Salisbury (C)	DEU	Owner managers of incorporated enterprises	12
Salisbury (C)	DEU	Owner managers of unincorporated enterprises	12
Salisbury (C)	GRC	Contributing family workers	4
Salisbury (C)	GRC	Employee	63
Salisbury (C)	GRC	Owner managers of incorporated enterprises	14
Salisbury (C)	GRC	Owner managers of unincorporated enterprises	15
Salisbury (C)	HKG	Contributing family workers	3
Salisbury (C)	HKG	Employee	80
Salisbury (C)	HKG	Owner managers of incorporated enterprises	12
Salisbury (C)	HKG	Owner managers of unincorporated enterprises	3
Salisbury (C)	IND	Contributing family workers	12
Salisbury (C)	IND	Employee	1094
Salisbury (C)	IND	Owner managers of incorporated enterprises	73
Salisbury (C)	IND	Owner managers of unincorporated enterprises	91
Salisbury (C)	IND	Status in employment not stated	15
Salisbury (C)	IDN	Employee	47
Salisbury (C)	IDN	Owner managers of incorporated enterprises	3
Salisbury (C)	IDN	Owner managers of unincorporated enterprises	3
Salisbury (C)	IRN	Employee	96
Salisbury (C)	IRN	Owner managers of incorporated enterprises	6
Salisbury (C)	IRN	Owner managers of unincorporated enterprises	6
Salisbury (C)	IRN	Status in employment not stated	3
Salisbury (C)	IRQ	Employee	33
Salisbury (C)	IRQ	Owner managers of incorporated enterprises	10
Salisbury (C)	IRQ	Owner managers of unincorporated enterprises	15
Salisbury (C)	IRL	Contributing family workers	3
Salisbury (C)	IRL	Employee	69
Salisbury (C)	IRL	Owner managers of incorporated enterprises	3
Salisbury (C)	IRL	Owner managers of unincorporated enterprises	7
Salisbury (C)	IRL	Status in employment not stated	3
Salisbury (C)	ITA	Contributing family workers	11
Salisbury (C)	ITA	Employee	177
Salisbury (C)	ITA	Owner managers of incorporated enterprises	58
Salisbury (C)	ITA	Owner managers of unincorporated enterprises	47
Salisbury (C)	ITA	Status in employment not stated	3
Salisbury (C)	JPN	Employee	22
Salisbury (C)	LBN	Contributing family workers	3
Salisbury (C)	LBN	Employee	29
Salisbury (C)	LBN	Owner managers of incorporated enterprises	15
Salisbury (C)	LBN	Owner managers of unincorporated enterprises	24
Salisbury (C)	MYS	Employee	170
Salisbury (C)	MYS	Owner managers of incorporated enterprises	13
Salisbury (C)	MYS	Owner managers of unincorporated enterprises	20
Salisbury (C)	MYS	Status in employment not stated	6
Salisbury (C)	MLT	Employee	22
Salisbury (C)	MLT	Owner managers of incorporated enterprises	3
Salisbury (C)	MLT	Owner managers of unincorporated enterprises	5
Salisbury (C)	NLD	Employee	87
Salisbury (C)	NLD	Owner managers of incorporated enterprises	4
Salisbury (C)	NLD	Owner managers of unincorporated enterprises	12
Salisbury (C)	NLD	Status in employment not stated	4
Salisbury (C)	NZL	Contributing family workers	3
Salisbury (C)	NZL	Employee	363
Salisbury (C)	NZL	Owner managers of incorporated enterprises	9
Salisbury (C)	NZL	Owner managers of unincorporated enterprises	27
Salisbury (C)	NZL	Status in employment not stated	3
Salisbury (C)	PAK	Employee	82
Salisbury (C)	PAK	Owner managers of incorporated enterprises	17
Salisbury (C)	PAK	Owner managers of unincorporated enterprises	10
Salisbury (C)	PHL	Contributing family workers	3
Salisbury (C)	PHL	Employee	490
Salisbury (C)	PHL	Owner managers of incorporated enterprises	9
Salisbury (C)	PHL	Owner managers of unincorporated enterprises	20
Salisbury (C)	POL	Employee	126
Salisbury (C)	POL	Owner managers of incorporated enterprises	5
Salisbury (C)	POL	Owner managers of unincorporated enterprises	20
Salisbury (C)	SGP	Employee	49
Salisbury (C)	SGP	Owner managers of incorporated enterprises	6
Salisbury (C)	SGP	Owner managers of unincorporated enterprises	5
Salisbury (C)	ZAF	Employee	234
Salisbury (C)	ZAF	Owner managers of incorporated enterprises	8
Salisbury (C)	ZAF	Owner managers of unincorporated enterprises	8
Salisbury (C)	KOR	Contributing family workers	4
Salisbury (C)	KOR	Employee	94
Salisbury (C)	KOR	Owner managers of incorporated enterprises	10
Salisbury (C)	KOR	Owner managers of unincorporated enterprises	12
Salisbury (C)	LKA	Employee	130
Salisbury (C)	LKA	Owner managers of incorporated enterprises	10
Salisbury (C)	LKA	Owner managers of unincorporated enterprises	3
Salisbury (C)	THA	Contributing family workers	3
Salisbury (C)	THA	Employee	92
Salisbury (C)	THA	Owner managers of unincorporated enterprises	12
Salisbury (C)	TUR	Employee	13
Salisbury (C)	TUR	Owner managers of unincorporated enterprises	3
Salisbury (C)	GBR	Contributing family workers	29
Salisbury (C)	GBR	Employee	3044
Salisbury (C)	GBR	Owner managers of incorporated enterprises	169
Salisbury (C)	GBR	Owner managers of unincorporated enterprises	237
Salisbury (C)	GBR	Status in employment not stated	26
Salisbury (C)	USA	Contributing family workers	3
Salisbury (C)	USA	Employee	98
Salisbury (C)	USA	Owner managers of incorporated enterprises	3
Salisbury (C)	USA	Owner managers of unincorporated enterprises	3
Salisbury (C)	USA	Status in employment not stated	3
Salisbury (C)	VNM	Contributing family workers	36
Salisbury (C)	VNM	Employee	666
Salisbury (C)	VNM	Owner managers of incorporated enterprises	65
Salisbury (C)	VNM	Owner managers of unincorporated enterprises	172
Salisbury (C)	VNM	Status in employment not stated	10
Salisbury (C)	ZWE	Employee	65
Salisbury (C)	ZWE	Owner managers of unincorporated enterprises	3
Southern Mallee (DC)		Employee	41
Southern Mallee (DC)		Owner managers of incorporated enterprises	3
Southern Mallee (DC)		Owner managers of unincorporated enterprises	11
Southern Mallee (DC)	AUS	Contributing family workers	81
Southern Mallee (DC)	AUS	Employee	517
Southern Mallee (DC)	AUS	Owner managers of incorporated enterprises	57
Southern Mallee (DC)	AUS	Owner managers of unincorporated enterprises	168
Southern Mallee (DC)	AUS	Status in employment not stated	14
Southern Mallee (DC)	DEU	Employee	3
Southern Mallee (DC)	IND	Employee	9
Southern Mallee (DC)	IRL	Employee	5
Southern Mallee (DC)	NLD	Employee	3
Southern Mallee (DC)	NZL	Employee	3
Southern Mallee (DC)	PHL	Employee	14
Southern Mallee (DC)	ZAF	Employee	16
Southern Mallee (DC)	ZAF	Owner managers of unincorporated enterprises	3
Southern Mallee (DC)	GBR	Employee	18
Southern Mallee (DC)	ZWE	Employee	3
Streaky Bay (DC)		Contributing family workers	3
Streaky Bay (DC)		Employee	19
Streaky Bay (DC)		Owner managers of unincorporated enterprises	3
Streaky Bay (DC)		Status in employment not stated	4
Streaky Bay (DC)	AUS	Contributing family workers	69
Streaky Bay (DC)	AUS	Employee	472
Streaky Bay (DC)	AUS	Owner managers of incorporated enterprises	117
Streaky Bay (DC)	AUS	Owner managers of unincorporated enterprises	121
Streaky Bay (DC)	AUS	Status in employment not stated	15
Streaky Bay (DC)	IND	Owner managers of incorporated enterprises	3
Streaky Bay (DC)	NLD	Employee	4
Streaky Bay (DC)	NZL	Employee	6
Streaky Bay (DC)	GBR	Employee	14
Streaky Bay (DC)	GBR	Owner managers of unincorporated enterprises	4
Streaky Bay (DC)	VNM	Employee	3
Tatiara (DC)		Contributing family workers	4
Tatiara (DC)		Employee	165
Tatiara (DC)		Owner managers of incorporated enterprises	9
Tatiara (DC)		Owner managers of unincorporated enterprises	14
Tatiara (DC)		Status in employment not stated	25
Tatiara (DC)	AUS	Contributing family workers	207
Tatiara (DC)	AUS	Employee	1963
Tatiara (DC)	AUS	Owner managers of incorporated enterprises	203
Tatiara (DC)	AUS	Owner managers of unincorporated enterprises	494
Tatiara (DC)	AUS	Status in employment not stated	43
Tatiara (DC)	CHN	Employee	17
Tatiara (DC)	CHN	Owner managers of incorporated enterprises	3
Tatiara (DC)	DEU	Employee	9
Tatiara (DC)	HKG	Employee	3
Tatiara (DC)	IND	Employee	3
Tatiara (DC)	IRL	Employee	6
Tatiara (DC)	ITA	Owner managers of unincorporated enterprises	3
Tatiara (DC)	MYS	Employee	5
Tatiara (DC)	NLD	Employee	3
Tatiara (DC)	NLD	Owner managers of unincorporated enterprises	3
Tatiara (DC)	NZL	Employee	36
Tatiara (DC)	NZL	Owner managers of incorporated enterprises	3
Tatiara (DC)	NZL	Owner managers of unincorporated enterprises	4
Tatiara (DC)	PAK	Employee	4
Tatiara (DC)	PHL	Employee	63
Tatiara (DC)	ZAF	Employee	12
Tatiara (DC)	KOR	Employee	5
Tatiara (DC)	LKA	Employee	16
Tatiara (DC)	THA	Employee	7
Tatiara (DC)	GBR	Contributing family workers	3
Tatiara (DC)	GBR	Employee	47
Tatiara (DC)	GBR	Owner managers of incorporated enterprises	3
Tatiara (DC)	GBR	Owner managers of unincorporated enterprises	6
Tatiara (DC)	USA	Employee	3
Tatiara (DC)	VNM	Employee	3
Tatiara (DC)	VNM	Owner managers of incorporated enterprises	3
Tatiara (DC)	ZWE	Employee	6
Tea Tree Gully (C)		Contributing family workers	21
Tea Tree Gully (C)		Employee	730
Tea Tree Gully (C)		Owner managers of incorporated enterprises	59
Tea Tree Gully (C)		Owner managers of unincorporated enterprises	85
Tea Tree Gully (C)		Status in employment not stated	22
Tea Tree Gully (C)	AUS	Contributing family workers	202
Tea Tree Gully (C)	AUS	Employee	13191
Tea Tree Gully (C)	AUS	Owner managers of incorporated enterprises	862
Tea Tree Gully (C)	AUS	Owner managers of unincorporated enterprises	1419
Tea Tree Gully (C)	AUS	Status in employment not stated	121
Tea Tree Gully (C)	CAN	Employee	27
Tea Tree Gully (C)	CAN	Owner managers of incorporated enterprises	4
Tea Tree Gully (C)	CHN	Contributing family workers	22
Tea Tree Gully (C)	CHN	Employee	181
Tea Tree Gully (C)	CHN	Owner managers of incorporated enterprises	33
Tea Tree Gully (C)	CHN	Owner managers of unincorporated enterprises	28
Tea Tree Gully (C)	HRV	Employee	13
Tea Tree Gully (C)	HRV	Owner managers of incorporated enterprises	3
Tea Tree Gully (C)	HRV	Owner managers of unincorporated enterprises	3
Tea Tree Gully (C)	EGY	Employee	3
Tea Tree Gully (C)	FJI	Employee	17
Tea Tree Gully (C)	FJI	Owner managers of incorporated enterprises	3
Tea Tree Gully (C)	DEU	Employee	57
Tea Tree Gully (C)	DEU	Owner managers of incorporated enterprises	9
Tea Tree Gully (C)	DEU	Owner managers of unincorporated enterprises	14
Tea Tree Gully (C)	DEU	Status in employment not stated	5
Tea Tree Gully (C)	GRC	Employee	26
Tea Tree Gully (C)	GRC	Owner managers of incorporated enterprises	9
Tea Tree Gully (C)	GRC	Owner managers of unincorporated enterprises	3
Tea Tree Gully (C)	HKG	Employee	19
Tea Tree Gully (C)	HKG	Owner managers of unincorporated enterprises	6
Tea Tree Gully (C)	IND	Contributing family workers	8
Tea Tree Gully (C)	IND	Employee	500
Tea Tree Gully (C)	IND	Owner managers of incorporated enterprises	38
Tea Tree Gully (C)	IND	Owner managers of unincorporated enterprises	42
Tea Tree Gully (C)	IND	Status in employment not stated	6
Tea Tree Gully (C)	IDN	Employee	20
Tea Tree Gully (C)	IDN	Owner managers of incorporated enterprises	3
Tea Tree Gully (C)	IRN	Employee	35
Tea Tree Gully (C)	IRN	Owner managers of incorporated enterprises	4
Tea Tree Gully (C)	IRN	Owner managers of unincorporated enterprises	3
Tea Tree Gully (C)	IRQ	Employee	10
Tea Tree Gully (C)	IRQ	Owner managers of unincorporated enterprises	7
Tea Tree Gully (C)	IRL	Employee	35
Tea Tree Gully (C)	IRL	Owner managers of incorporated enterprises	3
Tea Tree Gully (C)	IRL	Owner managers of unincorporated enterprises	4
Tea Tree Gully (C)	ITA	Contributing family workers	15
Tea Tree Gully (C)	ITA	Employee	114
Tea Tree Gully (C)	ITA	Owner managers of incorporated enterprises	20
Tea Tree Gully (C)	ITA	Owner managers of unincorporated enterprises	32
Tea Tree Gully (C)	ITA	Status in employment not stated	3
Tea Tree Gully (C)	JPN	Employee	13
Tea Tree Gully (C)	JPN	Owner managers of incorporated enterprises	3
Tea Tree Gully (C)	JPN	Owner managers of unincorporated enterprises	4
Tea Tree Gully (C)	LBN	Employee	11
Tea Tree Gully (C)	LBN	Owner managers of incorporated enterprises	3
Tea Tree Gully (C)	LBN	Owner managers of unincorporated enterprises	4
Tea Tree Gully (C)	MYS	Employee	103
Tea Tree Gully (C)	MYS	Owner managers of incorporated enterprises	5
Tea Tree Gully (C)	MYS	Owner managers of unincorporated enterprises	5
Tea Tree Gully (C)	MLT	Employee	10
