LGA_NAME16	Occupation	OccupationSubtype	Sex	workers
Goomalling (S)	Managers	Farmers and farm managers	F	21
Goomalling (S)	Managers	Farmers and farm managers	M	83
Goomalling (S)	Managers	Hospitality retail and service managers	F	6
Goomalling (S)	Managers	Hospitality retail and service managers	M	11
Goomalling (S)	Managers	Specialist managers	F	4
Goomalling (S)	Managers	Specialist managers	M	3
Goomalling (S)	Professionals	Design engineering science and transport professionals	F	3
Goomalling (S)	Professionals	Design engineering science and transport professionals	M	8
Goomalling (S)	Professionals	Education professionals	F	11
Goomalling (S)	Professionals	Health professionals	F	10
Goomalling (S)	Sales workers	Sales assistants and salespersons	F	9
Goomalling (S)	Sales workers	Sales assistants and salespersons	M	6
Goomalling (S)	Sales workers	Sales support workers	F	3
Goomalling (S)	Technicians and trades workers	Automotive and engineering trades workers	M	15
Goomalling (S)	Technicians and trades workers	Food trades workers	F	3
Goomalling (S)	Technicians and trades workers	Skilled animal and horticultural workers	F	3
Goomalling (S)	Technicians and trades workers	Skilled animal and horticultural workers	M	9
Gosnells (C)			F	156
Gosnells (C)			M	196
Gosnells (C)	Clerical and administrative workers	Clerical and administrative workers nfd	F	3
Gosnells (C)	Clerical and administrative workers	Clerical and administrative workers nfd	M	3
Gosnells (C)	Clerical and administrative workers	Clerical and office support workers	F	55
Gosnells (C)	Clerical and administrative workers	Clerical and office support workers	M	53
Gosnells (C)	Clerical and administrative workers	General clerical workers	F	446
Gosnells (C)	Clerical and administrative workers	General clerical workers	M	56
Gosnells (C)	Clerical and administrative workers	Inquiry clerks and receptionists	F	462
Gosnells (C)	Clerical and administrative workers	Inquiry clerks and receptionists	M	30
Gosnells (C)	Clerical and administrative workers	Numerical clerks	F	580
Gosnells (C)	Clerical and administrative workers	Numerical clerks	M	79
Gosnells (C)	Clerical and administrative workers	Office managers and program administrators	F	337
Gosnells (C)	Clerical and administrative workers	Office managers and program administrators	M	88
Gosnells (C)	Clerical and administrative workers	Other clerical and administrative workers	F	193
Gosnells (C)	Clerical and administrative workers	Other clerical and administrative workers	M	165
Gosnells (C)	Clerical and administrative workers	Personal assistants and secretaries	F	114
Gosnells (C)	Clerical and administrative workers	Personal assistants and secretaries	M	3
Gosnells (C)	Community and personal service workers	Carers and aides	F	1704
Gosnells (C)	Community and personal service workers	Carers and aides	M	143
Gosnells (C)	Community and personal service workers	Health and welfare support workers	F	260
Gosnells (C)	Community and personal service workers	Health and welfare support workers	M	89
Gosnells (C)	Community and personal service workers	Hospitality workers	F	259
Gosnells (C)	Community and personal service workers	Hospitality workers	M	92
Gosnells (C)	Community and personal service workers	Protective service workers	F	152
Gosnells (C)	Community and personal service workers	Protective service workers	M	560
Gosnells (C)	Community and personal service workers	Sports and personal service workers	F	223
Gosnells (C)	Community and personal service workers	Sports and personal service workers	M	114
Gosnells (C)	Labourers	Cleaners and laundry workers	F	414
Gosnells (C)	Labourers	Cleaners and laundry workers	M	249
Gosnells (C)	Labourers	Construction and mining labourers	F	16
Gosnells (C)	Labourers	Construction and mining labourers	M	329
Gosnells (C)	Labourers	Factory process workers	F	70
Gosnells (C)	Labourers	Factory process workers	M	145
Gosnells (C)	Labourers	Farm forestry and garden workers	F	43
Gosnells (C)	Labourers	Farm forestry and garden workers	M	115
Gosnells (C)	Labourers	Food preparation assistants	F	177
Gosnells (C)	Labourers	Food preparation assistants	M	236
Gosnells (C)	Labourers	Labourers nfd	F	12
Gosnells (C)	Labourers	Labourers nfd	M	50
Gosnells (C)	Labourers	Other labourers	F	204
Gosnells (C)	Labourers	Other labourers	M	545
Gosnells (C)	Machinery operators and drivers	Machine and stationary plant operators	F	45
Gosnells (C)	Machinery operators and drivers	Machine and stationary plant operators	M	330
Gosnells (C)	Machinery operators and drivers	Machinery operators and drivers nfd	M	55
Gosnells (C)	Machinery operators and drivers	Mobile plant operators	F	12
Gosnells (C)	Machinery operators and drivers	Mobile plant operators	M	189
Gosnells (C)	Machinery operators and drivers	Road and rail drivers	F	59
Gosnells (C)	Machinery operators and drivers	Road and rail drivers	M	998
Gosnells (C)	Machinery operators and drivers	Storepersons	F	29
Gosnells (C)	Machinery operators and drivers	Storepersons	M	175
Gosnells (C)	Managers	Chief executives general managers and legislators	F	44
Gosnells (C)	Managers	Chief executives general managers and legislators	M	208
Gosnells (C)	Managers	Farmers and farm managers	F	6
Gosnells (C)	Managers	Farmers and farm managers	M	27
Gosnells (C)	Managers	Hospitality retail and service managers	F	433
Gosnells (C)	Managers	Hospitality retail and service managers	M	619
Gosnells (C)	Managers	Managers nfd	F	17
Gosnells (C)	Managers	Managers nfd	M	46
Gosnells (C)	Managers	Specialist managers	F	357
Gosnells (C)	Managers	Specialist managers	M	782
Gosnells (C)	Professionals	Arts and media professionals	F	25
Gosnells (C)	Professionals	Arts and media professionals	M	46
Gosnells (C)	Professionals	Business human resource and marketing professionals	F	258
Gosnells (C)	Professionals	Business human resource and marketing professionals	M	272
Gosnells (C)	Professionals	Design engineering science and transport professionals	F	103
Gosnells (C)	Professionals	Design engineering science and transport professionals	M	231
Gosnells (C)	Professionals	Education professionals	F	1268
Gosnells (C)	Professionals	Education professionals	M	448
Gosnells (C)	Professionals	Health professionals	F	474
Gosnells (C)	Professionals	Health professionals	M	183
Gosnells (C)	Professionals	Information and Communication Technology ICT professionals	F	18
Gosnells (C)	Professionals	Information and Communication Technology ICT professionals	M	67
Gosnells (C)	Professionals	Legal social and welfare professionals	F	183
Gosnells (C)	Professionals	Legal social and welfare professionals	M	122
Gosnells (C)	Professionals	Professionals nfd	F	5
Gosnells (C)	Professionals	Professionals nfd	M	11
Gosnells (C)	Sales workers	Sales assistants and salespersons	F	1229
Gosnells (C)	Sales workers	Sales assistants and salespersons	M	748
Gosnells (C)	Sales workers	Sales representatives and agents	F	157
Gosnells (C)	Sales workers	Sales representatives and agents	M	238
Gosnells (C)	Sales workers	Sales support workers	F	355
Gosnells (C)	Sales workers	Sales support workers	M	126
Gosnells (C)	Sales workers	Sales workers nfd	M	4
Gosnells (C)	Technicians and trades workers	Automotive and engineering trades workers	F	17
Gosnells (C)	Technicians and trades workers	Automotive and engineering trades workers	M	1189
Gosnells (C)	Technicians and trades workers	Construction trades workers	F	17
Gosnells (C)	Technicians and trades workers	Construction trades workers	M	731
Gosnells (C)	Technicians and trades workers	Electrotechnology and telecommunications trades workers	F	9
Gosnells (C)	Technicians and trades workers	Electrotechnology and telecommunications trades workers	M	557
Gosnells (C)	Technicians and trades workers	Engineering ICT and science technicians	F	146
Gosnells (C)	Technicians and trades workers	Engineering ICT and science technicians	M	340
Gosnells (C)	Technicians and trades workers	Food trades workers	F	132
Gosnells (C)	Technicians and trades workers	Food trades workers	M	186
Gosnells (C)	Technicians and trades workers	Other technicians and trades workers	F	235
Gosnells (C)	Technicians and trades workers	Other technicians and trades workers	M	196
Gosnells (C)	Technicians and trades workers	Skilled animal and horticultural workers	F	125
Gosnells (C)	Technicians and trades workers	Skilled animal and horticultural workers	M	174
Gosnells (C)	Technicians and trades workers	Technicians and trades workers nfd	F	5
Gosnells (C)	Technicians and trades workers	Technicians and trades workers nfd	M	49
Greater Geraldton (C)			F	98
Greater Geraldton (C)			M	173
Greater Geraldton (C)	Clerical and administrative workers	Clerical and administrative workers nfd	F	3
Greater Geraldton (C)	Clerical and administrative workers	Clerical and office support workers	F	38
Greater Geraldton (C)	Clerical and administrative workers	Clerical and office support workers	M	56
Greater Geraldton (C)	Clerical and administrative workers	General clerical workers	F	402
Greater Geraldton (C)	Clerical and administrative workers	General clerical workers	M	29
Greater Geraldton (C)	Clerical and administrative workers	Inquiry clerks and receptionists	F	399
Greater Geraldton (C)	Clerical and administrative workers	Inquiry clerks and receptionists	M	21
Greater Geraldton (C)	Clerical and administrative workers	Numerical clerks	F	420
Greater Geraldton (C)	Clerical and administrative workers	Numerical clerks	M	44
Greater Geraldton (C)	Clerical and administrative workers	Office managers and program administrators	F	290
Greater Geraldton (C)	Clerical and administrative workers	Office managers and program administrators	M	57
Greater Geraldton (C)	Clerical and administrative workers	Other clerical and administrative workers	F	128
Greater Geraldton (C)	Clerical and administrative workers	Other clerical and administrative workers	M	98
Greater Geraldton (C)	Clerical and administrative workers	Personal assistants and secretaries	F	113
Greater Geraldton (C)	Community and personal service workers	Carers and aides	F	819
Greater Geraldton (C)	Community and personal service workers	Carers and aides	M	71
Greater Geraldton (C)	Community and personal service workers	Health and welfare support workers	F	231
Greater Geraldton (C)	Community and personal service workers	Health and welfare support workers	M	50
Greater Geraldton (C)	Community and personal service workers	Hospitality workers	F	233
Greater Geraldton (C)	Community and personal service workers	Hospitality workers	M	35
Greater Geraldton (C)	Community and personal service workers	Protective service workers	F	68
Greater Geraldton (C)	Community and personal service workers	Protective service workers	M	241
Greater Geraldton (C)	Community and personal service workers	Sports and personal service workers	F	145
Greater Geraldton (C)	Community and personal service workers	Sports and personal service workers	M	33
Greater Geraldton (C)	Labourers	Cleaners and laundry workers	F	374
Greater Geraldton (C)	Labourers	Cleaners and laundry workers	M	109
Greater Geraldton (C)	Labourers	Construction and mining labourers	F	8
Greater Geraldton (C)	Labourers	Construction and mining labourers	M	187
Greater Geraldton (C)	Labourers	Factory process workers	F	22
Greater Geraldton (C)	Labourers	Factory process workers	M	55
Greater Geraldton (C)	Labourers	Farm forestry and garden workers	F	16
Greater Geraldton (C)	Labourers	Farm forestry and garden workers	M	100
Greater Geraldton (C)	Labourers	Food preparation assistants	F	155
Greater Geraldton (C)	Labourers	Food preparation assistants	M	122
Greater Geraldton (C)	Labourers	Labourers nfd	F	3
Greater Geraldton (C)	Labourers	Labourers nfd	M	22
Greater Geraldton (C)	Labourers	Other labourers	F	98
Greater Geraldton (C)	Labourers	Other labourers	M	399
Greater Geraldton (C)	Machinery operators and drivers	Machine and stationary plant operators	F	36
Greater Geraldton (C)	Machinery operators and drivers	Machine and stationary plant operators	M	226
