LGA_NAME16	Age	LabourForceStatus	workers
Denmark (S)	70-74	Employed (away from work)	3
Denmark (S)	70-74	Employed (full-time)	19
Denmark (S)	70-74	Employed (part-time)	38
Denmark (S)	75+	Employed (full-time)	10
Denmark (S)	75+	Employed (part-time)	21
Derby-West Kimberley (S)	15-19	Employed (away from work)	3
Derby-West Kimberley (S)	15-19	Employed (full-time)	50
Derby-West Kimberley (S)	15-19	Employed (part-time)	32
Derby-West Kimberley (S)	20-24		15
Derby-West Kimberley (S)	20-24	Employed (away from work)	10
Derby-West Kimberley (S)	20-24	Employed (full-time)	158
Derby-West Kimberley (S)	20-24	Employed (part-time)	37
Derby-West Kimberley (S)	25-29		10
Derby-West Kimberley (S)	25-29	Employed (away from work)	15
Derby-West Kimberley (S)	25-29	Employed (full-time)	251
Derby-West Kimberley (S)	25-29	Employed (part-time)	43
Derby-West Kimberley (S)	30-34		14
Derby-West Kimberley (S)	30-34	Employed (away from work)	11
Derby-West Kimberley (S)	30-34	Employed (full-time)	247
Derby-West Kimberley (S)	30-34	Employed (part-time)	65
Derby-West Kimberley (S)	35-39		7
Derby-West Kimberley (S)	35-39	Employed (away from work)	14
Derby-West Kimberley (S)	35-39	Employed (full-time)	190
Derby-West Kimberley (S)	35-39	Employed (part-time)	56
Derby-West Kimberley (S)	40-44		11
Derby-West Kimberley (S)	40-44	Employed (away from work)	11
Derby-West Kimberley (S)	40-44	Employed (full-time)	191
Derby-West Kimberley (S)	40-44	Employed (part-time)	45
Derby-West Kimberley (S)	45-49		11
Derby-West Kimberley (S)	45-49	Employed (away from work)	7
Derby-West Kimberley (S)	45-49	Employed (full-time)	199
Derby-West Kimberley (S)	45-49	Employed (part-time)	46
Derby-West Kimberley (S)	50-54		9
Derby-West Kimberley (S)	50-54	Employed (away from work)	11
Derby-West Kimberley (S)	50-54	Employed (full-time)	187
Derby-West Kimberley (S)	50-54	Employed (part-time)	40
Derby-West Kimberley (S)	55-59		7
Derby-West Kimberley (S)	55-59	Employed (away from work)	17
Derby-West Kimberley (S)	55-59	Employed (full-time)	190
Derby-West Kimberley (S)	55-59	Employed (part-time)	42
Derby-West Kimberley (S)	60-64		5
Derby-West Kimberley (S)	60-64	Employed (away from work)	16
Derby-West Kimberley (S)	60-64	Employed (full-time)	154
Derby-West Kimberley (S)	60-64	Employed (part-time)	43
Derby-West Kimberley (S)	65-69		4
Derby-West Kimberley (S)	65-69	Employed (full-time)	73
Derby-West Kimberley (S)	65-69	Employed (part-time)	20
Derby-West Kimberley (S)	70-74	Employed (full-time)	8
Derby-West Kimberley (S)	70-74	Employed (part-time)	6
Derby-West Kimberley (S)	75+	Employed (full-time)	6
Derby-West Kimberley (S)	75+	Employed (part-time)	3
Donnybrook-Balingup (S)	15-19		4
Donnybrook-Balingup (S)	15-19	Employed (away from work)	4
Donnybrook-Balingup (S)	15-19	Employed (full-time)	26
Donnybrook-Balingup (S)	15-19	Employed (part-time)	64
Donnybrook-Balingup (S)	20-24		3
Donnybrook-Balingup (S)	20-24	Employed (away from work)	3
Donnybrook-Balingup (S)	20-24	Employed (full-time)	45
Donnybrook-Balingup (S)	20-24	Employed (part-time)	28
Donnybrook-Balingup (S)	25-29	Employed (away from work)	5
Donnybrook-Balingup (S)	25-29	Employed (full-time)	63
Donnybrook-Balingup (S)	25-29	Employed (part-time)	27
Donnybrook-Balingup (S)	30-34		3
Donnybrook-Balingup (S)	30-34	Employed (away from work)	3
Donnybrook-Balingup (S)	30-34	Employed (full-time)	73
Donnybrook-Balingup (S)	30-34	Employed (part-time)	45
Donnybrook-Balingup (S)	35-39		3
Donnybrook-Balingup (S)	35-39	Employed (away from work)	8
Donnybrook-Balingup (S)	35-39	Employed (full-time)	62
Donnybrook-Balingup (S)	35-39	Employed (part-time)	62
Donnybrook-Balingup (S)	40-44		5
Donnybrook-Balingup (S)	40-44	Employed (away from work)	8
Donnybrook-Balingup (S)	40-44	Employed (full-time)	81
Donnybrook-Balingup (S)	40-44	Employed (part-time)	65
Donnybrook-Balingup (S)	45-49		5
Donnybrook-Balingup (S)	45-49	Employed (away from work)	4
Donnybrook-Balingup (S)	45-49	Employed (full-time)	82
Donnybrook-Balingup (S)	45-49	Employed (part-time)	69
Donnybrook-Balingup (S)	50-54	Employed (away from work)	8
Donnybrook-Balingup (S)	50-54	Employed (full-time)	113
Donnybrook-Balingup (S)	50-54	Employed (part-time)	69
Donnybrook-Balingup (S)	55-59	Employed (away from work)	14
Donnybrook-Balingup (S)	55-59	Employed (full-time)	120
Donnybrook-Balingup (S)	55-59	Employed (part-time)	82
Donnybrook-Balingup (S)	60-64	Employed (away from work)	12
Donnybrook-Balingup (S)	60-64	Employed (full-time)	94
Donnybrook-Balingup (S)	60-64	Employed (part-time)	87
Donnybrook-Balingup (S)	65-69	Employed (away from work)	5
Donnybrook-Balingup (S)	65-69	Employed (full-time)	44
Donnybrook-Balingup (S)	65-69	Employed (part-time)	60
Donnybrook-Balingup (S)	70-74	Employed (away from work)	3
Donnybrook-Balingup (S)	70-74	Employed (full-time)	25
Donnybrook-Balingup (S)	70-74	Employed (part-time)	39
Donnybrook-Balingup (S)	75+		4
Donnybrook-Balingup (S)	75+	Employed (away from work)	3
Donnybrook-Balingup (S)	75+	Employed (full-time)	11
Donnybrook-Balingup (S)	75+	Employed (part-time)	16
Dowerin (S)	15-19	Employed (full-time)	4
Dowerin (S)	15-19	Employed (part-time)	4
Dowerin (S)	20-24	Employed (full-time)	11
Dowerin (S)	20-24	Employed (part-time)	6
Dowerin (S)	25-29	Employed (full-time)	9
Dowerin (S)	25-29	Employed (part-time)	6
Dowerin (S)	30-34	Employed (full-time)	21
Dowerin (S)	30-34	Employed (part-time)	16
Dowerin (S)	35-39	Employed (full-time)	27
Dowerin (S)	35-39	Employed (part-time)	7
Dowerin (S)	40-44	Employed (full-time)	16
Dowerin (S)	40-44	Employed (part-time)	6
Dowerin (S)	45-49	Employed (full-time)	25
Dowerin (S)	45-49	Employed (part-time)	3
Dowerin (S)	50-54		3
Dowerin (S)	50-54	Employed (full-time)	21
Dowerin (S)	50-54	Employed (part-time)	7
Dowerin (S)	55-59	Employed (full-time)	18
Dowerin (S)	55-59	Employed (part-time)	4
Dowerin (S)	60-64	Employed (full-time)	20
Dowerin (S)	60-64	Employed (part-time)	9
Dowerin (S)	65-69	Employed (full-time)	10
Dowerin (S)	65-69	Employed (part-time)	3
Dowerin (S)	70-74	Employed (full-time)	4
Dowerin (S)	70-74	Employed (part-time)	4
Dowerin (S)	75+	Employed (part-time)	3
Dumbleyung (S)	20-24	Employed (full-time)	14
Dumbleyung (S)	20-24	Employed (part-time)	7
Dumbleyung (S)	25-29	Employed (full-time)	22
Dumbleyung (S)	25-29	Employed (part-time)	7
Dumbleyung (S)	30-34	Employed (full-time)	25
Dumbleyung (S)	30-34	Employed (part-time)	15
Dumbleyung (S)	35-39	Employed (full-time)	14
Dumbleyung (S)	35-39	Employed (part-time)	9
Dumbleyung (S)	40-44	Employed (full-time)	25
Dumbleyung (S)	40-44	Employed (part-time)	7
Dumbleyung (S)	45-49	Employed (full-time)	22
Dumbleyung (S)	45-49	Employed (part-time)	11
Dumbleyung (S)	50-54	Employed (away from work)	3
Dumbleyung (S)	50-54	Employed (full-time)	25
Dumbleyung (S)	50-54	Employed (part-time)	9
Dumbleyung (S)	55-59		5
Dumbleyung (S)	55-59	Employed (full-time)	37
Dumbleyung (S)	55-59	Employed (part-time)	9
Dumbleyung (S)	60-64	Employed (full-time)	18
Dumbleyung (S)	60-64	Employed (part-time)	5
Dumbleyung (S)	65-69	Employed (away from work)	3
Dumbleyung (S)	65-69	Employed (full-time)	13
Dumbleyung (S)	65-69	Employed (part-time)	10
Dumbleyung (S)	70-74	Employed (full-time)	9
Dumbleyung (S)	75+	Employed (full-time)	3
Dundas (S)	15-19		3
Dundas (S)	15-19	Employed (full-time)	5
Dundas (S)	15-19	Employed (part-time)	3
Dundas (S)	20-24		3
Dundas (S)	20-24	Employed (full-time)	31
Dundas (S)	20-24	Employed (part-time)	3
Dundas (S)	25-29		3
Dundas (S)	25-29	Employed (away from work)	3
Dundas (S)	25-29	Employed (full-time)	54
Dundas (S)	25-29	Employed (part-time)	11
Dundas (S)	30-34		3
Dundas (S)	30-34	Employed (full-time)	57
Dundas (S)	30-34	Employed (part-time)	4
Dundas (S)	35-39		3
Dundas (S)	35-39	Employed (away from work)	5
Dundas (S)	35-39	Employed (full-time)	49
Dundas (S)	35-39	Employed (part-time)	5
Dundas (S)	40-44		4
Dundas (S)	40-44	Employed (away from work)	5
Dundas (S)	40-44	Employed (full-time)	40
Dundas (S)	45-49	Employed (full-time)	55
Dundas (S)	45-49	Employed (part-time)	3
Dundas (S)	50-54		3
Dundas (S)	50-54	Employed (away from work)	7
Dundas (S)	50-54	Employed (full-time)	43
Dundas (S)	50-54	Employed (part-time)	12
Dundas (S)	55-59	Employed (away from work)	3
Dundas (S)	55-59	Employed (full-time)	44
Dundas (S)	55-59	Employed (part-time)	12
Dundas (S)	60-64	Employed (full-time)	31
Dundas (S)	60-64	Employed (part-time)	7
Dundas (S)	65-69	Employed (full-time)	7
Dundas (S)	70-74	Employed (full-time)	6
Dundas (S)	70-74	Employed (part-time)	3
East Fremantle (T)	15-19	Employed (away from work)	4
East Fremantle (T)	15-19	Employed (full-time)	13
East Fremantle (T)	15-19	Employed (part-time)	81
East Fremantle (T)	20-24	Employed (away from work)	5
East Fremantle (T)	20-24	Employed (full-time)	67
East Fremantle (T)	20-24	Employed (part-time)	138
East Fremantle (T)	25-29	Employed (away from work)	9
East Fremantle (T)	25-29	Employed (full-time)	128
East Fremantle (T)	25-29	Employed (part-time)	58
East Fremantle (T)	30-34		7
East Fremantle (T)	30-34	Employed (away from work)	3
East Fremantle (T)	30-34	Employed (full-time)	108
East Fremantle (T)	30-34	Employed (part-time)	52
East Fremantle (T)	35-39	Employed (away from work)	9
East Fremantle (T)	35-39	Employed (full-time)	80
East Fremantle (T)	35-39	Employed (part-time)	59
East Fremantle (T)	40-44	Employed (away from work)	4
East Fremantle (T)	40-44	Employed (full-time)	97
East Fremantle (T)	40-44	Employed (part-time)	70
East Fremantle (T)	45-49	Employed (away from work)	8
East Fremantle (T)	45-49	Employed (full-time)	124
East Fremantle (T)	45-49	Employed (part-time)	77
East Fremantle (T)	50-54		3
East Fremantle (T)	50-54	Employed (away from work)	11
East Fremantle (T)	50-54	Employed (full-time)	106
East Fremantle (T)	50-54	Employed (part-time)	71
East Fremantle (T)	55-59		3
East Fremantle (T)	55-59	Employed (full-time)	94
East Fremantle (T)	55-59	Employed (part-time)	72
East Fremantle (T)	60-64	Employed (full-time)	61
East Fremantle (T)	60-64	Employed (part-time)	57
East Fremantle (T)	65-69	Employed (full-time)	20
East Fremantle (T)	65-69	Employed (part-time)	44
East Fremantle (T)	70-74	Employed (full-time)	4
East Fremantle (T)	70-74	Employed (part-time)	15
East Fremantle (T)	75+	Employed (part-time)	9
East Pilbara (S)	15-19		8
East Pilbara (S)	15-19	Employed (away from work)	7
East Pilbara (S)	15-19	Employed (full-time)	60
East Pilbara (S)	15-19	Employed (part-time)	61
East Pilbara (S)	20-24		23
East Pilbara (S)	20-24	Employed (away from work)	46
East Pilbara (S)	20-24	Employed (full-time)	618
East Pilbara (S)	20-24	Employed (part-time)	74
East Pilbara (S)	25-29		40
East Pilbara (S)	25-29	Employed (away from work)	174
East Pilbara (S)	25-29	Employed (full-time)	1713
East Pilbara (S)	25-29	Employed (part-time)	125
East Pilbara (S)	30-34		50
East Pilbara (S)	30-34	Employed (away from work)	213
East Pilbara (S)	30-34	Employed (full-time)	1914
East Pilbara (S)	30-34	Employed (part-time)	180
East Pilbara (S)	35-39		40
East Pilbara (S)	35-39	Employed (away from work)	156
East Pilbara (S)	35-39	Employed (full-time)	1580
East Pilbara (S)	35-39	Employed (part-time)	131
East Pilbara (S)	40-44		35
East Pilbara (S)	40-44	Employed (away from work)	126
East Pilbara (S)	40-44	Employed (full-time)	1558
East Pilbara (S)	40-44	Employed (part-time)	113
East Pilbara (S)	45-49		43
East Pilbara (S)	45-49	Employed (away from work)	153
East Pilbara (S)	45-49	Employed (full-time)	1385
East Pilbara (S)	45-49	Employed (part-time)	105
East Pilbara (S)	50-54		21
East Pilbara (S)	50-54	Employed (away from work)	137
East Pilbara (S)	50-54	Employed (full-time)	1190
East Pilbara (S)	50-54	Employed (part-time)	93
East Pilbara (S)	55-59		22
East Pilbara (S)	55-59	Employed (away from work)	96
East Pilbara (S)	55-59	Employed (full-time)	903
East Pilbara (S)	55-59	Employed (part-time)	65
East Pilbara (S)	60-64		14
East Pilbara (S)	60-64	Employed (away from work)	69
East Pilbara (S)	60-64	Employed (full-time)	410
East Pilbara (S)	60-64	Employed (part-time)	49
East Pilbara (S)	65-69		6
East Pilbara (S)	65-69	Employed (away from work)	16
East Pilbara (S)	65-69	Employed (full-time)	115
East Pilbara (S)	65-69	Employed (part-time)	25
East Pilbara (S)	70-74		4
East Pilbara (S)	70-74	Employed (away from work)	5
East Pilbara (S)	70-74	Employed (full-time)	22
East Pilbara (S)	70-74	Employed (part-time)	9
East Pilbara (S)	75+		4
East Pilbara (S)	75+	Employed (full-time)	6
Esperance (S)	15-19		14
Esperance (S)	15-19	Employed (away from work)	17
Esperance (S)	15-19	Employed (full-time)	111
Esperance (S)	15-19	Employed (part-time)	229
Esperance (S)	20-24		8
Esperance (S)	20-24	Employed (away from work)	17
Esperance (S)	20-24	Employed (full-time)	308
Esperance (S)	20-24	Employed (part-time)	137
Esperance (S)	25-29		8
Esperance (S)	25-29	Employed (away from work)	28
Esperance (S)	25-29	Employed (full-time)	362
Esperance (S)	25-29	Employed (part-time)	130
Esperance (S)	30-34		9
Esperance (S)	30-34	Employed (away from work)	34
Esperance (S)	30-34	Employed (full-time)	315
Esperance (S)	30-34	Employed (part-time)	164
Esperance (S)	35-39		6
Esperance (S)	35-39	Employed (away from work)	21
Esperance (S)	35-39	Employed (full-time)	335
Esperance (S)	35-39	Employed (part-time)	164
Esperance (S)	40-44		18
Esperance (S)	40-44	Employed (away from work)	27
Esperance (S)	40-44	Employed (full-time)	431
Esperance (S)	40-44	Employed (part-time)	209
Esperance (S)	45-49		12
Esperance (S)	45-49	Employed (away from work)	22
Esperance (S)	45-49	Employed (full-time)	501
Esperance (S)	45-49	Employed (part-time)	200
Esperance (S)	50-54		7
Esperance (S)	50-54	Employed (away from work)	36
Esperance (S)	50-54	Employed (full-time)	469
Esperance (S)	50-54	Employed (part-time)	204
Esperance (S)	55-59		10
Esperance (S)	55-59	Employed (away from work)	45
Esperance (S)	55-59	Employed (full-time)	360
Esperance (S)	55-59	Employed (part-time)	178
Esperance (S)	60-64		5
Esperance (S)	60-64	Employed (away from work)	39
Esperance (S)	60-64	Employed (full-time)	228
Esperance (S)	60-64	Employed (part-time)	160
Esperance (S)	65-69		3
Esperance (S)	65-69	Employed (away from work)	20
Esperance (S)	65-69	Employed (full-time)	83
Esperance (S)	65-69	Employed (part-time)	92
Esperance (S)	70-74	Employed (away from work)	6
Esperance (S)	70-74	Employed (full-time)	32
Esperance (S)	70-74	Employed (part-time)	54
Esperance (S)	75+	Employed (away from work)	4
Esperance (S)	75+	Employed (full-time)	21
Esperance (S)	75+	Employed (part-time)	42
Exmouth (S)	15-19		7
Exmouth (S)	15-19	Employed (away from work)	3
Exmouth (S)	15-19	Employed (full-time)	24
Exmouth (S)	15-19	Employed (part-time)	42
Exmouth (S)	20-24		8
Exmouth (S)	20-24	Employed (away from work)	4
Exmouth (S)	20-24	Employed (full-time)	63
Exmouth (S)	20-24	Employed (part-time)	31
Exmouth (S)	25-29	Employed (away from work)	9
Exmouth (S)	25-29	Employed (full-time)	103
Exmouth (S)	25-29	Employed (part-time)	33
Exmouth (S)	30-34	Employed (away from work)	17
Exmouth (S)	30-34	Employed (full-time)	108
Exmouth (S)	30-34	Employed (part-time)	49
Exmouth (S)	35-39		3
Exmouth (S)	35-39	Employed (away from work)	16
Exmouth (S)	35-39	Employed (full-time)	78
Exmouth (S)	35-39	Employed (part-time)	55
Exmouth (S)	40-44	Employed (away from work)	11
Exmouth (S)	40-44	Employed (full-time)	111
Exmouth (S)	40-44	Employed (part-time)	50
Exmouth (S)	45-49		3
Exmouth (S)	45-49	Employed (away from work)	9
Exmouth (S)	45-49	Employed (full-time)	114
Exmouth (S)	45-49	Employed (part-time)	35
Exmouth (S)	50-54		3
Exmouth (S)	50-54	Employed (away from work)	14
Exmouth (S)	50-54	Employed (full-time)	99
Exmouth (S)	50-54	Employed (part-time)	30
Exmouth (S)	55-59	Employed (away from work)	12
Exmouth (S)	55-59	Employed (full-time)	80
Exmouth (S)	55-59	Employed (part-time)	38
Exmouth (S)	60-64		5
Exmouth (S)	60-64	Employed (away from work)	6
Exmouth (S)	60-64	Employed (full-time)	44
Exmouth (S)	60-64	Employed (part-time)	23
Exmouth (S)	65-69	Employed (full-time)	16
Exmouth (S)	65-69	Employed (part-time)	16
Exmouth (S)	70-74	Employed (full-time)	3
Exmouth (S)	70-74	Employed (part-time)	6
Exmouth (S)	75+	Employed (part-time)	3
Fremantle (C)	15-19		30
Fremantle (C)	15-19	Employed (away from work)	40
Fremantle (C)	15-19	Employed (full-time)	164
Fremantle (C)	15-19	Employed (part-time)	935
Fremantle (C)	20-24		63
Fremantle (C)	20-24	Employed (away from work)	90
Fremantle (C)	20-24	Employed (full-time)	1117
Fremantle (C)	20-24	Employed (part-time)	1264
Fremantle (C)	25-29		61
Fremantle (C)	25-29	Employed (away from work)	86
Fremantle (C)	25-29	Employed (full-time)	1874
Fremantle (C)	25-29	Employed (part-time)	833
Fremantle (C)	30-34		46
Fremantle (C)	30-34	Employed (away from work)	137
Fremantle (C)	30-34	Employed (full-time)	1829
Fremantle (C)	30-34	Employed (part-time)	783
Fremantle (C)	35-39		33
Fremantle (C)	35-39	Employed (away from work)	109
Fremantle (C)	35-39	Employed (full-time)	1574
Fremantle (C)	35-39	Employed (part-time)	752
Fremantle (C)	40-44		48
Fremantle (C)	40-44	Employed (away from work)	72
Fremantle (C)	40-44	Employed (full-time)	1648
Fremantle (C)	40-44	Employed (part-time)	819
Fremantle (C)	45-49		33
Fremantle (C)	45-49	Employed (away from work)	86
Fremantle (C)	45-49	Employed (full-time)	1809
Fremantle (C)	45-49	Employed (part-time)	831
Fremantle (C)	50-54		38
Fremantle (C)	50-54	Employed (away from work)	88
Fremantle (C)	50-54	Employed (full-time)	1707
Fremantle (C)	50-54	Employed (part-time)	738
Fremantle (C)	55-59		23
Fremantle (C)	55-59	Employed (away from work)	92
Fremantle (C)	55-59	Employed (full-time)	1496
Fremantle (C)	55-59	Employed (part-time)	732
Fremantle (C)	60-64		15
Fremantle (C)	60-64	Employed (away from work)	80
Fremantle (C)	60-64	Employed (full-time)	886
Fremantle (C)	60-64	Employed (part-time)	576
Fremantle (C)	65-69		5
Fremantle (C)	65-69	Employed (away from work)	54
Fremantle (C)	65-69	Employed (full-time)	353
Fremantle (C)	65-69	Employed (part-time)	434
Fremantle (C)	70-74		10
Fremantle (C)	70-74	Employed (away from work)	15
Fremantle (C)	70-74	Employed (full-time)	71
Fremantle (C)	70-74	Employed (part-time)	175
Fremantle (C)	75+		12
Fremantle (C)	75+	Employed (away from work)	12
Fremantle (C)	75+	Employed (full-time)	25
Fremantle (C)	75+	Employed (part-time)	83
Gingin (S)	15-19		3
Gingin (S)	15-19	Employed (away from work)	3
Gingin (S)	15-19	Employed (full-time)	24
Gingin (S)	15-19	Employed (part-time)	42
Gingin (S)	20-24		3
Gingin (S)	20-24	Employed (away from work)	5
Gingin (S)	20-24	Employed (full-time)	89
Gingin (S)	20-24	Employed (part-time)	40
Gingin (S)	25-29		7
Gingin (S)	25-29	Employed (away from work)	3
Gingin (S)	25-29	Employed (full-time)	186
Gingin (S)	25-29	Employed (part-time)	75
Gingin (S)	30-34		3
Gingin (S)	30-34	Employed (away from work)	4
Gingin (S)	30-34	Employed (full-time)	123
Gingin (S)	30-34	Employed (part-time)	31
Gingin (S)	35-39		3
Gingin (S)	35-39	Employed (away from work)	4
Gingin (S)	35-39	Employed (full-time)	92
Gingin (S)	35-39	Employed (part-time)	44
Gingin (S)	40-44		4
Gingin (S)	40-44	Employed (away from work)	5
Gingin (S)	40-44	Employed (full-time)	114
Gingin (S)	40-44	Employed (part-time)	51
Gingin (S)	45-49		3
Gingin (S)	45-49	Employed (away from work)	11
Gingin (S)	45-49	Employed (full-time)	131
Gingin (S)	45-49	Employed (part-time)	64
Gingin (S)	50-54		3
Gingin (S)	50-54	Employed (away from work)	5
Gingin (S)	50-54	Employed (full-time)	133
Gingin (S)	50-54	Employed (part-time)	58
Gingin (S)	55-59	Employed (away from work)	6
Gingin (S)	55-59	Employed (full-time)	113
Gingin (S)	55-59	Employed (part-time)	63
Gingin (S)	60-64		3
Gingin (S)	60-64	Employed (away from work)	16
Gingin (S)	60-64	Employed (full-time)	77
Gingin (S)	60-64	Employed (part-time)	62
