LGA_NAME16	Age	EmploymentStatus	workers
Canning (C)	40-44	Employee	5094
Canning (C)	40-44	Owner managers of incorporated enterprises	386
Canning (C)	40-44	Owner managers of unincorporated enterprises	295
Canning (C)	40-44	Status in employment not stated	31
Canning (C)	45-49	Contributing family workers	54
Canning (C)	45-49	Employee	5125
Canning (C)	45-49	Owner managers of incorporated enterprises	479
Canning (C)	45-49	Owner managers of unincorporated enterprises	346
Canning (C)	45-49	Status in employment not stated	41
Canning (C)	50-54	Contributing family workers	56
Canning (C)	50-54	Employee	4666
Canning (C)	50-54	Owner managers of incorporated enterprises	462
Canning (C)	50-54	Owner managers of unincorporated enterprises	358
Canning (C)	50-54	Status in employment not stated	44
Canning (C)	55-59	Contributing family workers	57
Canning (C)	55-59	Employee	3973
Canning (C)	55-59	Owner managers of incorporated enterprises	417
Canning (C)	55-59	Owner managers of unincorporated enterprises	307
Canning (C)	55-59	Status in employment not stated	34
Canning (C)	60-64	Contributing family workers	53
Canning (C)	60-64	Employee	2810
Canning (C)	60-64	Owner managers of incorporated enterprises	305
Canning (C)	60-64	Owner managers of unincorporated enterprises	257
Canning (C)	60-64	Status in employment not stated	31
Canning (C)	65-69	Contributing family workers	24
Canning (C)	65-69	Employee	1112
Canning (C)	65-69	Owner managers of incorporated enterprises	173
Canning (C)	65-69	Owner managers of unincorporated enterprises	159
Canning (C)	65-69	Status in employment not stated	15
Canning (C)	70-74	Contributing family workers	28
Canning (C)	70-74	Employee	242
Canning (C)	70-74	Owner managers of incorporated enterprises	65
Canning (C)	70-74	Owner managers of unincorporated enterprises	77
Canning (C)	70-74	Status in employment not stated	8
Canning (C)	75+	Contributing family workers	21
Canning (C)	75+	Employee	79
Canning (C)	75+	Owner managers of incorporated enterprises	31
Canning (C)	75+	Owner managers of unincorporated enterprises	19
Canning (C)	75+	Status in employment not stated	9
Capel (S)	15-19	Employee	248
Capel (S)	20-24	Employee	214
Capel (S)	20-24	Owner managers of incorporated enterprises	3
Capel (S)	20-24	Owner managers of unincorporated enterprises	6
Capel (S)	20-24	Status in employment not stated	4
Capel (S)	25-29	Employee	234
Capel (S)	25-29	Owner managers of incorporated enterprises	6
Capel (S)	25-29	Owner managers of unincorporated enterprises	17
Capel (S)	30-34	Contributing family workers	12
Capel (S)	30-34	Employee	278
Capel (S)	30-34	Owner managers of incorporated enterprises	6
Capel (S)	30-34	Owner managers of unincorporated enterprises	33
Capel (S)	30-34	Status in employment not stated	6
Capel (S)	35-39	Contributing family workers	4
Capel (S)	35-39	Employee	271
Capel (S)	35-39	Owner managers of incorporated enterprises	26
Capel (S)	35-39	Owner managers of unincorporated enterprises	37
Capel (S)	35-39	Status in employment not stated	7
Capel (S)	40-44	Contributing family workers	13
Capel (S)	40-44	Employee	346
Capel (S)	40-44	Owner managers of incorporated enterprises	29
Capel (S)	40-44	Owner managers of unincorporated enterprises	47
Capel (S)	40-44	Status in employment not stated	3
Capel (S)	45-49	Contributing family workers	13
Capel (S)	45-49	Employee	359
Capel (S)	45-49	Owner managers of incorporated enterprises	32
Capel (S)	45-49	Owner managers of unincorporated enterprises	59
Capel (S)	45-49	Status in employment not stated	8
Capel (S)	50-54	Contributing family workers	17
Capel (S)	50-54	Employee	313
Capel (S)	50-54	Owner managers of incorporated enterprises	29
Capel (S)	50-54	Owner managers of unincorporated enterprises	54
Capel (S)	50-54	Status in employment not stated	7
Capel (S)	55-59	Contributing family workers	22
Capel (S)	55-59	Employee	275
Capel (S)	55-59	Owner managers of incorporated enterprises	22
Capel (S)	55-59	Owner managers of unincorporated enterprises	65
Capel (S)	55-59	Status in employment not stated	3
Capel (S)	60-64	Contributing family workers	20
Capel (S)	60-64	Employee	189
Capel (S)	60-64	Owner managers of incorporated enterprises	11
Capel (S)	60-64	Owner managers of unincorporated enterprises	54
Capel (S)	65-69	Contributing family workers	19
Capel (S)	65-69	Employee	59
Capel (S)	65-69	Owner managers of incorporated enterprises	8
Capel (S)	65-69	Owner managers of unincorporated enterprises	31
Capel (S)	65-69	Status in employment not stated	3
Capel (S)	70-74	Contributing family workers	9
Capel (S)	70-74	Employee	16
Capel (S)	70-74	Owner managers of incorporated enterprises	5
Capel (S)	70-74	Owner managers of unincorporated enterprises	17
Capel (S)	75+	Contributing family workers	5
Capel (S)	75+	Employee	5
Capel (S)	75+	Owner managers of incorporated enterprises	3
Capel (S)	75+	Owner managers of unincorporated enterprises	8
Capel (S)	75+	Status in employment not stated	3
Carnamah (S)	15-19	Contributing family workers	3
Carnamah (S)	15-19	Employee	7
Carnamah (S)	20-24	Employee	22
Carnamah (S)	25-29	Employee	27
Carnamah (S)	30-34	Employee	25
Carnamah (S)	30-34	Owner managers of incorporated enterprises	4
Carnamah (S)	30-34	Owner managers of unincorporated enterprises	7
Carnamah (S)	35-39	Employee	22
Carnamah (S)	35-39	Owner managers of incorporated enterprises	4
Carnamah (S)	35-39	Owner managers of unincorporated enterprises	7
Carnamah (S)	40-44	Employee	19
Carnamah (S)	40-44	Owner managers of incorporated enterprises	3
Carnamah (S)	40-44	Owner managers of unincorporated enterprises	9
Carnamah (S)	45-49	Contributing family workers	3
Carnamah (S)	45-49	Employee	19
Carnamah (S)	45-49	Owner managers of unincorporated enterprises	8
Carnamah (S)	50-54	Contributing family workers	4
Carnamah (S)	50-54	Employee	21
Carnamah (S)	50-54	Owner managers of incorporated enterprises	3
Carnamah (S)	50-54	Owner managers of unincorporated enterprises	4
Carnamah (S)	55-59	Contributing family workers	4
Carnamah (S)	55-59	Employee	24
Carnamah (S)	55-59	Owner managers of incorporated enterprises	7
Carnamah (S)	55-59	Owner managers of unincorporated enterprises	11
Carnamah (S)	55-59	Status in employment not stated	5
Carnamah (S)	60-64	Contributing family workers	4
Carnamah (S)	60-64	Employee	16
Carnamah (S)	60-64	Owner managers of unincorporated enterprises	4
Carnamah (S)	65-69	Employee	4
Carnamah (S)	65-69	Owner managers of incorporated enterprises	3
Carnamah (S)	70-74	Employee	4
Carnarvon (S)	15-19	Employee	95
Carnarvon (S)	20-24	Employee	178
Carnarvon (S)	20-24	Owner managers of incorporated enterprises	3
Carnarvon (S)	20-24	Owner managers of unincorporated enterprises	3
Carnarvon (S)	20-24	Status in employment not stated	3
Carnarvon (S)	25-29	Contributing family workers	4
Carnarvon (S)	25-29	Employee	291
Carnarvon (S)	25-29	Owner managers of incorporated enterprises	4
Carnarvon (S)	25-29	Owner managers of unincorporated enterprises	14
Carnarvon (S)	25-29	Status in employment not stated	6
Carnarvon (S)	30-34	Contributing family workers	7
Carnarvon (S)	30-34	Employee	246
Carnarvon (S)	30-34	Owner managers of incorporated enterprises	16
Carnarvon (S)	30-34	Owner managers of unincorporated enterprises	12
Carnarvon (S)	30-34	Status in employment not stated	9
Carnarvon (S)	35-39	Contributing family workers	7
Carnarvon (S)	35-39	Employee	216
Carnarvon (S)	35-39	Owner managers of incorporated enterprises	25
Carnarvon (S)	35-39	Owner managers of unincorporated enterprises	27
Carnarvon (S)	35-39	Status in employment not stated	3
Carnarvon (S)	40-44	Contributing family workers	12
Carnarvon (S)	40-44	Employee	230
Carnarvon (S)	40-44	Owner managers of incorporated enterprises	21
Carnarvon (S)	40-44	Owner managers of unincorporated enterprises	39
Carnarvon (S)	40-44	Status in employment not stated	7
Carnarvon (S)	45-49	Contributing family workers	10
Carnarvon (S)	45-49	Employee	250
Carnarvon (S)	45-49	Owner managers of incorporated enterprises	27
Carnarvon (S)	45-49	Owner managers of unincorporated enterprises	33
Carnarvon (S)	45-49	Status in employment not stated	9
Carnarvon (S)	50-54	Contributing family workers	6
Carnarvon (S)	50-54	Employee	233
Carnarvon (S)	50-54	Owner managers of incorporated enterprises	23
Carnarvon (S)	50-54	Owner managers of unincorporated enterprises	37
Carnarvon (S)	50-54	Status in employment not stated	8
Carnarvon (S)	55-59	Contributing family workers	9
Carnarvon (S)	55-59	Employee	189
Carnarvon (S)	55-59	Owner managers of incorporated enterprises	15
Carnarvon (S)	55-59	Owner managers of unincorporated enterprises	40
Carnarvon (S)	55-59	Status in employment not stated	8
Carnarvon (S)	60-64	Contributing family workers	7
Carnarvon (S)	60-64	Employee	127
Carnarvon (S)	60-64	Owner managers of incorporated enterprises	20
Carnarvon (S)	60-64	Owner managers of unincorporated enterprises	40
Carnarvon (S)	60-64	Status in employment not stated	3
Carnarvon (S)	65-69	Contributing family workers	16
Carnarvon (S)	65-69	Employee	49
Carnarvon (S)	65-69	Owner managers of incorporated enterprises	10
Carnarvon (S)	65-69	Owner managers of unincorporated enterprises	29
Carnarvon (S)	70-74	Contributing family workers	3
Carnarvon (S)	70-74	Employee	21
Carnarvon (S)	70-74	Owner managers of incorporated enterprises	4
Carnarvon (S)	70-74	Owner managers of unincorporated enterprises	5
Carnarvon (S)	75+	Employee	6
Carnarvon (S)	75+	Owner managers of incorporated enterprises	4
Carnarvon (S)	75+	Owner managers of unincorporated enterprises	9
Carnarvon (S)	75+	Status in employment not stated	7
Chapman Valley (S)	15-19	Employee	9
Chapman Valley (S)	20-24	Employee	17
Chapman Valley (S)	20-24	Owner managers of incorporated enterprises	3
Chapman Valley (S)	25-29	Employee	8
Chapman Valley (S)	30-34	Employee	19
Chapman Valley (S)	30-34	Owner managers of incorporated enterprises	8
Chapman Valley (S)	30-34	Owner managers of unincorporated enterprises	7
Chapman Valley (S)	35-39	Contributing family workers	7
Chapman Valley (S)	35-39	Employee	21
Chapman Valley (S)	35-39	Owner managers of incorporated enterprises	10
Chapman Valley (S)	35-39	Owner managers of unincorporated enterprises	6
Chapman Valley (S)	40-44	Contributing family workers	3
Chapman Valley (S)	40-44	Employee	12
Chapman Valley (S)	40-44	Owner managers of incorporated enterprises	7
Chapman Valley (S)	40-44	Owner managers of unincorporated enterprises	8
Chapman Valley (S)	45-49	Contributing family workers	3
Chapman Valley (S)	45-49	Employee	20
Chapman Valley (S)	45-49	Owner managers of incorporated enterprises	9
Chapman Valley (S)	45-49	Owner managers of unincorporated enterprises	8
Chapman Valley (S)	50-54	Employee	18
Chapman Valley (S)	50-54	Owner managers of incorporated enterprises	7
Chapman Valley (S)	50-54	Owner managers of unincorporated enterprises	7
Chapman Valley (S)	55-59	Contributing family workers	5
Chapman Valley (S)	55-59	Employee	12
Chapman Valley (S)	55-59	Owner managers of incorporated enterprises	4
Chapman Valley (S)	55-59	Owner managers of unincorporated enterprises	14
Chapman Valley (S)	60-64	Contributing family workers	3
Chapman Valley (S)	60-64	Employee	9
Chapman Valley (S)	60-64	Owner managers of unincorporated enterprises	10
Chapman Valley (S)	65-69	Contributing family workers	7
Chapman Valley (S)	65-69	Employee	3
Chapman Valley (S)	65-69	Owner managers of unincorporated enterprises	13
Chapman Valley (S)	70-74	Contributing family workers	7
Chapman Valley (S)	70-74	Employee	3
Chapman Valley (S)	70-74	Owner managers of unincorporated enterprises	8
Chapman Valley (S)	75+	Contributing family workers	8
Chapman Valley (S)	75+	Owner managers of incorporated enterprises	3
Chittering (S)	15-19	Contributing family workers	3
Chittering (S)	15-19	Employee	68
Chittering (S)	15-19	Status in employment not stated	3
Chittering (S)	20-24	Employee	74
Chittering (S)	20-24	Owner managers of incorporated enterprises	3
Chittering (S)	20-24	Owner managers of unincorporated enterprises	8
Chittering (S)	25-29	Contributing family workers	3
Chittering (S)	25-29	Employee	80
Chittering (S)	25-29	Owner managers of unincorporated enterprises	8
Chittering (S)	30-34	Contributing family workers	3
Chittering (S)	30-34	Employee	89
Chittering (S)	30-34	Owner managers of incorporated enterprises	13
Chittering (S)	30-34	Owner managers of unincorporated enterprises	6
Chittering (S)	35-39	Contributing family workers	3
Chittering (S)	35-39	Employee	84
Chittering (S)	35-39	Owner managers of incorporated enterprises	11
Chittering (S)	35-39	Owner managers of unincorporated enterprises	14
Chittering (S)	35-39	Status in employment not stated	3
Chittering (S)	40-44	Contributing family workers	12
Chittering (S)	40-44	Employee	110
Chittering (S)	40-44	Owner managers of incorporated enterprises	15
Chittering (S)	40-44	Owner managers of unincorporated enterprises	32
Chittering (S)	45-49	Contributing family workers	11
Chittering (S)	45-49	Employee	108
Chittering (S)	45-49	Owner managers of incorporated enterprises	23
Chittering (S)	45-49	Owner managers of unincorporated enterprises	23
Chittering (S)	50-54	Contributing family workers	10
Chittering (S)	50-54	Employee	99
Chittering (S)	50-54	Owner managers of incorporated enterprises	14
Chittering (S)	50-54	Owner managers of unincorporated enterprises	40
Chittering (S)	55-59	Contributing family workers	10
Chittering (S)	55-59	Employee	75
Chittering (S)	55-59	Owner managers of incorporated enterprises	9
Chittering (S)	55-59	Owner managers of unincorporated enterprises	32
Chittering (S)	55-59	Status in employment not stated	4
Chittering (S)	60-64	Contributing family workers	14
Chittering (S)	60-64	Employee	65
Chittering (S)	60-64	Owner managers of incorporated enterprises	14
Chittering (S)	60-64	Owner managers of unincorporated enterprises	30
Chittering (S)	65-69	Contributing family workers	17
Chittering (S)	65-69	Employee	24
Chittering (S)	65-69	Owner managers of incorporated enterprises	9
Chittering (S)	65-69	Owner managers of unincorporated enterprises	10
Chittering (S)	70-74	Contributing family workers	21
Chittering (S)	70-74	Employee	14
Chittering (S)	70-74	Owner managers of unincorporated enterprises	12
Chittering (S)	75+	Contributing family workers	11
Chittering (S)	75+	Owner managers of unincorporated enterprises	7
Claremont (T)	15-19	Employee	439
Claremont (T)	15-19	Owner managers of unincorporated enterprises	8
Claremont (T)	15-19	Status in employment not stated	3
Claremont (T)	20-24	Employee	935
Claremont (T)	20-24	Owner managers of unincorporated enterprises	6
Claremont (T)	20-24	Status in employment not stated	11
Claremont (T)	25-29	Contributing family workers	3
Claremont (T)	25-29	Employee	773
Claremont (T)	25-29	Owner managers of incorporated enterprises	16
Claremont (T)	25-29	Owner managers of unincorporated enterprises	25
Claremont (T)	25-29	Status in employment not stated	3
Claremont (T)	30-34	Contributing family workers	8
Claremont (T)	30-34	Employee	617
Claremont (T)	30-34	Owner managers of incorporated enterprises	25
Claremont (T)	30-34	Owner managers of unincorporated enterprises	29
Claremont (T)	30-34	Status in employment not stated	3
Claremont (T)	35-39	Contributing family workers	4
Claremont (T)	35-39	Employee	500
Claremont (T)	35-39	Owner managers of incorporated enterprises	61
Claremont (T)	35-39	Owner managers of unincorporated enterprises	43
Claremont (T)	35-39	Status in employment not stated	7
Claremont (T)	40-44	Contributing family workers	9
Claremont (T)	40-44	Employee	464
Claremont (T)	40-44	Owner managers of incorporated enterprises	61
Claremont (T)	40-44	Owner managers of unincorporated enterprises	43
Claremont (T)	40-44	Status in employment not stated	4
Claremont (T)	45-49	Contributing family workers	8
Claremont (T)	45-49	Employee	471
Claremont (T)	45-49	Owner managers of incorporated enterprises	52
Claremont (T)	45-49	Owner managers of unincorporated enterprises	65
