LGA_NAME16	ModeTravelToWork	NumberModes	Occupation	workers
Corrigin (S)	Did not go to work		Clerical and administrative workers	7
Corrigin (S)	Did not go to work		Community and personal service workers	6
Corrigin (S)	Did not go to work		Labourers	5
Corrigin (S)	Did not go to work		Machinery operators and drivers	3
Corrigin (S)	Did not go to work		Managers	9
Corrigin (S)	Did not go to work		Professionals	10
Corrigin (S)	Did not go to work		Technicians and trades workers	6
Corrigin (S)	Method of travel not stated			6
Corrigin (S)	Method of travel not stated		Labourers	3
Corrigin (S)	Method of travel not stated		Managers	6
Corrigin (S)	(Other)	1	Managers	12
Corrigin (S)	Walked only	1	Community and personal service workers	5
Corrigin (S)	Walked only	1	Labourers	3
Corrigin (S)	Walked only	1	Managers	20
Corrigin (S)	Walked only	1	Professionals	4
Corrigin (S)	Walked only	1	Sales workers	3
Corrigin (S)	Walked only	1	Technicians and trades workers	3
Corrigin (S)	Worked at home			4
Corrigin (S)	Worked at home		Clerical and administrative workers	7
Corrigin (S)	Worked at home		Machinery operators and drivers	3
Corrigin (S)	Worked at home		Managers	65
Corrigin (S)	Worked at home		Professionals	4
Corrigin (S)	Worked at home		Technicians and trades workers	3
Cottesloe (T)	Bicycle	1	Community and personal service workers	3
Cottesloe (T)	Bicycle	1	Labourers	3
Cottesloe (T)	Bicycle	1	Managers	3
Cottesloe (T)	Bicycle	1	Professionals	5
Cottesloe (T)	Bicycle	1	Technicians and trades workers	3
Cottesloe (T)	Bus	1	Community and personal service workers	8
Cottesloe (T)	Bus	1	Labourers	6
Cottesloe (T)	Bus	1	Sales workers	3
Cottesloe (T)	Bus	1	Technicians and trades workers	5
Cottesloe (T)	Car as driver	1		18
Cottesloe (T)	Car as driver	1	Clerical and administrative workers	210
Cottesloe (T)	Car as driver	1	Community and personal service workers	303
Cottesloe (T)	Car as driver	1	Labourers	104
Cottesloe (T)	Car as driver	1	Machinery operators and drivers	12
Cottesloe (T)	Car as driver	1	Managers	277
Cottesloe (T)	Car as driver	1	Professionals	337
Cottesloe (T)	Car as driver	1	Sales workers	192
Cottesloe (T)	Car as driver	1	Technicians and trades workers	270
Cottesloe (T)	Car as passenger	1	Clerical and administrative workers	4
Cottesloe (T)	Car as passenger	1	Community and personal service workers	13
Cottesloe (T)	Car as passenger	1	Labourers	6
Cottesloe (T)	Car as passenger	1	Managers	14
Cottesloe (T)	Car as passenger	1	Professionals	9
Cottesloe (T)	Car as passenger	1	Sales workers	27
Cottesloe (T)	Car as passenger	1	Technicians and trades workers	5
Cottesloe (T)	Did not go to work			7
Cottesloe (T)	Did not go to work		Clerical and administrative workers	32
Cottesloe (T)	Did not go to work		Community and personal service workers	71
Cottesloe (T)	Did not go to work		Labourers	23
Cottesloe (T)	Did not go to work		Machinery operators and drivers	3
Cottesloe (T)	Did not go to work		Managers	28
Cottesloe (T)	Did not go to work		Professionals	43
Cottesloe (T)	Did not go to work		Sales workers	50
Cottesloe (T)	Did not go to work		Technicians and trades workers	20
Cottesloe (T)	Method of travel not stated			8
Cottesloe (T)	Method of travel not stated		Community and personal service workers	7
Cottesloe (T)	Method of travel not stated		Managers	4
Cottesloe (T)	Method of travel not stated		Professionals	3
Cottesloe (T)	Method of travel not stated		Technicians and trades workers	4
Cottesloe (T)	Motorbike scooter	1		3
Cottesloe (T)	Motorbike scooter	1	Managers	3
Cottesloe (T)	(Other)	1	Professionals	3
Cottesloe (T)	(Other)	1	Technicians and trades workers	5
Cottesloe (T)	Other two methods	2	Community and personal service workers	3
Cottesloe (T)	Other two methods	2	Managers	4
Cottesloe (T)	Other two methods	2	Professionals	5
Cottesloe (T)	Train	1	Clerical and administrative workers	3
Cottesloe (T)	Train	1	Community and personal service workers	11
Cottesloe (T)	Train	1	Labourers	12
Cottesloe (T)	Train	1	Managers	5
Cottesloe (T)	Train	1	Professionals	12
Cottesloe (T)	Train	1	Sales workers	4
Cottesloe (T)	Train	1	Technicians and trades workers	8
Cottesloe (T)	Train and bus	2	Clerical and administrative workers	7
Cottesloe (T)	Train and bus	2	Community and personal service workers	12
Cottesloe (T)	Train and bus	2	Labourers	5
Cottesloe (T)	Train and bus	2	Sales workers	11
Cottesloe (T)	Train and bus	2	Technicians and trades workers	5
Cottesloe (T)	Train and car as driver	2	Professionals	3
Cottesloe (T)	Train and car as driver	2	Sales workers	3
Cottesloe (T)	Train and car as passenger	2	Technicians and trades workers	4
Cottesloe (T)	Train and other	2	Community and personal service workers	3
Cottesloe (T)	Train and two other methods	3	Community and personal service workers	7
Cottesloe (T)	Train and two other methods	3	Labourers	4
Cottesloe (T)	Train and two other methods	3	Managers	3
Cottesloe (T)	Truck	1	Technicians and trades workers	3
Cottesloe (T)	Walked only	1	Clerical and administrative workers	10
Cottesloe (T)	Walked only	1	Community and personal service workers	15
Cottesloe (T)	Walked only	1	Labourers	12
Cottesloe (T)	Walked only	1	Managers	17
Cottesloe (T)	Walked only	1	Professionals	20
Cottesloe (T)	Walked only	1	Sales workers	14
Cottesloe (T)	Walked only	1	Technicians and trades workers	4
Cottesloe (T)	Worked at home			11
Cottesloe (T)	Worked at home		Clerical and administrative workers	54
Cottesloe (T)	Worked at home		Community and personal service workers	5
Cottesloe (T)	Worked at home		Managers	61
Cottesloe (T)	Worked at home		Professionals	107
Cottesloe (T)	Worked at home		Sales workers	14
Cottesloe (T)	Worked at home		Technicians and trades workers	4
Cranbrook (S)	Car as driver	1		3
Cranbrook (S)	Car as driver	1	Clerical and administrative workers	21
Cranbrook (S)	Car as driver	1	Community and personal service workers	17
Cranbrook (S)	Car as driver	1	Labourers	57
Cranbrook (S)	Car as driver	1	Machinery operators and drivers	26
Cranbrook (S)	Car as driver	1	Managers	86
Cranbrook (S)	Car as driver	1	Professionals	11
Cranbrook (S)	Car as driver	1	Sales workers	8
Cranbrook (S)	Car as driver	1	Technicians and trades workers	20
Cranbrook (S)	Car as passenger	1	Labourers	16
Cranbrook (S)	Car as passenger	1	Managers	4
Cranbrook (S)	Car as passenger	1	Technicians and trades workers	4
Cranbrook (S)	Did not go to work		Clerical and administrative workers	4
Cranbrook (S)	Did not go to work		Community and personal service workers	4
Cranbrook (S)	Did not go to work		Labourers	3
Cranbrook (S)	Did not go to work		Managers	15
Cranbrook (S)	Did not go to work		Technicians and trades workers	9
Cranbrook (S)	Method of travel not stated			8
Cranbrook (S)	Motorbike scooter	1	Managers	3
Cranbrook (S)	(Other)	1	Managers	19
Cranbrook (S)	Other two methods	2	Labourers	3
Cranbrook (S)	Truck	1	Machinery operators and drivers	3
Cranbrook (S)	Walked only	1	Community and personal service workers	4
Cranbrook (S)	Walked only	1	Labourers	11
Cranbrook (S)	Walked only	1	Machinery operators and drivers	3
Cranbrook (S)	Walked only	1	Managers	31
Cranbrook (S)	Walked only	1	Sales workers	3
Cranbrook (S)	Worked at home		Clerical and administrative workers	9
Cranbrook (S)	Worked at home		Labourers	5
Cranbrook (S)	Worked at home		Managers	81
Cranbrook (S)	Worked at home		Professionals	8
Cuballing (S)	Car as driver	1	Clerical and administrative workers	3
Cuballing (S)	Car as driver	1	Labourers	18
Cuballing (S)	Car as driver	1	Machinery operators and drivers	15
Cuballing (S)	Car as driver	1	Managers	33
Cuballing (S)	Car as driver	1	Technicians and trades workers	15
Cuballing (S)	Did not go to work		Clerical and administrative workers	3
Cuballing (S)	Did not go to work		Labourers	3
Cuballing (S)	Did not go to work		Managers	16
Cuballing (S)	(Other)	1	Managers	4
Cuballing (S)	Walked only	1	Labourers	3
Cuballing (S)	Walked only	1	Managers	7
Cuballing (S)	Walked only	1	Technicians and trades workers	3
Cuballing (S)	Worked at home		Clerical and administrative workers	8
Cuballing (S)	Worked at home		Labourers	3
Cuballing (S)	Worked at home		Managers	34
Cue (S)	Bus	1	Machinery operators and drivers	5
Cue (S)	Bus	1	Technicians and trades workers	3
Cue (S)	Car as driver	1	Clerical and administrative workers	3
Cue (S)	Car as driver	1	Community and personal service workers	4
Cue (S)	Car as driver	1	Labourers	6
Cue (S)	Car as driver	1	Machinery operators and drivers	9
Cue (S)	Car as driver	1	Managers	9
Cue (S)	Car as driver	1	Professionals	8
Cue (S)	Car as driver	1	Technicians and trades workers	4
Cue (S)	Car as passenger	1	Machinery operators and drivers	4
Cue (S)	Car as passenger	1	Professionals	3
Cue (S)	Did not go to work		Machinery operators and drivers	7
Cue (S)	Did not go to work		Technicians and trades workers	3
Cue (S)	Method of travel not stated			3
Cue (S)	(Other)	1	Machinery operators and drivers	6
Cue (S)	(Other)	1	Technicians and trades workers	3
Cue (S)	Walked only	1	Labourers	4
Cue (S)	Walked only	1	Managers	6
Cue (S)	Walked only	1	Professionals	4
Cue (S)	Walked only	1	Technicians and trades workers	4
Cue (S)	Worked at home		Managers	3
Cunderdin (S)	Car as driver	1	Clerical and administrative workers	38
Cunderdin (S)	Car as driver	1	Community and personal service workers	40
Cunderdin (S)	Car as driver	1	Labourers	45
Cunderdin (S)	Car as driver	1	Machinery operators and drivers	20
Cunderdin (S)	Car as driver	1	Managers	71
Cunderdin (S)	Car as driver	1	Professionals	58
Cunderdin (S)	Car as driver	1	Sales workers	24
Cunderdin (S)	Car as driver	1	Technicians and trades workers	87
Cunderdin (S)	Car as passenger	1	Labourers	6
Cunderdin (S)	Car as passenger	1	Machinery operators and drivers	3
Cunderdin (S)	Car as passenger	1	Managers	3
Cunderdin (S)	Car as passenger	1	Sales workers	7
Cunderdin (S)	Car as passenger	1	Technicians and trades workers	3
Cunderdin (S)	Did not go to work		Clerical and administrative workers	4
Cunderdin (S)	Did not go to work		Community and personal service workers	7
Cunderdin (S)	Did not go to work		Labourers	5
Cunderdin (S)	Did not go to work		Machinery operators and drivers	3
Cunderdin (S)	Did not go to work		Managers	17
Cunderdin (S)	Did not go to work		Professionals	4
Cunderdin (S)	Did not go to work		Sales workers	6
Cunderdin (S)	Did not go to work		Technicians and trades workers	9
Cunderdin (S)	Method of travel not stated		Labourers	3
Cunderdin (S)	(Other)	1	Managers	6
Cunderdin (S)	Other two methods	2	Managers	3
Cunderdin (S)	Other two methods	2	Professionals	3
Cunderdin (S)	Truck	1	Machinery operators and drivers	3
Cunderdin (S)	Truck	1	Managers	3
Cunderdin (S)	Truck	1	Technicians and trades workers	3
Cunderdin (S)	Walked only	1	Community and personal service workers	11
Cunderdin (S)	Walked only	1	Labourers	5
Cunderdin (S)	Walked only	1	Managers	30
Cunderdin (S)	Walked only	1	Professionals	8
Cunderdin (S)	Walked only	1	Sales workers	3
Cunderdin (S)	Walked only	1	Technicians and trades workers	8
Cunderdin (S)	Worked at home		Clerical and administrative workers	7
Cunderdin (S)	Worked at home		Labourers	3
Cunderdin (S)	Worked at home		Managers	39
Cunderdin (S)	Worked at home		Professionals	4
Cunderdin (S)	Worked at home		Technicians and trades workers	3
Dalwallinu (S)	Bicycle	1	Technicians and trades workers	3
Dalwallinu (S)	Bus	1	Machinery operators and drivers	3
Dalwallinu (S)	Bus	1	Technicians and trades workers	3
Dalwallinu (S)	Car as driver	1	Clerical and administrative workers	39
Dalwallinu (S)	Car as driver	1	Community and personal service workers	30
Dalwallinu (S)	Car as driver	1	Labourers	55
Dalwallinu (S)	Car as driver	1	Machinery operators and drivers	43
Dalwallinu (S)	Car as driver	1	Managers	127
Dalwallinu (S)	Car as driver	1	Professionals	37
Dalwallinu (S)	Car as driver	1	Sales workers	27
Dalwallinu (S)	Car as driver	1	Technicians and trades workers	83
Dalwallinu (S)	Car as passenger	1	Clerical and administrative workers	4
Dalwallinu (S)	Car as passenger	1	Labourers	12
Dalwallinu (S)	Car as passenger	1	Managers	3
Dalwallinu (S)	Car as passenger	1	Technicians and trades workers	6
Dalwallinu (S)	Did not go to work		Clerical and administrative workers	10
Dalwallinu (S)	Did not go to work		Community and personal service workers	3
Dalwallinu (S)	Did not go to work		Labourers	16
Dalwallinu (S)	Did not go to work		Machinery operators and drivers	3
Dalwallinu (S)	Did not go to work		Managers	14
Dalwallinu (S)	Did not go to work		Professionals	5
Dalwallinu (S)	Did not go to work		Sales workers	6
Dalwallinu (S)	Did not go to work		Technicians and trades workers	7
Dalwallinu (S)	Method of travel not stated		Community and personal service workers	3
Dalwallinu (S)	Method of travel not stated		Managers	3
Dalwallinu (S)	(Other)	1	Machinery operators and drivers	6
Dalwallinu (S)	(Other)	1	Managers	12
Dalwallinu (S)	Truck	1	Labourers	3
Dalwallinu (S)	Truck	1	Machinery operators and drivers	8
Dalwallinu (S)	Truck	1	Managers	4
Dalwallinu (S)	Walked only	1	Clerical and administrative workers	9
Dalwallinu (S)	Walked only	1	Community and personal service workers	3
Dalwallinu (S)	Walked only	1	Labourers	14
Dalwallinu (S)	Walked only	1	Machinery operators and drivers	3
Dalwallinu (S)	Walked only	1	Managers	42
Dalwallinu (S)	Walked only	1	Professionals	8
Dalwallinu (S)	Walked only	1	Sales workers	3
Dalwallinu (S)	Walked only	1	Technicians and trades workers	3
Dalwallinu (S)	Worked at home		Clerical and administrative workers	11
Dalwallinu (S)	Worked at home		Labourers	10
Dalwallinu (S)	Worked at home		Machinery operators and drivers	3
Dalwallinu (S)	Worked at home		Managers	61
Dalwallinu (S)	Worked at home		Professionals	3
Dalwallinu (S)	Worked at home		Sales workers	3
Dalwallinu (S)	Worked at home		Technicians and trades workers	4
Dandaragan (S)	Bicycle	1	Labourers	5
Dandaragan (S)	Bicycle	1	Managers	5
Dandaragan (S)	Bicycle	1	Professionals	3
Dandaragan (S)	Bicycle	1	Technicians and trades workers	3
Dandaragan (S)	Bus	1	Labourers	3
Dandaragan (S)	Bus	1	Machinery operators and drivers	3
Dandaragan (S)	Bus	1	Technicians and trades workers	4
Dandaragan (S)	Car as driver	1		7
Dandaragan (S)	Car as driver	1	Clerical and administrative workers	87
Dandaragan (S)	Car as driver	1	Community and personal service workers	56
Dandaragan (S)	Car as driver	1	Labourers	136
Dandaragan (S)	Car as driver	1	Machinery operators and drivers	81
Dandaragan (S)	Car as driver	1	Managers	164
Dandaragan (S)	Car as driver	1	Professionals	81
Dandaragan (S)	Car as driver	1	Sales workers	39
Dandaragan (S)	Car as driver	1	Technicians and trades workers	147
Dandaragan (S)	Car as passenger	1	Clerical and administrative workers	3
Dandaragan (S)	Car as passenger	1	Community and personal service workers	5
Dandaragan (S)	Car as passenger	1	Labourers	28
Dandaragan (S)	Car as passenger	1	Machinery operators and drivers	12
Dandaragan (S)	Car as passenger	1	Managers	5
Dandaragan (S)	Car as passenger	1	Professionals	3
Dandaragan (S)	Car as passenger	1	Sales workers	10
Dandaragan (S)	Car as passenger	1	Technicians and trades workers	9
Dandaragan (S)	Did not go to work			5
Dandaragan (S)	Did not go to work		Clerical and administrative workers	14
Dandaragan (S)	Did not go to work		Community and personal service workers	10
Dandaragan (S)	Did not go to work		Labourers	25
Dandaragan (S)	Did not go to work		Machinery operators and drivers	10
