LGA_NAME16	Age	LabourForceStatus	Sex	workers
Cockburn (C)	45-49		M	48
Cockburn (C)	45-49	Employed (away from work)	F	35
Cockburn (C)	45-49	Employed (away from work)	M	61
Cockburn (C)	45-49	Employed (full-time)	F	978
Cockburn (C)	45-49	Employed (full-time)	M	2499
Cockburn (C)	45-49	Employed (part-time)	F	835
Cockburn (C)	45-49	Employed (part-time)	M	245
Cockburn (C)	50-54		F	19
Cockburn (C)	50-54		M	32
Cockburn (C)	50-54	Employed (away from work)	F	31
Cockburn (C)	50-54	Employed (away from work)	M	51
Cockburn (C)	50-54	Employed (full-time)	F	801
Cockburn (C)	50-54	Employed (full-time)	M	2222
Cockburn (C)	50-54	Employed (part-time)	F	723
Cockburn (C)	50-54	Employed (part-time)	M	261
Cockburn (C)	55-59		F	13
Cockburn (C)	55-59		M	30
Cockburn (C)	55-59	Employed (away from work)	F	46
Cockburn (C)	55-59	Employed (away from work)	M	60
Cockburn (C)	55-59	Employed (full-time)	F	597
Cockburn (C)	55-59	Employed (full-time)	M	1641
Cockburn (C)	55-59	Employed (part-time)	F	597
Cockburn (C)	55-59	Employed (part-time)	M	248
Cockburn (C)	60-64		F	10
Cockburn (C)	60-64		M	28
Cockburn (C)	60-64	Employed (away from work)	F	29
Cockburn (C)	60-64	Employed (away from work)	M	57
Cockburn (C)	60-64	Employed (full-time)	F	286
Cockburn (C)	60-64	Employed (full-time)	M	993
Cockburn (C)	60-64	Employed (part-time)	F	449
Cockburn (C)	60-64	Employed (part-time)	M	301
Cockburn (C)	65-69		M	5
Cockburn (C)	65-69	Employed (away from work)	F	13
Cockburn (C)	65-69	Employed (away from work)	M	31
Cockburn (C)	65-69	Employed (full-time)	F	64
Cockburn (C)	65-69	Employed (full-time)	M	339
Cockburn (C)	65-69	Employed (part-time)	F	174
Cockburn (C)	65-69	Employed (part-time)	M	219
Cockburn (C)	70-74		F	5
Cockburn (C)	70-74		M	8
Cockburn (C)	70-74	Employed (away from work)	F	8
Cockburn (C)	70-74	Employed (away from work)	M	14
Cockburn (C)	70-74	Employed (full-time)	F	7
Cockburn (C)	70-74	Employed (full-time)	M	70
Cockburn (C)	70-74	Employed (part-time)	F	60
Cockburn (C)	70-74	Employed (part-time)	M	106
Cockburn (C)	75+		F	6
Cockburn (C)	75+	Employed (away from work)	M	6
Cockburn (C)	75+	Employed (full-time)	F	11
Cockburn (C)	75+	Employed (full-time)	M	30
Cockburn (C)	75+	Employed (part-time)	F	20
Cockburn (C)	75+	Employed (part-time)	M	53
Collie (S)	15-19		F	3
Collie (S)	15-19		M	8
Collie (S)	15-19	Employed (away from work)	F	3
Collie (S)	15-19	Employed (away from work)	M	3
Collie (S)	15-19	Employed (full-time)	F	13
Collie (S)	15-19	Employed (full-time)	M	42
Collie (S)	15-19	Employed (part-time)	F	81
Collie (S)	15-19	Employed (part-time)	M	55
Collie (S)	20-24		F	3
Collie (S)	20-24		M	6
Collie (S)	20-24	Employed (away from work)	F	3
Collie (S)	20-24	Employed (away from work)	M	5
Collie (S)	20-24	Employed (full-time)	F	69
Collie (S)	20-24	Employed (full-time)	M	147
Collie (S)	20-24	Employed (part-time)	F	50
Collie (S)	20-24	Employed (part-time)	M	29
Collie (S)	25-29		M	4
Collie (S)	25-29	Employed (away from work)	F	8
Collie (S)	25-29	Employed (away from work)	M	7
Collie (S)	25-29	Employed (full-time)	F	85
Collie (S)	25-29	Employed (full-time)	M	215
Collie (S)	25-29	Employed (part-time)	F	59
Collie (S)	25-29	Employed (part-time)	M	16
Collie (S)	30-34		M	6
Collie (S)	30-34	Employed (away from work)	F	13
Collie (S)	30-34	Employed (away from work)	M	9
Collie (S)	30-34	Employed (full-time)	F	57
Collie (S)	30-34	Employed (full-time)	M	312
Collie (S)	30-34	Employed (part-time)	F	92
Collie (S)	30-34	Employed (part-time)	M	18
Collie (S)	35-39		F	5
Collie (S)	35-39		M	3
Collie (S)	35-39	Employed (away from work)	F	5
Collie (S)	35-39	Employed (away from work)	M	17
Collie (S)	35-39	Employed (full-time)	F	62
Collie (S)	35-39	Employed (full-time)	M	304
Collie (S)	35-39	Employed (part-time)	F	83
Collie (S)	35-39	Employed (part-time)	M	22
Collie (S)	40-44		F	4
Collie (S)	40-44		M	11
Collie (S)	40-44	Employed (away from work)	M	15
Collie (S)	40-44	Employed (full-time)	F	67
Collie (S)	40-44	Employed (full-time)	M	327
Collie (S)	40-44	Employed (part-time)	F	114
Collie (S)	40-44	Employed (part-time)	M	29
Collie (S)	45-49		F	6
Collie (S)	45-49		M	8
Collie (S)	45-49	Employed (away from work)	F	12
Collie (S)	45-49	Employed (away from work)	M	16
Collie (S)	45-49	Employed (full-time)	F	88
Collie (S)	45-49	Employed (full-time)	M	332
Collie (S)	45-49	Employed (part-time)	F	99
Collie (S)	45-49	Employed (part-time)	M	24
Collie (S)	50-54		F	3
Collie (S)	50-54		M	6
Collie (S)	50-54	Employed (away from work)	F	5
Collie (S)	50-54	Employed (away from work)	M	19
Collie (S)	50-54	Employed (full-time)	F	79
Collie (S)	50-54	Employed (full-time)	M	307
Collie (S)	50-54	Employed (part-time)	F	103
Collie (S)	50-54	Employed (part-time)	M	23
Collie (S)	55-59		F	3
Collie (S)	55-59		M	4
Collie (S)	55-59	Employed (away from work)	F	19
Collie (S)	55-59	Employed (away from work)	M	19
Collie (S)	55-59	Employed (full-time)	F	58
Collie (S)	55-59	Employed (full-time)	M	270
Collie (S)	55-59	Employed (part-time)	F	96
Collie (S)	55-59	Employed (part-time)	M	22
Collie (S)	60-64		F	3
Collie (S)	60-64		M	3
Collie (S)	60-64	Employed (away from work)	F	6
Collie (S)	60-64	Employed (away from work)	M	16
Collie (S)	60-64	Employed (full-time)	F	32
Collie (S)	60-64	Employed (full-time)	M	122
Collie (S)	60-64	Employed (part-time)	F	62
Collie (S)	60-64	Employed (part-time)	M	21
Collie (S)	65-69		M	4
Collie (S)	65-69	Employed (away from work)	F	5
Collie (S)	65-69	Employed (full-time)	F	3
Collie (S)	65-69	Employed (full-time)	M	25
Collie (S)	65-69	Employed (part-time)	F	21
Collie (S)	65-69	Employed (part-time)	M	11
Collie (S)	70-74		M	3
Collie (S)	70-74	Employed (full-time)	F	8
Collie (S)	70-74	Employed (full-time)	M	12
Collie (S)	70-74	Employed (part-time)	F	8
Collie (S)	70-74	Employed (part-time)	M	13
Collie (S)	75+	Employed (full-time)	M	3
Collie (S)	75+	Employed (part-time)	F	5
Collie (S)	75+	Employed (part-time)	M	3
Coolgardie (S)	15-19		M	5
Coolgardie (S)	15-19	Employed (full-time)	F	3
Coolgardie (S)	15-19	Employed (full-time)	M	15
Coolgardie (S)	15-19	Employed (part-time)	F	15
Coolgardie (S)	15-19	Employed (part-time)	M	8
Coolgardie (S)	20-24		F	3
Coolgardie (S)	20-24		M	3
Coolgardie (S)	20-24	Employed (away from work)	F	3
Coolgardie (S)	20-24	Employed (away from work)	M	4
Coolgardie (S)	20-24	Employed (full-time)	F	25
Coolgardie (S)	20-24	Employed (full-time)	M	79
Coolgardie (S)	20-24	Employed (part-time)	F	6
Coolgardie (S)	20-24	Employed (part-time)	M	8
Coolgardie (S)	25-29		F	3
Coolgardie (S)	25-29		M	3
Coolgardie (S)	25-29	Employed (away from work)	F	10
Coolgardie (S)	25-29	Employed (away from work)	M	9
Coolgardie (S)	25-29	Employed (full-time)	F	49
Coolgardie (S)	25-29	Employed (full-time)	M	161
Coolgardie (S)	25-29	Employed (part-time)	F	15
Coolgardie (S)	25-29	Employed (part-time)	M	9
Coolgardie (S)	30-34		F	5
Coolgardie (S)	30-34		M	3
Coolgardie (S)	30-34	Employed (away from work)	F	4
Coolgardie (S)	30-34	Employed (away from work)	M	11
Coolgardie (S)	30-34	Employed (full-time)	F	43
Coolgardie (S)	30-34	Employed (full-time)	M	180
Coolgardie (S)	30-34	Employed (part-time)	F	21
Coolgardie (S)	30-34	Employed (part-time)	M	18
Coolgardie (S)	35-39		M	4
Coolgardie (S)	35-39	Employed (away from work)	F	3
Coolgardie (S)	35-39	Employed (away from work)	M	7
Coolgardie (S)	35-39	Employed (full-time)	F	32
Coolgardie (S)	35-39	Employed (full-time)	M	180
Coolgardie (S)	35-39	Employed (part-time)	F	29
Coolgardie (S)	35-39	Employed (part-time)	M	8
Coolgardie (S)	40-44		M	3
Coolgardie (S)	40-44	Employed (away from work)	M	13
Coolgardie (S)	40-44	Employed (full-time)	F	42
Coolgardie (S)	40-44	Employed (full-time)	M	155
Coolgardie (S)	40-44	Employed (part-time)	F	20
Coolgardie (S)	40-44	Employed (part-time)	M	5
Coolgardie (S)	45-49		M	11
Coolgardie (S)	45-49	Employed (away from work)	F	3
Coolgardie (S)	45-49	Employed (away from work)	M	8
Coolgardie (S)	45-49	Employed (full-time)	F	45
Coolgardie (S)	45-49	Employed (full-time)	M	164
Coolgardie (S)	45-49	Employed (part-time)	F	26
Coolgardie (S)	45-49	Employed (part-time)	M	13
Coolgardie (S)	50-54		M	3
Coolgardie (S)	50-54	Employed (away from work)	F	4
Coolgardie (S)	50-54	Employed (away from work)	M	11
Coolgardie (S)	50-54	Employed (full-time)	F	42
Coolgardie (S)	50-54	Employed (full-time)	M	144
Coolgardie (S)	50-54	Employed (part-time)	F	17
Coolgardie (S)	50-54	Employed (part-time)	M	7
Coolgardie (S)	55-59	Employed (away from work)	M	5
Coolgardie (S)	55-59	Employed (full-time)	F	32
Coolgardie (S)	55-59	Employed (full-time)	M	132
Coolgardie (S)	55-59	Employed (part-time)	F	18
Coolgardie (S)	55-59	Employed (part-time)	M	9
Coolgardie (S)	60-64	Employed (away from work)	M	3
Coolgardie (S)	60-64	Employed (full-time)	F	16
Coolgardie (S)	60-64	Employed (full-time)	M	52
Coolgardie (S)	60-64	Employed (part-time)	F	8
Coolgardie (S)	60-64	Employed (part-time)	M	6
Coolgardie (S)	65-69	Employed (full-time)	M	13
Coolgardie (S)	65-69	Employed (part-time)	F	3
Coolgardie (S)	65-69	Employed (part-time)	M	9
Coolgardie (S)	70-74	Employed (full-time)	M	3
Coolgardie (S)	70-74	Employed (part-time)	M	3
Coolgardie (S)	75+	Employed (part-time)	M	3
Coorow (S)	15-19	Employed (part-time)	M	3
Coorow (S)	20-24	Employed (full-time)	M	3
Coorow (S)	20-24	Employed (part-time)	F	4
Coorow (S)	20-24	Employed (part-time)	M	3
Coorow (S)	25-29	Employed (full-time)	F	10
Coorow (S)	25-29	Employed (full-time)	M	23
Coorow (S)	25-29	Employed (part-time)	F	5
Coorow (S)	25-29	Employed (part-time)	M	6
Coorow (S)	30-34	Employed (full-time)	F	3
Coorow (S)	30-34	Employed (full-time)	M	13
Coorow (S)	30-34	Employed (part-time)	F	3
Coorow (S)	35-39	Employed (full-time)	F	4
Coorow (S)	35-39	Employed (full-time)	M	12
Coorow (S)	35-39	Employed (part-time)	F	8
Coorow (S)	35-39	Employed (part-time)	M	3
Coorow (S)	40-44	Employed (full-time)	F	8
Coorow (S)	40-44	Employed (full-time)	M	19
Coorow (S)	40-44	Employed (part-time)	F	14
Coorow (S)	40-44	Employed (part-time)	M	3
Coorow (S)	45-49	Employed (full-time)	F	7
Coorow (S)	45-49	Employed (full-time)	M	18
Coorow (S)	45-49	Employed (part-time)	F	3
Coorow (S)	45-49	Employed (part-time)	M	3
Coorow (S)	50-54	Employed (full-time)	F	12
Coorow (S)	50-54	Employed (full-time)	M	27
Coorow (S)	50-54	Employed (part-time)	F	5
Coorow (S)	55-59	Employed (full-time)	F	8
Coorow (S)	55-59	Employed (full-time)	M	32
Coorow (S)	55-59	Employed (part-time)	F	11
Coorow (S)	55-59	Employed (part-time)	M	7
Coorow (S)	60-64	Employed (full-time)	F	10
Coorow (S)	60-64	Employed (full-time)	M	17
Coorow (S)	60-64	Employed (part-time)	F	3
Coorow (S)	65-69	Employed (full-time)	F	6
Coorow (S)	65-69	Employed (full-time)	M	8
Coorow (S)	65-69	Employed (part-time)	F	5
Coorow (S)	70-74	Employed (away from work)	M	4
Coorow (S)	70-74	Employed (full-time)	M	7
Coorow (S)	70-74	Employed (part-time)	F	3
Coorow (S)	70-74	Employed (part-time)	M	7
Coorow (S)	75+	Employed (part-time)	M	3
Corrigin (S)	15-19	Employed (full-time)	M	6
Corrigin (S)	15-19	Employed (part-time)	F	3
Corrigin (S)	15-19	Employed (part-time)	M	3
Corrigin (S)	20-24	Employed (full-time)	F	11
Corrigin (S)	20-24	Employed (full-time)	M	20
Corrigin (S)	20-24	Employed (part-time)	F	5
Corrigin (S)	25-29	Employed (full-time)	F	12
Corrigin (S)	25-29	Employed (full-time)	M	29
Corrigin (S)	25-29	Employed (part-time)	F	5
Corrigin (S)	30-34	Employed (away from work)	F	7
Corrigin (S)	30-34	Employed (full-time)	F	11
Corrigin (S)	30-34	Employed (full-time)	M	22
Corrigin (S)	30-34	Employed (part-time)	F	13
Corrigin (S)	35-39	Employed (full-time)	F	10
Corrigin (S)	35-39	Employed (full-time)	M	22
Corrigin (S)	35-39	Employed (part-time)	F	12
Corrigin (S)	35-39	Employed (part-time)	M	6
Corrigin (S)	40-44	Employed (full-time)	F	11
Corrigin (S)	40-44	Employed (full-time)	M	18
Corrigin (S)	40-44	Employed (part-time)	F	16
Corrigin (S)	40-44	Employed (part-time)	M	3
Corrigin (S)	45-49	Employed (full-time)	F	14
Corrigin (S)	45-49	Employed (full-time)	M	32
Corrigin (S)	45-49	Employed (part-time)	F	12
Corrigin (S)	50-54	Employed (full-time)	F	10
Corrigin (S)	50-54	Employed (full-time)	M	28
Corrigin (S)	50-54	Employed (part-time)	F	5
Corrigin (S)	50-54	Employed (part-time)	M	3
Corrigin (S)	55-59	Employed (away from work)	F	3
Corrigin (S)	55-59	Employed (away from work)	M	3
Corrigin (S)	55-59	Employed (full-time)	F	19
Corrigin (S)	55-59	Employed (full-time)	M	27
Corrigin (S)	55-59	Employed (part-time)	F	16
Corrigin (S)	55-59	Employed (part-time)	M	3
Corrigin (S)	60-64	Employed (away from work)	F	3
Corrigin (S)	60-64	Employed (away from work)	M	3
Corrigin (S)	60-64	Employed (full-time)	F	7
Corrigin (S)	60-64	Employed (full-time)	M	25
Corrigin (S)	60-64	Employed (part-time)	F	5
Corrigin (S)	60-64	Employed (part-time)	M	3
Corrigin (S)	65-69	Employed (away from work)	F	3
Corrigin (S)	65-69	Employed (full-time)	F	3
Corrigin (S)	65-69	Employed (full-time)	M	12
Corrigin (S)	65-69	Employed (part-time)	F	12
Corrigin (S)	65-69	Employed (part-time)	M	5
Corrigin (S)	70-74	Employed (full-time)	M	3
Corrigin (S)	70-74	Employed (part-time)	M	3
Corrigin (S)	75+	Employed (part-time)	M	4
Cottesloe (T)	15-19		F	4
Cottesloe (T)	15-19	Employed (away from work)	F	4
Cottesloe (T)	15-19	Employed (full-time)	F	9
Cottesloe (T)	15-19	Employed (full-time)	M	3
Cottesloe (T)	15-19	Employed (part-time)	F	83
Cottesloe (T)	15-19	Employed (part-time)	M	60
Cottesloe (T)	20-24		F	9
Cottesloe (T)	20-24	Employed (away from work)	F	8
Cottesloe (T)	20-24	Employed (away from work)	M	9
Cottesloe (T)	20-24	Employed (full-time)	F	80
Cottesloe (T)	20-24	Employed (full-time)	M	44
Cottesloe (T)	20-24	Employed (part-time)	F	107
Cottesloe (T)	20-24	Employed (part-time)	M	88
Cottesloe (T)	25-29		F	4
Cottesloe (T)	25-29	Employed (away from work)	F	5
Cottesloe (T)	25-29	Employed (away from work)	M	10
Cottesloe (T)	25-29	Employed (full-time)	F	95
Cottesloe (T)	25-29	Employed (full-time)	M	79
Cottesloe (T)	25-29	Employed (part-time)	F	80
Cottesloe (T)	25-29	Employed (part-time)	M	53
Cottesloe (T)	30-34		F	5
Cottesloe (T)	30-34	Employed (away from work)	F	12
Cottesloe (T)	30-34	Employed (full-time)	F	84
Cottesloe (T)	30-34	Employed (full-time)	M	80
Cottesloe (T)	30-34	Employed (part-time)	F	83
Cottesloe (T)	30-34	Employed (part-time)	M	46
Cottesloe (T)	35-39		F	4
Cottesloe (T)	35-39	Employed (full-time)	F	54
Cottesloe (T)	35-39	Employed (full-time)	M	72
Cottesloe (T)	35-39	Employed (part-time)	F	93
Cottesloe (T)	35-39	Employed (part-time)	M	16
Cottesloe (T)	40-44	Employed (away from work)	F	3
Cottesloe (T)	40-44	Employed (away from work)	M	3
Cottesloe (T)	40-44	Employed (full-time)	F	49
Cottesloe (T)	40-44	Employed (full-time)	M	68
Cottesloe (T)	40-44	Employed (part-time)	F	74
Cottesloe (T)	40-44	Employed (part-time)	M	13
Cottesloe (T)	45-49	Employed (away from work)	F	3
Cottesloe (T)	45-49	Employed (away from work)	M	4
Cottesloe (T)	45-49	Employed (full-time)	F	80
Cottesloe (T)	45-49	Employed (full-time)	M	80
Cottesloe (T)	45-49	Employed (part-time)	F	100
Cottesloe (T)	45-49	Employed (part-time)	M	21
Cottesloe (T)	50-54	Employed (full-time)	F	51
Cottesloe (T)	50-54	Employed (full-time)	M	69
Cottesloe (T)	50-54	Employed (part-time)	F	72
Cottesloe (T)	50-54	Employed (part-time)	M	15
Cottesloe (T)	55-59	Employed (away from work)	F	3
Cottesloe (T)	55-59	Employed (away from work)	M	3
Cottesloe (T)	55-59	Employed (full-time)	F	52
Cottesloe (T)	55-59	Employed (full-time)	M	71
Cottesloe (T)	55-59	Employed (part-time)	F	60
Cottesloe (T)	55-59	Employed (part-time)	M	17
Cottesloe (T)	60-64	Employed (away from work)	F	3
Cottesloe (T)	60-64	Employed (away from work)	M	3
Cottesloe (T)	60-64	Employed (full-time)	F	28
Cottesloe (T)	60-64	Employed (full-time)	M	57
Cottesloe (T)	60-64	Employed (part-time)	F	63
Cottesloe (T)	60-64	Employed (part-time)	M	38
Cottesloe (T)	65-69		F	4
Cottesloe (T)	65-69	Employed (away from work)	F	3
Cottesloe (T)	65-69	Employed (away from work)	M	3
Cottesloe (T)	65-69	Employed (full-time)	F	19
Cottesloe (T)	65-69	Employed (full-time)	M	16
Cottesloe (T)	65-69	Employed (part-time)	F	27
Cottesloe (T)	65-69	Employed (part-time)	M	28
Cottesloe (T)	70-74	Employed (full-time)	F	5
Cottesloe (T)	70-74	Employed (full-time)	M	6
Cottesloe (T)	70-74	Employed (part-time)	F	19
Cottesloe (T)	70-74	Employed (part-time)	M	18
Cottesloe (T)	75+	Employed (full-time)	M	10
Cottesloe (T)	75+	Employed (part-time)	F	8
Cottesloe (T)	75+	Employed (part-time)	M	15
Cranbrook (S)	15-19	Employed (full-time)	F	8
Cranbrook (S)	15-19	Employed (full-time)	M	6
Cranbrook (S)	15-19	Employed (part-time)	F	3
Cranbrook (S)	20-24	Employed (full-time)	F	10
Cranbrook (S)	20-24	Employed (full-time)	M	9
Cranbrook (S)	20-24	Employed (part-time)	F	3
Cranbrook (S)	20-24	Employed (part-time)	M	4
Cranbrook (S)	25-29	Employed (full-time)	F	12
Cranbrook (S)	25-29	Employed (full-time)	M	24
Cranbrook (S)	25-29	Employed (part-time)	F	13
Cranbrook (S)	25-29	Employed (part-time)	M	3
Cranbrook (S)	30-34	Employed (full-time)	F	9
Cranbrook (S)	30-34	Employed (full-time)	M	23
Cranbrook (S)	30-34	Employed (part-time)	F	6
Cranbrook (S)	35-39		F	4
Cranbrook (S)	35-39	Employed (away from work)	M	3
Cranbrook (S)	35-39	Employed (full-time)	F	11
Cranbrook (S)	35-39	Employed (full-time)	M	24
Cranbrook (S)	35-39	Employed (part-time)	F	12
Cranbrook (S)	40-44	Employed (full-time)	F	3
Cranbrook (S)	40-44	Employed (full-time)	M	33
Cranbrook (S)	40-44	Employed (part-time)	F	8
Cranbrook (S)	40-44	Employed (part-time)	M	3
Cranbrook (S)	45-49	Employed (full-time)	F	15
Cranbrook (S)	45-49	Employed (full-time)	M	26
Cranbrook (S)	45-49	Employed (part-time)	F	12
Cranbrook (S)	45-49	Employed (part-time)	M	4
Cranbrook (S)	50-54	Employed (away from work)	M	3
Cranbrook (S)	50-54	Employed (full-time)	F	7
Cranbrook (S)	50-54	Employed (full-time)	M	24
Cranbrook (S)	50-54	Employed (part-time)	F	13
Cranbrook (S)	55-59	Employed (full-time)	F	10
Cranbrook (S)	55-59	Employed (full-time)	M	29
Cranbrook (S)	55-59	Employed (part-time)	F	11
Cranbrook (S)	55-59	Employed (part-time)	M	6
Cranbrook (S)	60-64	Employed (full-time)	F	8
Cranbrook (S)	60-64	Employed (full-time)	M	22
Cranbrook (S)	60-64	Employed (part-time)	F	7
Cranbrook (S)	60-64	Employed (part-time)	M	7
Cranbrook (S)	65-69	Employed (away from work)	F	3
Cranbrook (S)	65-69	Employed (away from work)	M	3
Cranbrook (S)	65-69	Employed (full-time)	F	9
Cranbrook (S)	65-69	Employed (full-time)	M	13
Cranbrook (S)	65-69	Employed (part-time)	F	4
Cranbrook (S)	65-69	Employed (part-time)	M	5
Cranbrook (S)	70-74	Employed (full-time)	F	4
Cranbrook (S)	70-74	Employed (full-time)	M	4
Cranbrook (S)	70-74	Employed (part-time)	F	3
Cranbrook (S)	70-74	Employed (part-time)	M	3
Cranbrook (S)	75+		M	4
Cranbrook (S)	75+	Employed (full-time)	M	5
Cranbrook (S)	75+	Employed (part-time)	F	3
Cranbrook (S)	75+	Employed (part-time)	M	3
Cuballing (S)	15-19	Employed (full-time)	M	3
Cuballing (S)	20-24	Employed (full-time)	M	4
Cuballing (S)	25-29	Employed (full-time)	F	3
Cuballing (S)	25-29	Employed (full-time)	M	3
Cuballing (S)	25-29	Employed (part-time)	M	3
Cuballing (S)	30-34	Employed (full-time)	F	5
Cuballing (S)	30-34	Employed (full-time)	M	15
Cuballing (S)	30-34	Employed (part-time)	F	3
Cuballing (S)	35-39	Employed (full-time)	M	15
Cuballing (S)	40-44	Employed (full-time)	F	3
Cuballing (S)	40-44	Employed (full-time)	M	13
Cuballing (S)	40-44	Employed (part-time)	F	4
Cuballing (S)	45-49	Employed (full-time)	F	3
Cuballing (S)	45-49	Employed (full-time)	M	12
Cuballing (S)	45-49	Employed (part-time)	F	3
Cuballing (S)	50-54	Employed (full-time)	M	14
Cuballing (S)	50-54	Employed (part-time)	F	3
Cuballing (S)	55-59	Employed (away from work)	M	3
Cuballing (S)	55-59	Employed (full-time)	M	10
Cuballing (S)	55-59	Employed (part-time)	F	4
Cuballing (S)	55-59	Employed (part-time)	M	4
Cuballing (S)	60-64	Employed (full-time)	M	6
Cuballing (S)	65-69	Employed (full-time)	F	4
Cuballing (S)	65-69	Employed (full-time)	M	9
Cuballing (S)	65-69	Employed (part-time)	M	3
Cuballing (S)	70-74	Employed (full-time)	M	3
Cuballing (S)	75+	Employed (part-time)	M	4
Cue (S)	20-24	Employed (full-time)	F	3
Cue (S)	20-24	Employed (full-time)	M	7
