LGA_NAME16	Age	ModeTravelToWork	NumberModes	Sex	workers
Unincorporated ACT	35-44	Bus and car as passenger	2	M	55
Unincorporated ACT	35-44	Bus and other	2	F	32
Unincorporated ACT	35-44	Bus and other	2	M	32
Unincorporated ACT	35-44	Bus and two other methods excludes train	3	F	18
Unincorporated ACT	35-44	Bus and two other methods excludes train	3	M	22
Unincorporated ACT	35-44	Car as driver	1	F	17356
Unincorporated ACT	35-44	Car as driver	1	M	18543
Unincorporated ACT	35-44	Car as passenger	1	F	1613
Unincorporated ACT	35-44	Car as passenger	1	M	751
Unincorporated ACT	35-44	Did not go to work		F	2910
Unincorporated ACT	35-44	Did not go to work		M	1373
Unincorporated ACT	35-44	Ferry	1	M	6
Unincorporated ACT	35-44	Method of travel not stated		F	118
Unincorporated ACT	35-44	Method of travel not stated		M	145
Unincorporated ACT	35-44	Motorbike scooter	1	F	63
Unincorporated ACT	35-44	Motorbike scooter	1	M	483
Unincorporated ACT	35-44	(Other)	1	F	73
Unincorporated ACT	35-44	(Other)	1	M	143
Unincorporated ACT	35-44	Other three methods	3	F	11
Unincorporated ACT	35-44	Other three methods	3	M	17
Unincorporated ACT	35-44	Other two methods	2	F	185
Unincorporated ACT	35-44	Other two methods	2	M	258
Unincorporated ACT	35-44	Taxi	1	F	37
Unincorporated ACT	35-44	Taxi	1	M	49
Unincorporated ACT	35-44	Train	1	F	6
Unincorporated ACT	35-44	Train	1	M	24
Unincorporated ACT	35-44	Train and bus	2	F	4
Unincorporated ACT	35-44	Train and car as driver	2	F	9
Unincorporated ACT	35-44	Train and car as driver	2	M	9
Unincorporated ACT	35-44	Train and two other methods	3	F	4
Unincorporated ACT	35-44	Train and two other methods	3	M	13
Unincorporated ACT	35-44	Tram includes light rail	1	M	5
Unincorporated ACT	35-44	Truck	1	F	3
Unincorporated ACT	35-44	Truck	1	M	153
Unincorporated ACT	35-44	Walked only	1	F	698
Unincorporated ACT	35-44	Walked only	1	M	830
Unincorporated ACT	35-44	Worked at home		F	994
Unincorporated ACT	35-44	Worked at home		M	554
Unincorporated ACT	45-54	Bicycle	1	F	364
Unincorporated ACT	45-54	Bicycle	1	M	953
Unincorporated ACT	45-54	Bus	1	F	1098
Unincorporated ACT	45-54	Bus	1	M	1080
Unincorporated ACT	45-54	Bus and car as driver	2	F	132
Unincorporated ACT	45-54	Bus and car as driver	2	M	84
Unincorporated ACT	45-54	Bus and car as passenger	2	F	65
Unincorporated ACT	45-54	Bus and car as passenger	2	M	38
Unincorporated ACT	45-54	Bus and ferry	2	M	3
Unincorporated ACT	45-54	Bus and other	2	F	22
Unincorporated ACT	45-54	Bus and other	2	M	31
Unincorporated ACT	45-54	Bus and two other methods excludes train	3	F	13
Unincorporated ACT	45-54	Bus and two other methods excludes train	3	M	18
Unincorporated ACT	45-54	Car as driver	1	F	16339
Unincorporated ACT	45-54	Car as driver	1	M	16551
Unincorporated ACT	45-54	Car as passenger	1	F	1838
Unincorporated ACT	45-54	Car as passenger	1	M	595
Unincorporated ACT	45-54	Did not go to work		F	1816
Unincorporated ACT	45-54	Did not go to work		M	1293
Unincorporated ACT	45-54	Ferry	1	M	8
Unincorporated ACT	45-54	Method of travel not stated		F	112
Unincorporated ACT	45-54	Method of travel not stated		M	120
Unincorporated ACT	45-54	Motorbike scooter	1	F	65
Unincorporated ACT	45-54	Motorbike scooter	1	M	556
Unincorporated ACT	45-54	(Other)	1	F	82
Unincorporated ACT	45-54	(Other)	1	M	131
Unincorporated ACT	45-54	Other three methods	3	F	9
Unincorporated ACT	45-54	Other three methods	3	M	9
Unincorporated ACT	45-54	Other two methods	2	F	146
Unincorporated ACT	45-54	Other two methods	2	M	209
Unincorporated ACT	45-54	Taxi	1	F	27
Unincorporated ACT	45-54	Taxi	1	M	51
Unincorporated ACT	45-54	Train	1	F	15
Unincorporated ACT	45-54	Train	1	M	21
Unincorporated ACT	45-54	Train and car as driver	2	F	12
Unincorporated ACT	45-54	Train and car as driver	2	M	13
Unincorporated ACT	45-54	Train and car as passenger	2	F	3
Unincorporated ACT	45-54	Train and other	2	M	3
Unincorporated ACT	45-54	Train and two other methods	3	F	4
Unincorporated ACT	45-54	Train and two other methods	3	M	4
Unincorporated ACT	45-54	Tram includes light rail	1	F	10
Unincorporated ACT	45-54	Tram includes light rail	1	M	3
Unincorporated ACT	45-54	Truck	1	F	4
Unincorporated ACT	45-54	Truck	1	M	188
Unincorporated ACT	45-54	Walked only	1	F	587
Unincorporated ACT	45-54	Walked only	1	M	614
Unincorporated ACT	45-54	Worked at home		F	832
Unincorporated ACT	45-54	Worked at home		M	606
Unincorporated ACT	55-64	Bicycle	1	F	142
Unincorporated ACT	55-64	Bicycle	1	M	441
Unincorporated ACT	55-64	Bus	1	F	719
Unincorporated ACT	55-64	Bus	1	M	697
Unincorporated ACT	55-64	Bus and car as driver	2	F	65
Unincorporated ACT	55-64	Bus and car as driver	2	M	60
Unincorporated ACT	55-64	Bus and car as passenger	2	F	46
Unincorporated ACT	55-64	Bus and car as passenger	2	M	15
Unincorporated ACT	55-64	Bus and other	2	F	9
Unincorporated ACT	55-64	Bus and other	2	M	14
Unincorporated ACT	55-64	Bus and two other methods excludes train	3	F	10
Unincorporated ACT	55-64	Bus and two other methods excludes train	3	M	7
Unincorporated ACT	55-64	Car as driver	1	F	8572
Unincorporated ACT	55-64	Car as driver	1	M	9599
Unincorporated ACT	55-64	Car as passenger	1	F	1060
Unincorporated ACT	55-64	Car as passenger	1	M	353
Unincorporated ACT	55-64	Did not go to work		F	1556
Unincorporated ACT	55-64	Did not go to work		M	1057
Unincorporated ACT	55-64	Ferry	1	F	3
Unincorporated ACT	55-64	Ferry	1	M	3
Unincorporated ACT	55-64	Method of travel not stated		F	84
Unincorporated ACT	55-64	Method of travel not stated		M	76
Unincorporated ACT	55-64	Motorbike scooter	1	F	20
Unincorporated ACT	55-64	Motorbike scooter	1	M	251
Unincorporated ACT	55-64	(Other)	1	F	39
Unincorporated ACT	55-64	(Other)	1	M	87
Unincorporated ACT	55-64	Other three methods	3	F	7
Unincorporated ACT	55-64	Other three methods	3	M	10
Unincorporated ACT	55-64	Other two methods	2	F	73
Unincorporated ACT	55-64	Other two methods	2	M	112
Unincorporated ACT	55-64	Taxi	1	F	17
Unincorporated ACT	55-64	Taxi	1	M	18
Unincorporated ACT	55-64	Train	1	M	10
Unincorporated ACT	55-64	Train and bus	2	F	5
Unincorporated ACT	55-64	Train and car as driver	2	F	3
Unincorporated ACT	55-64	Train and car as driver	2	M	6
Unincorporated ACT	55-64	Train and other	2	M	3
Unincorporated ACT	55-64	Train and two other methods	3	F	3
Unincorporated ACT	55-64	Tram includes light rail	1	F	5
Unincorporated ACT	55-64	Tram includes light rail	1	M	3
Unincorporated ACT	55-64	Truck	1	F	3
Unincorporated ACT	55-64	Truck	1	M	135
Unincorporated ACT	55-64	Walked only	1	F	350
Unincorporated ACT	55-64	Walked only	1	M	454
Unincorporated ACT	55-64	Worked at home		F	666
Unincorporated ACT	55-64	Worked at home		M	605
Unincorporated ACT	65-74	Bicycle	1	F	10
Unincorporated ACT	65-74	Bicycle	1	M	48
Unincorporated ACT	65-74	Bus	1	F	117
Unincorporated ACT	65-74	Bus	1	M	121
Unincorporated ACT	65-74	Bus and car as driver	2	F	11
Unincorporated ACT	65-74	Bus and car as driver	2	M	15
Unincorporated ACT	65-74	Bus and car as passenger	2	F	7
Unincorporated ACT	65-74	Bus and other	2	M	3
Unincorporated ACT	65-74	Car as driver	1	F	1376
Unincorporated ACT	65-74	Car as driver	1	M	2143
Unincorporated ACT	65-74	Car as passenger	1	F	157
Unincorporated ACT	65-74	Car as passenger	1	M	79
Unincorporated ACT	65-74	Did not go to work		F	398
Unincorporated ACT	65-74	Did not go to work		M	434
Unincorporated ACT	65-74	Method of travel not stated		F	33
Unincorporated ACT	65-74	Method of travel not stated		M	36
Unincorporated ACT	65-74	Motorbike scooter	1	M	18
Unincorporated ACT	65-74	(Other)	1	F	16
Unincorporated ACT	65-74	(Other)	1	M	40
Unincorporated ACT	65-74	Other two methods	2	F	9
Unincorporated ACT	65-74	Other two methods	2	M	22
Unincorporated ACT	65-74	Taxi	1	F	4
Unincorporated ACT	65-74	Taxi	1	M	3
Unincorporated ACT	65-74	Train	1	M	3
Unincorporated ACT	65-74	Truck	1	M	88
Unincorporated ACT	65-74	Walked only	1	F	66
Unincorporated ACT	65-74	Walked only	1	M	89
Unincorporated ACT	65-74	Worked at home		F	319
Unincorporated ACT	65-74	Worked at home		M	438
Unincorporated ACT	75+	Bicycle	1	M	3
Unincorporated ACT	75+	Bus	1	F	3
Unincorporated ACT	75+	Bus	1	M	10
Unincorporated ACT	75+	Bus and car as driver	2	M	3
Unincorporated ACT	75+	Car as driver	1	F	98
Unincorporated ACT	75+	Car as driver	1	M	176
Unincorporated ACT	75+	Car as passenger	1	F	6
Unincorporated ACT	75+	Car as passenger	1	M	8
Unincorporated ACT	75+	Did not go to work		F	42
Unincorporated ACT	75+	Did not go to work		M	64
Unincorporated ACT	75+	Method of travel not stated		F	21
Unincorporated ACT	75+	Method of travel not stated		M	22
Unincorporated ACT	75+	Motorbike scooter	1	M	3
Unincorporated ACT	75+	(Other)	1	F	3
Unincorporated ACT	75+	(Other)	1	M	9
Unincorporated ACT	75+	Truck	1	M	7
Unincorporated ACT	75+	Walked only	1	F	3
Unincorporated ACT	75+	Walked only	1	M	13
Unincorporated ACT	75+	Worked at home		F	62
Unincorporated ACT	75+	Worked at home		M	106
No usual address (ACT)	15-24	Bicycle	1	F	4
No usual address (ACT)	15-24	Bicycle	1	M	3
No usual address (ACT)	15-24	Bus	1	F	19
No usual address (ACT)	15-24	Bus	1	M	17
No usual address (ACT)	15-24	Bus and car as driver	2	M	3
No usual address (ACT)	15-24	Bus and car as passenger	2	F	3
No usual address (ACT)	15-24	Bus and other	2	M	3
No usual address (ACT)	15-24	Car as driver	1	F	188
No usual address (ACT)	15-24	Car as driver	1	M	627
No usual address (ACT)	15-24	Car as passenger	1	F	25
No usual address (ACT)	15-24	Car as passenger	1	M	78
No usual address (ACT)	15-24	Did not go to work		F	91
No usual address (ACT)	15-24	Did not go to work		M	102
No usual address (ACT)	15-24	Method of travel not stated		F	9
No usual address (ACT)	15-24	Method of travel not stated		M	4
No usual address (ACT)	15-24	Motorbike scooter	1	M	3
No usual address (ACT)	15-24	(Other)	1	M	4
No usual address (ACT)	15-24	Other two methods	2	M	5
No usual address (ACT)	15-24	Taxi	1	F	3
No usual address (ACT)	15-24	Truck	1	M	12
No usual address (ACT)	15-24	Walked only	1	F	13
No usual address (ACT)	15-24	Walked only	1	M	19
No usual address (ACT)	15-24	Worked at home		F	5
No usual address (ACT)	15-24	Worked at home		M	3
No usual address (ACT)	25-34	Bicycle	1	F	3
No usual address (ACT)	25-34	Bicycle	1	M	9
No usual address (ACT)	25-34	Bus	1	F	9
No usual address (ACT)	25-34	Bus	1	M	10
No usual address (ACT)	25-34	Bus and car as driver	2	M	3
No usual address (ACT)	25-34	Car as driver	1	F	205
No usual address (ACT)	25-34	Car as driver	1	M	1067
No usual address (ACT)	25-34	Car as passenger	1	F	19
No usual address (ACT)	25-34	Car as passenger	1	M	58
No usual address (ACT)	25-34	Did not go to work		F	65
No usual address (ACT)	25-34	Did not go to work		M	53
No usual address (ACT)	25-34	Method of travel not stated		F	4
No usual address (ACT)	25-34	Method of travel not stated		M	9
No usual address (ACT)	25-34	Motorbike scooter	1	M	5
No usual address (ACT)	25-34	(Other)	1	M	15
No usual address (ACT)	25-34	Other two methods	2	F	4
No usual address (ACT)	25-34	Other two methods	2	M	14
No usual address (ACT)	25-34	Taxi	1	M	5
No usual address (ACT)	25-34	Train and bus	2	M	3
No usual address (ACT)	25-34	Truck	1	M	48
No usual address (ACT)	25-34	Walked only	1	F	11
No usual address (ACT)	25-34	Walked only	1	M	20
No usual address (ACT)	25-34	Worked at home		F	13
No usual address (ACT)	25-34	Worked at home		M	11
No usual address (ACT)	35-44	Bicycle	1	M	7
No usual address (ACT)	35-44	Bus	1	F	7
No usual address (ACT)	35-44	Bus	1	M	9
No usual address (ACT)	35-44	Car as driver	1	F	191
No usual address (ACT)	35-44	Car as driver	1	M	852
No usual address (ACT)	35-44	Car as passenger	1	F	16
No usual address (ACT)	35-44	Car as passenger	1	M	33
No usual address (ACT)	35-44	Did not go to work		F	63
No usual address (ACT)	35-44	Did not go to work		M	64
No usual address (ACT)	35-44	Method of travel not stated		F	6
No usual address (ACT)	35-44	Method of travel not stated		M	9
No usual address (ACT)	35-44	Motorbike scooter	1	M	5
No usual address (ACT)	35-44	(Other)	1	M	14
No usual address (ACT)	35-44	Other two methods	2	M	11
No usual address (ACT)	35-44	Taxi	1	M	4
No usual address (ACT)	35-44	Train	1	M	3
No usual address (ACT)	35-44	Truck	1	M	74
No usual address (ACT)	35-44	Walked only	1	F	3
No usual address (ACT)	35-44	Walked only	1	M	19
No usual address (ACT)	35-44	Worked at home		F	24
No usual address (ACT)	35-44	Worked at home		M	8
No usual address (ACT)	45-54	Bicycle	1	F	3
No usual address (ACT)	45-54	Bicycle	1	M	4
No usual address (ACT)	45-54	Bus	1	F	7
No usual address (ACT)	45-54	Bus	1	M	5
No usual address (ACT)	45-54	Car as driver	1	F	250
No usual address (ACT)	45-54	Car as driver	1	M	681
No usual address (ACT)	45-54	Car as passenger	1	F	10
No usual address (ACT)	45-54	Car as passenger	1	M	27
No usual address (ACT)	45-54	Did not go to work		F	43
No usual address (ACT)	45-54	Did not go to work		M	58
No usual address (ACT)	45-54	Method of travel not stated		M	9
No usual address (ACT)	45-54	Motorbike scooter	1	M	3
No usual address (ACT)	45-54	(Other)	1	F	5
No usual address (ACT)	45-54	(Other)	1	M	28
No usual address (ACT)	45-54	Other two methods	2	F	3
No usual address (ACT)	45-54	Other two methods	2	M	13
No usual address (ACT)	45-54	Taxi	1	M	3
No usual address (ACT)	45-54	Truck	1	M	75
No usual address (ACT)	45-54	Walked only	1	F	9
No usual address (ACT)	45-54	Walked only	1	M	14
No usual address (ACT)	45-54	Worked at home		F	3
No usual address (ACT)	45-54	Worked at home		M	14
No usual address (ACT)	55-64	Bicycle	1	F	3
No usual address (ACT)	55-64	Bicycle	1	M	4
No usual address (ACT)	55-64	Bus	1	F	5
No usual address (ACT)	55-64	Bus	1	M	10
No usual address (ACT)	55-64	Car as driver	1	F	169
No usual address (ACT)	55-64	Car as driver	1	M	475
No usual address (ACT)	55-64	Car as passenger	1	F	10
No usual address (ACT)	55-64	Car as passenger	1	M	12
No usual address (ACT)	55-64	Did not go to work		F	41
No usual address (ACT)	55-64	Did not go to work		M	55
No usual address (ACT)	55-64	Method of travel not stated		F	4
No usual address (ACT)	55-64	Method of travel not stated		M	3
No usual address (ACT)	55-64	Motorbike scooter	1	M	3
No usual address (ACT)	55-64	(Other)	1	M	14
No usual address (ACT)	55-64	Other two methods	2	F	4
No usual address (ACT)	55-64	Other two methods	2	M	3
No usual address (ACT)	55-64	Taxi	1	M	3
No usual address (ACT)	55-64	Truck	1	M	61
No usual address (ACT)	55-64	Walked only	1	M	6
No usual address (ACT)	55-64	Worked at home		F	8
No usual address (ACT)	55-64	Worked at home		M	5
No usual address (ACT)	65-74	Bus	1	F	4
No usual address (ACT)	65-74	Car as driver	1	F	40
No usual address (ACT)	65-74	Car as driver	1	M	107
No usual address (ACT)	65-74	Car as passenger	1	F	5
No usual address (ACT)	65-74	Car as passenger	1	M	4
No usual address (ACT)	65-74	Did not go to work		F	21
No usual address (ACT)	65-74	Did not go to work		M	28
No usual address (ACT)	65-74	Motorbike scooter	1	M	3
No usual address (ACT)	65-74	Taxi	1	M	3
No usual address (ACT)	65-74	Truck	1	M	25
No usual address (ACT)	65-74	Walked only	1	M	4
No usual address (ACT)	65-74	Worked at home		M	3
No usual address (ACT)	75+	Car as driver	1	F	9
No usual address (ACT)	75+	Car as driver	1	M	14
No usual address (ACT)	75+	Did not go to work		M	8
No usual address (ACT)	75+	Method of travel not stated		F	4
Unincorp. Other Territories	15-24	Bus	1	M	3
Unincorp. Other Territories	15-24	Bus and ferry	2	F	3
Unincorp. Other Territories	15-24	Car as driver	1	F	47
Unincorp. Other Territories	15-24	Car as driver	1	M	67
Unincorp. Other Territories	15-24	Car as passenger	1	F	10
Unincorp. Other Territories	15-24	Car as passenger	1	M	6
Unincorp. Other Territories	15-24	Did not go to work		F	8
Unincorp. Other Territories	15-24	Did not go to work		M	5
Unincorp. Other Territories	15-24	Ferry	1	M	3
Unincorp. Other Territories	15-24	Method of travel not stated		M	3
Unincorp. Other Territories	15-24	Motorbike scooter	1	F	4
Unincorp. Other Territories	15-24	Motorbike scooter	1	M	9
Unincorp. Other Territories	15-24	(Other)	1	F	5
Unincorp. Other Territories	15-24	(Other)	1	M	7
Unincorp. Other Territories	15-24	Walked only	1	F	12
Unincorp. Other Territories	15-24	Walked only	1	M	21
Unincorp. Other Territories	15-24	Worked at home		F	3
Unincorp. Other Territories	25-34	Bicycle	1	M	4
Unincorp. Other Territories	25-34	Bus	1	F	10
Unincorp. Other Territories	25-34	Bus	1	M	9
Unincorp. Other Territories	25-34	Bus and ferry	2	F	6
Unincorp. Other Territories	25-34	Car as driver	1	F	111
Unincorp. Other Territories	25-34	Car as driver	1	M	126
Unincorp. Other Territories	25-34	Car as passenger	1	F	22
Unincorp. Other Territories	25-34	Car as passenger	1	M	20
Unincorp. Other Territories	25-34	Did not go to work		F	20
Unincorp. Other Territories	25-34	Did not go to work		M	30
Unincorp. Other Territories	25-34	Ferry	1	M	4
Unincorp. Other Territories	25-34	Method of travel not stated		F	3
Unincorp. Other Territories	25-34	Method of travel not stated		M	3
Unincorp. Other Territories	25-34	Motorbike scooter	1	F	3
Unincorp. Other Territories	25-34	Motorbike scooter	1	M	5
Unincorp. Other Territories	25-34	(Other)	1	F	4
Unincorp. Other Territories	25-34	(Other)	1	M	14
Unincorp. Other Territories	25-34	Other two methods	2	M	3
Unincorp. Other Territories	25-34	Truck	1	M	3
Unincorp. Other Territories	25-34	Walked only	1	F	22
Unincorp. Other Territories	25-34	Walked only	1	M	38
Unincorp. Other Territories	25-34	Worked at home		F	4
Unincorp. Other Territories	25-34	Worked at home		M	3
Unincorp. Other Territories	35-44	Bicycle	1	F	3
Unincorp. Other Territories	35-44	Bicycle	1	M	3
Unincorp. Other Territories	35-44	Bus	1	F	3
Unincorp. Other Territories	35-44	Bus	1	M	4
Unincorp. Other Territories	35-44	Bus and ferry	2	F	3
Unincorp. Other Territories	35-44	Bus and ferry	2	M	3
Unincorp. Other Territories	35-44	Bus and two other methods excludes train	3	M	4
Unincorp. Other Territories	35-44	Car as driver	1	F	167
Unincorp. Other Territories	35-44	Car as driver	1	M	181
Unincorp. Other Territories	35-44	Car as passenger	1	F	11
Unincorp. Other Territories	35-44	Car as passenger	1	M	10
Unincorp. Other Territories	35-44	Did not go to work		F	22
Unincorp. Other Territories	35-44	Did not go to work		M	19
Unincorp. Other Territories	35-44	Ferry	1	F	3
Unincorp. Other Territories	35-44	Ferry	1	M	8
Unincorp. Other Territories	35-44	Method of travel not stated		F	3
Unincorp. Other Territories	35-44	Method of travel not stated		M	3
Unincorp. Other Territories	35-44	Motorbike scooter	1	M	12
Unincorp. Other Territories	35-44	(Other)	1	M	9
Unincorp. Other Territories	35-44	Other two methods	2	M	7
Unincorp. Other Territories	35-44	Truck	1	M	12
Unincorp. Other Territories	35-44	Walked only	1	F	11
Unincorp. Other Territories	35-44	Walked only	1	M	16
Unincorp. Other Territories	35-44	Worked at home		F	10
Unincorp. Other Territories	35-44	Worked at home		M	9
Unincorp. Other Territories	45-54	Bicycle	1	F	3
Unincorp. Other Territories	45-54	Bicycle	1	M	4
Unincorp. Other Territories	45-54	Bus	1	F	9
Unincorp. Other Territories	45-54	Bus	1	M	9
Unincorp. Other Territories	45-54	Bus and ferry	2	M	3
Unincorp. Other Territories	45-54	Car as driver	1	F	169
Unincorp. Other Territories	45-54	Car as driver	1	M	199
Unincorp. Other Territories	45-54	Car as passenger	1	F	18
Unincorp. Other Territories	45-54	Car as passenger	1	M	14
Unincorp. Other Territories	45-54	Did not go to work		F	25
Unincorp. Other Territories	45-54	Did not go to work		M	29
Unincorp. Other Territories	45-54	Ferry	1	F	6
Unincorp. Other Territories	45-54	Ferry	1	M	3
Unincorp. Other Territories	45-54	Method of travel not stated		F	3
Unincorp. Other Territories	45-54	Method of travel not stated		M	4
Unincorp. Other Territories	45-54	Motorbike scooter	1	M	6
Unincorp. Other Territories	45-54	(Other)	1	F	4
Unincorp. Other Territories	45-54	(Other)	1	M	14
Unincorp. Other Territories	45-54	Other two methods	2	F	3
Unincorp. Other Territories	45-54	Truck	1	M	19
Unincorp. Other Territories	45-54	Walked only	1	F	22
Unincorp. Other Territories	45-54	Walked only	1	M	18
