STE_NAME16	Age	EmploymentStatus	HoursWorked.min	workers
Australian Capital Territory	70-74	Owner managers of unincorporated enterprises	0	11
Australian Capital Territory	70-74	Owner managers of unincorporated enterprises	1	86
Australian Capital Territory	70-74	Owner managers of unincorporated enterprises	16	42
Australian Capital Territory	70-74	Owner managers of unincorporated enterprises	25	31
Australian Capital Territory	70-74	Owner managers of unincorporated enterprises	35	7
Australian Capital Territory	70-74	Owner managers of unincorporated enterprises	40	17
Australian Capital Territory	70-74	Owner managers of unincorporated enterprises	41	17
Australian Capital Territory	70-74	Owner managers of unincorporated enterprises	49	25
Australian Capital Territory	75+			21
Australian Capital Territory	75+		0	3
Australian Capital Territory	75+		1	7
Australian Capital Territory	75+		16	3
Australian Capital Territory	75+		35	3
Australian Capital Territory	75+	Contributing family workers		10
Australian Capital Territory	75+	Contributing family workers	0	13
Australian Capital Territory	75+	Contributing family workers	1	35
Australian Capital Territory	75+	Contributing family workers	16	3
Australian Capital Territory	75+	Contributing family workers	25	8
Australian Capital Territory	75+	Contributing family workers	40	8
Australian Capital Territory	75+	Employee		14
Australian Capital Territory	75+	Employee	0	17
Australian Capital Territory	75+	Employee	1	134
Australian Capital Territory	75+	Employee	16	49
Australian Capital Territory	75+	Employee	25	35
Australian Capital Territory	75+	Employee	35	37
Australian Capital Territory	75+	Employee	40	22
Australian Capital Territory	75+	Employee	41	15
Australian Capital Territory	75+	Employee	49	22
Australian Capital Territory	75+	Owner managers of incorporated enterprises	0	6
Australian Capital Territory	75+	Owner managers of incorporated enterprises	1	32
Australian Capital Territory	75+	Owner managers of incorporated enterprises	16	13
Australian Capital Territory	75+	Owner managers of incorporated enterprises	25	11
Australian Capital Territory	75+	Owner managers of incorporated enterprises	35	6
Australian Capital Territory	75+	Owner managers of incorporated enterprises	40	20
Australian Capital Territory	75+	Owner managers of incorporated enterprises	41	3
Australian Capital Territory	75+	Owner managers of incorporated enterprises	49	13
Australian Capital Territory	75+	Owner managers of unincorporated enterprises		8
Australian Capital Territory	75+	Owner managers of unincorporated enterprises	0	11
Australian Capital Territory	75+	Owner managers of unincorporated enterprises	1	64
Australian Capital Territory	75+	Owner managers of unincorporated enterprises	16	14
Australian Capital Territory	75+	Owner managers of unincorporated enterprises	25	17
Australian Capital Territory	75+	Owner managers of unincorporated enterprises	35	3
Australian Capital Territory	75+	Owner managers of unincorporated enterprises	40	10
Australian Capital Territory	75+	Owner managers of unincorporated enterprises	41	3
Australian Capital Territory	75+	Owner managers of unincorporated enterprises	49	10
Other Territories	15-19	Employee		7
Other Territories	15-19	Employee	0	3
Other Territories	15-19	Employee	1	28
Other Territories	15-19	Employee	16	3
Other Territories	15-19	Employee	25	3
Other Territories	15-19	Employee	35	7
Other Territories	15-19	Employee	40	6
Other Territories	15-19	Employee	41	3
Other Territories	15-19	Employee	49	8
Other Territories	20-24	Employee		3
Other Territories	20-24	Employee	0	12
Other Territories	20-24	Employee	1	18
Other Territories	20-24	Employee	16	13
Other Territories	20-24	Employee	25	7
Other Territories	20-24	Employee	35	31
Other Territories	20-24	Employee	40	17
Other Territories	20-24	Employee	41	16
Other Territories	20-24	Employee	49	42
Other Territories	25-29	Employee		4
Other Territories	25-29	Employee	0	18
Other Territories	25-29	Employee	1	13
Other Territories	25-29	Employee	16	9
Other Territories	25-29	Employee	25	13
Other Territories	25-29	Employee	35	54
Other Territories	25-29	Employee	40	26
Other Territories	25-29	Employee	41	25
Other Territories	25-29	Employee	49	45
Other Territories	25-29	Owner managers of unincorporated enterprises	49	7
Other Territories	30-34		49	3
Other Territories	30-34	Employee		3
Other Territories	30-34	Employee	0	26
Other Territories	30-34	Employee	1	11
Other Territories	30-34	Employee	16	21
Other Territories	30-34	Employee	25	20
Other Territories	30-34	Employee	35	39
Other Territories	30-34	Employee	40	40
Other Territories	30-34	Employee	41	38
Other Territories	30-34	Employee	49	49
Other Territories	30-34	Owner managers of incorporated enterprises	25	4
Other Territories	30-34	Owner managers of incorporated enterprises	35	4
Other Territories	30-34	Owner managers of unincorporated enterprises	1	6
Other Territories	30-34	Owner managers of unincorporated enterprises	16	3
Other Territories	30-34	Owner managers of unincorporated enterprises	25	4
Other Territories	30-34	Owner managers of unincorporated enterprises	35	3
Other Territories	30-34	Owner managers of unincorporated enterprises	40	3
Other Territories	30-34	Owner managers of unincorporated enterprises	41	3
Other Territories	30-34	Owner managers of unincorporated enterprises	49	3
Other Territories	35-39	Contributing family workers	0	4
Other Territories	35-39	Employee		8
Other Territories	35-39	Employee	0	17
Other Territories	35-39	Employee	1	10
Other Territories	35-39	Employee	16	17
Other Territories	35-39	Employee	25	22
Other Territories	35-39	Employee	35	64
Other Territories	35-39	Employee	40	41
Other Territories	35-39	Employee	41	36
Other Territories	35-39	Employee	49	43
Other Territories	35-39	Owner managers of incorporated enterprises	40	4
Other Territories	35-39	Owner managers of incorporated enterprises	49	7
Other Territories	35-39	Owner managers of unincorporated enterprises	1	4
Other Territories	35-39	Owner managers of unincorporated enterprises	40	8
Other Territories	35-39	Owner managers of unincorporated enterprises	49	5
Other Territories	40-44		40	4
Other Territories	40-44		49	3
Other Territories	40-44	Employee		8
Other Territories	40-44	Employee	0	24
Other Territories	40-44	Employee	1	17
Other Territories	40-44	Employee	16	16
Other Territories	40-44	Employee	25	20
Other Territories	40-44	Employee	35	55
Other Territories	40-44	Employee	40	45
Other Territories	40-44	Employee	41	34
Other Territories	40-44	Employee	49	31
Other Territories	40-44	Owner managers of incorporated enterprises	25	3
Other Territories	40-44	Owner managers of incorporated enterprises	40	3
Other Territories	40-44	Owner managers of incorporated enterprises	41	3
Other Territories	40-44	Owner managers of incorporated enterprises	49	5
Other Territories	40-44	Owner managers of unincorporated enterprises	35	4
Other Territories	40-44	Owner managers of unincorporated enterprises	40	3
Other Territories	40-44	Owner managers of unincorporated enterprises	49	9
Other Territories	45-49	Employee		7
Other Territories	45-49	Employee	0	14
Other Territories	45-49	Employee	1	13
Other Territories	45-49	Employee	16	14
Other Territories	45-49	Employee	25	19
Other Territories	45-49	Employee	35	66
Other Territories	45-49	Employee	40	43
Other Territories	45-49	Employee	41	29
Other Territories	45-49	Employee	49	37
Other Territories	45-49	Owner managers of incorporated enterprises	40	3
Other Territories	45-49	Owner managers of incorporated enterprises	49	7
Other Territories	45-49	Owner managers of unincorporated enterprises	0	3
Other Territories	45-49	Owner managers of unincorporated enterprises	1	10
Other Territories	45-49	Owner managers of unincorporated enterprises	16	3
Other Territories	45-49	Owner managers of unincorporated enterprises	25	3
Other Territories	45-49	Owner managers of unincorporated enterprises	35	3
Other Territories	45-49	Owner managers of unincorporated enterprises	40	6
Other Territories	45-49	Owner managers of unincorporated enterprises	41	3
Other Territories	45-49	Owner managers of unincorporated enterprises	49	12
Other Territories	50-54		35	3
Other Territories	50-54		40	3
Other Territories	50-54		49	4
Other Territories	50-54	Employee		10
Other Territories	50-54	Employee	0	16
Other Territories	50-54	Employee	1	23
Other Territories	50-54	Employee	16	7
Other Territories	50-54	Employee	25	33
Other Territories	50-54	Employee	35	75
Other Territories	50-54	Employee	40	38
Other Territories	50-54	Employee	41	33
Other Territories	50-54	Employee	49	52
Other Territories	50-54	Owner managers of incorporated enterprises	25	3
Other Territories	50-54	Owner managers of incorporated enterprises	40	3
Other Territories	50-54	Owner managers of incorporated enterprises	49	6
Other Territories	50-54	Owner managers of unincorporated enterprises		3
Other Territories	50-54	Owner managers of unincorporated enterprises	16	4
Other Territories	50-54	Owner managers of unincorporated enterprises	25	3
Other Territories	50-54	Owner managers of unincorporated enterprises	35	6
Other Territories	50-54	Owner managers of unincorporated enterprises	40	9
Other Territories	50-54	Owner managers of unincorporated enterprises	49	6
Other Territories	55-59		25	3
Other Territories	55-59		40	3
Other Territories	55-59	Contributing family workers	25	3
Other Territories	55-59	Contributing family workers	49	3
Other Territories	55-59	Employee		4
Other Territories	55-59	Employee	0	19
Other Territories	55-59	Employee	1	14
Other Territories	55-59	Employee	16	8
Other Territories	55-59	Employee	25	17
Other Territories	55-59	Employee	35	72
Other Territories	55-59	Employee	40	30
Other Territories	55-59	Employee	41	33
Other Territories	55-59	Employee	49	38
Other Territories	55-59	Owner managers of incorporated enterprises	0	3
Other Territories	55-59	Owner managers of incorporated enterprises	40	8
Other Territories	55-59	Owner managers of incorporated enterprises	41	3
Other Territories	55-59	Owner managers of incorporated enterprises	49	5
Other Territories	55-59	Owner managers of unincorporated enterprises	1	6
Other Territories	55-59	Owner managers of unincorporated enterprises	16	5
Other Territories	55-59	Owner managers of unincorporated enterprises	25	4
Other Territories	55-59	Owner managers of unincorporated enterprises	35	4
Other Territories	55-59	Owner managers of unincorporated enterprises	40	6
Other Territories	55-59	Owner managers of unincorporated enterprises	41	10
