STE_NAME16	Age	EmploymentStatus	LabourForceStatus	Sex	workers
Australian Capital Territory	75+	Contributing family workers		M	13
Australian Capital Territory	75+	Contributing family workers	Employed (full-time)	F	5
Australian Capital Territory	75+	Contributing family workers	Employed (full-time)	M	7
Australian Capital Territory	75+	Contributing family workers	Employed (part-time)	F	16
Australian Capital Territory	75+	Contributing family workers	Employed (part-time)	M	30
Australian Capital Territory	75+	Employee		F	21
Australian Capital Territory	75+	Employee		M	22
Australian Capital Territory	75+	Employee	Employed (full-time)	F	30
Australian Capital Territory	75+	Employee	Employed (full-time)	M	57
Australian Capital Territory	75+	Employee	Employed (part-time)	F	82
Australian Capital Territory	75+	Employee	Employed (part-time)	M	130
Australian Capital Territory	75+	Owner managers of incorporated enterprises		F	-2
Australian Capital Territory	75+	Owner managers of incorporated enterprises		M	10
Australian Capital Territory	75+	Owner managers of incorporated enterprises	Employed (full-time)	F	6
Australian Capital Territory	75+	Owner managers of incorporated enterprises	Employed (full-time)	M	40
Australian Capital Territory	75+	Owner managers of incorporated enterprises	Employed (part-time)	F	20
Australian Capital Territory	75+	Owner managers of incorporated enterprises	Employed (part-time)	M	34
Australian Capital Territory	75+	Owner managers of unincorporated enterprises		F	2
Australian Capital Territory	75+	Owner managers of unincorporated enterprises		M	12
Australian Capital Territory	75+	Owner managers of unincorporated enterprises	Employed (full-time)	F	9
Australian Capital Territory	75+	Owner managers of unincorporated enterprises	Employed (full-time)	M	16
Australian Capital Territory	75+	Owner managers of unincorporated enterprises	Employed (part-time)	F	29
Australian Capital Territory	75+	Owner managers of unincorporated enterprises	Employed (part-time)	M	60
Other Territories	15-19			F	0
Other Territories	15-19			M	0
Other Territories	15-19		Employed (part-time)	F	0
Other Territories	15-19		Employed (part-time)	F	0
Other Territories	15-19		Employed (part-time)	M	0
Other Territories	15-19		Employed (part-time)	M	0
Other Territories	15-19	Contributing family workers		F	0
Other Territories	15-19	Contributing family workers		M	0
Other Territories	15-19	Contributing family workers	Employed (part-time)	F	0
Other Territories	15-19	Contributing family workers	Employed (part-time)	F	0
Other Territories	15-19	Contributing family workers	Employed (part-time)	M	0
Other Territories	15-19	Contributing family workers	Employed (part-time)	M	0
Other Territories	15-19	Employee		F	7
Other Territories	15-19	Employee		M	1
Other Territories	15-19	Employee	Employed (part-time)	F	3
Other Territories	15-19	Employee	Employed (part-time)	F	23
Other Territories	15-19	Employee	Employed (part-time)	M	17
Other Territories	15-19	Employee	Employed (part-time)	M	19
Other Territories	15-19	Owner managers of incorporated enterprises		F	0
Other Territories	15-19	Owner managers of incorporated enterprises		M	0
Other Territories	15-19	Owner managers of incorporated enterprises	Employed (part-time)	F	0
Other Territories	15-19	Owner managers of incorporated enterprises	Employed (part-time)	F	0
Other Territories	15-19	Owner managers of incorporated enterprises	Employed (part-time)	M	0
Other Territories	15-19	Owner managers of incorporated enterprises	Employed (part-time)	M	0
Other Territories	15-19	Owner managers of unincorporated enterprises		F	0
Other Territories	15-19	Owner managers of unincorporated enterprises		M	0
Other Territories	15-19	Owner managers of unincorporated enterprises	Employed (part-time)	F	0
Other Territories	15-19	Owner managers of unincorporated enterprises	Employed (part-time)	F	0
Other Territories	15-19	Owner managers of unincorporated enterprises	Employed (part-time)	M	0
Other Territories	15-19	Owner managers of unincorporated enterprises	Employed (part-time)	M	0
Other Territories	20-24			F	0
Other Territories	20-24			M	0
Other Territories	20-24		Employed (part-time)	F	0
Other Territories	20-24		Employed (part-time)	F	0
Other Territories	20-24		Employed (part-time)	M	0
Other Territories	20-24		Employed (part-time)	M	0
Other Territories	20-24	Contributing family workers		F	0
Other Territories	20-24	Contributing family workers		M	0
Other Territories	20-24	Contributing family workers	Employed (part-time)	F	0
Other Territories	20-24	Contributing family workers	Employed (part-time)	F	0
Other Territories	20-24	Contributing family workers	Employed (part-time)	M	0
Other Territories	20-24	Contributing family workers	Employed (part-time)	M	0
Other Territories	20-24	Employee		F	9
Other Territories	20-24	Employee		M	14
Other Territories	20-24	Employee	Employed (part-time)	F	37
Other Territories	20-24	Employee	Employed (part-time)	F	21
Other Territories	20-24	Employee	Employed (part-time)	M	66
Other Territories	20-24	Employee	Employed (part-time)	M	18
Other Territories	20-24	Owner managers of incorporated enterprises		F	0
Other Territories	20-24	Owner managers of incorporated enterprises		M	0
Other Territories	20-24	Owner managers of incorporated enterprises	Employed (part-time)	F	0
Other Territories	20-24	Owner managers of incorporated enterprises	Employed (part-time)	F	0
Other Territories	20-24	Owner managers of incorporated enterprises	Employed (part-time)	M	0
Other Territories	20-24	Owner managers of incorporated enterprises	Employed (part-time)	M	0
Other Territories	20-24	Owner managers of unincorporated enterprises		F	0
Other Territories	20-24	Owner managers of unincorporated enterprises		M	0
Other Territories	20-24	Owner managers of unincorporated enterprises	Employed (part-time)	F	0
Other Territories	20-24	Owner managers of unincorporated enterprises	Employed (part-time)	F	0
Other Territories	20-24	Owner managers of unincorporated enterprises	Employed (part-time)	M	0
Other Territories	20-24	Owner managers of unincorporated enterprises	Employed (part-time)	M	0
Other Territories	25-29			F	0
Other Territories	25-29			M	0
Other Territories	25-29		Employed (part-time)	F	0
Other Territories	25-29		Employed (part-time)	F	0
Other Territories	25-29		Employed (part-time)	M	0
Other Territories	25-29		Employed (part-time)	M	0
Other Territories	25-29	Contributing family workers		F	0
Other Territories	25-29	Contributing family workers		M	0
Other Territories	25-29	Contributing family workers	Employed (part-time)	F	0
Other Territories	25-29	Contributing family workers	Employed (part-time)	F	0
Other Territories	25-29	Contributing family workers	Employed (part-time)	M	0
Other Territories	25-29	Contributing family workers	Employed (part-time)	M	0
Other Territories	25-29	Employee		F	10
Other Territories	25-29	Employee		M	6
Other Territories	25-29	Employee	Employed (part-time)	F	63
Other Territories	25-29	Employee	Employed (part-time)	F	17
Other Territories	25-29	Employee	Employed (part-time)	M	94
Other Territories	25-29	Employee	Employed (part-time)	M	18
Other Territories	25-29	Owner managers of incorporated enterprises		F	0
Other Territories	25-29	Owner managers of incorporated enterprises		M	4
Other Territories	25-29	Owner managers of incorporated enterprises	Employed (part-time)	F	0
Other Territories	25-29	Owner managers of incorporated enterprises	Employed (part-time)	F	0
Other Territories	25-29	Owner managers of incorporated enterprises	Employed (part-time)	M	0
Other Territories	25-29	Owner managers of incorporated enterprises	Employed (part-time)	M	0
Other Territories	25-29	Owner managers of unincorporated enterprises		F	0
Other Territories	25-29	Owner managers of unincorporated enterprises		M	-2
Other Territories	25-29	Owner managers of unincorporated enterprises	Employed (part-time)	F	0
Other Territories	25-29	Owner managers of unincorporated enterprises	Employed (part-time)	F	0
Other Territories	25-29	Owner managers of unincorporated enterprises	Employed (part-time)	M	8
Other Territories	25-29	Owner managers of unincorporated enterprises	Employed (part-time)	M	4
Other Territories	30-34			F	0
Other Territories	30-34			M	0
Other Territories	30-34		Employed (part-time)	F	3
Other Territories	30-34		Employed (part-time)	F	0
Other Territories	30-34		Employed (part-time)	M	3
Other Territories	30-34		Employed (part-time)	M	0
Other Territories	30-34	Contributing family workers		F	0
Other Territories	30-34	Contributing family workers		M	0
Other Territories	30-34	Contributing family workers	Employed (part-time)	F	0
Other Territories	30-34	Contributing family workers	Employed (part-time)	F	0
Other Territories	30-34	Contributing family workers	Employed (part-time)	M	0
Other Territories	30-34	Contributing family workers	Employed (part-time)	M	0
Other Territories	30-34	Employee		F	10
Other Territories	30-34	Employee		M	5
Other Territories	30-34	Employee	Employed (part-time)	F	53
Other Territories	30-34	Employee	Employed (part-time)	F	38
Other Territories	30-34	Employee	Employed (part-time)	M	106
Other Territories	30-34	Employee	Employed (part-time)	M	16
Other Territories	30-34	Owner managers of incorporated enterprises		F	0
Other Territories	30-34	Owner managers of incorporated enterprises		M	0
Other Territories	30-34	Owner managers of incorporated enterprises	Employed (part-time)	F	0
Other Territories	30-34	Owner managers of incorporated enterprises	Employed (part-time)	F	4
Other Territories	30-34	Owner managers of incorporated enterprises	Employed (part-time)	M	5
Other Territories	30-34	Owner managers of incorporated enterprises	Employed (part-time)	M	0
Other Territories	30-34	Owner managers of unincorporated enterprises		F	3
Other Territories	30-34	Owner managers of unincorporated enterprises		M	6
Other Territories	30-34	Owner managers of unincorporated enterprises	Employed (part-time)	F	3
Other Territories	30-34	Owner managers of unincorporated enterprises	Employed (part-time)	F	9
Other Territories	30-34	Owner managers of unincorporated enterprises	Employed (part-time)	M	4
Other Territories	30-34	Owner managers of unincorporated enterprises	Employed (part-time)	M	3
Other Territories	35-39			F	3
Other Territories	35-39			M	0
Other Territories	35-39		Employed (part-time)	F	0
Other Territories	35-39		Employed (part-time)	F	0
Other Territories	35-39		Employed (part-time)	M	3
Other Territories	35-39		Employed (part-time)	M	0
Other Territories	35-39	Contributing family workers		F	3
Other Territories	35-39	Contributing family workers		M	0
Other Territories	35-39	Contributing family workers	Employed (part-time)	F	0
Other Territories	35-39	Contributing family workers	Employed (part-time)	F	0
Other Territories	35-39	Contributing family workers	Employed (part-time)	M	0
Other Territories	35-39	Contributing family workers	Employed (part-time)	M	0
Other Territories	35-39	Employee		F	1
Other Territories	35-39	Employee		M	19
Other Territories	35-39	Employee	Employed (part-time)	F	64
Other Territories	35-39	Employee	Employed (part-time)	F	34
Other Territories	35-39	Employee	Employed (part-time)	M	120
Other Territories	35-39	Employee	Employed (part-time)	M	19
Other Territories	35-39	Owner managers of incorporated enterprises		F	-3
Other Territories	35-39	Owner managers of incorporated enterprises		M	4
