STE_NAME16	Age	IncomeTotPersonal.max	Occupation	workers
Australian Capital Territory	15-19		Technicians and trades workers	24
Australian Capital Territory	15-19	0		16
Australian Capital Territory	15-19	0	Clerical and administrative workers	3
Australian Capital Territory	15-19	0	Community and personal service workers	53
Australian Capital Territory	15-19	0	Labourers	46
Australian Capital Territory	15-19	0	Machinery operators and drivers	4
Australian Capital Territory	15-19	0	Professionals	7
Australian Capital Territory	15-19	0	Sales workers	56
Australian Capital Territory	15-19	0	Technicians and trades workers	10
Australian Capital Territory	15-19	7875		50
Australian Capital Territory	15-19	7875	Clerical and administrative workers	111
Australian Capital Territory	15-19	7875	Community and personal service workers	1312
Australian Capital Territory	15-19	7875	Labourers	889
Australian Capital Territory	15-19	7875	Machinery operators and drivers	80
Australian Capital Territory	15-19	7875	Managers	41
Australian Capital Territory	15-19	7875	Professionals	193
Australian Capital Territory	15-19	7875	Sales workers	2209
Australian Capital Territory	15-19	7875	Technicians and trades workers	134
Australian Capital Territory	15-19	15750		18
Australian Capital Territory	15-19	15750	Clerical and administrative workers	127
Australian Capital Territory	15-19	15750	Community and personal service workers	654
Australian Capital Territory	15-19	15750	Labourers	322
Australian Capital Territory	15-19	15750	Machinery operators and drivers	58
Australian Capital Territory	15-19	15750	Managers	28
Australian Capital Territory	15-19	15750	Professionals	50
Australian Capital Territory	15-19	15750	Sales workers	883
Australian Capital Territory	15-19	15750	Technicians and trades workers	81
Australian Capital Territory	15-19	21000		5
Australian Capital Territory	15-19	21000	Clerical and administrative workers	53
Australian Capital Territory	15-19	21000	Community and personal service workers	281
Australian Capital Territory	15-19	21000	Labourers	109
Australian Capital Territory	15-19	21000	Machinery operators and drivers	11
Australian Capital Territory	15-19	21000	Managers	13
Australian Capital Territory	15-19	21000	Professionals	26
Australian Capital Territory	15-19	21000	Sales workers	296
Australian Capital Territory	15-19	21000	Technicians and trades workers	104
Australian Capital Territory	15-19	26250		9
Australian Capital Territory	15-19	26250	Clerical and administrative workers	51
Australian Capital Territory	15-19	26250	Community and personal service workers	220
Australian Capital Territory	15-19	26250	Labourers	70
Australian Capital Territory	15-19	26250	Machinery operators and drivers	16
Australian Capital Territory	15-19	26250	Managers	21
Australian Capital Territory	15-19	26250	Professionals	22
Australian Capital Territory	15-19	26250	Sales workers	182
Australian Capital Territory	15-19	26250	Technicians and trades workers	239
Australian Capital Territory	15-19	34125		10
Australian Capital Territory	15-19	34125	Clerical and administrative workers	83
Australian Capital Territory	15-19	34125	Community and personal service workers	187
Australian Capital Territory	15-19	34125	Labourers	84
Australian Capital Territory	15-19	34125	Machinery operators and drivers	18
Australian Capital Territory	15-19	34125	Managers	158
Australian Capital Territory	15-19	34125	Professionals	33
Australian Capital Territory	15-19	34125	Sales workers	163
Australian Capital Territory	15-19	34125	Technicians and trades workers	222
Australian Capital Territory	15-19	42000		5
Australian Capital Territory	15-19	42000	Clerical and administrative workers	103
Australian Capital Territory	15-19	42000	Community and personal service workers	147
Australian Capital Territory	15-19	42000	Labourers	69
Australian Capital Territory	15-19	42000	Machinery operators and drivers	15
Australian Capital Territory	15-19	42000	Managers	111
Australian Capital Territory	15-19	42000	Professionals	23
Australian Capital Territory	15-19	42000	Sales workers	76
Australian Capital Territory	15-19	42000	Technicians and trades workers	97
Australian Capital Territory	15-19	52500		7
Australian Capital Territory	15-19	52500	Clerical and administrative workers	101
Australian Capital Territory	15-19	52500	Community and personal service workers	71
Australian Capital Territory	15-19	52500	Labourers	37
Australian Capital Territory	15-19	52500	Machinery operators and drivers	18
Australian Capital Territory	15-19	52500	Managers	68
Australian Capital Territory	15-19	52500	Professionals	28
Australian Capital Territory	15-19	52500	Sales workers	36
Australian Capital Territory	15-19	52500	Technicians and trades workers	41
Australian Capital Territory	15-19	65625		10
Australian Capital Territory	15-19	65625	Clerical and administrative workers	49
Australian Capital Territory	15-19	65625	Community and personal service workers	20
Australian Capital Territory	15-19	65625	Labourers	16
Australian Capital Territory	15-19	65625	Managers	24
Australian Capital Territory	15-19	65625	Professionals	17
Australian Capital Territory	15-19	65625	Sales workers	4
Australian Capital Territory	15-19	65625	Technicians and trades workers	15
Australian Capital Territory	15-19	78750	Clerical and administrative workers	12
Australian Capital Territory	15-19	78750	Community and personal service workers	6
Australian Capital Territory	15-19	78750	Labourers	3
Australian Capital Territory	15-19	78750	Machinery operators and drivers	6
Australian Capital Territory	15-19	78750	Managers	10
Australian Capital Territory	15-19	105000	Community and personal service workers	3
Australian Capital Territory	15-19	105000	Labourers	5
Australian Capital Territory	15-19	157500	Clerical and administrative workers	4
Australian Capital Territory	15-19	157500	Managers	3
Australian Capital Territory	15-19	Inf		3
Australian Capital Territory	15-19	Inf	Community and personal service workers	4
Australian Capital Territory	15-19	Inf	Sales workers	3
Australian Capital Territory	20-24			44
Australian Capital Territory	20-24		Clerical and administrative workers	32
Australian Capital Territory	20-24		Community and personal service workers	51
Australian Capital Territory	20-24		Labourers	21
Australian Capital Territory	20-24		Machinery operators and drivers	7
Australian Capital Territory	20-24		Managers	15
Australian Capital Territory	20-24		Professionals	23
Australian Capital Territory	20-24		Sales workers	34
Australian Capital Territory	20-24		Technicians and trades workers	50
Australian Capital Territory	20-24	0		3
Australian Capital Territory	20-24	0	Clerical and administrative workers	12
Australian Capital Territory	20-24	0	Community and personal service workers	23
Australian Capital Territory	20-24	0	Labourers	21
Australian Capital Territory	20-24	0	Machinery operators and drivers	3
Australian Capital Territory	20-24	0	Managers	3
Australian Capital Territory	20-24	0	Professionals	21
Australian Capital Territory	20-24	0	Sales workers	17
Australian Capital Territory	20-24	0	Technicians and trades workers	3
Australian Capital Territory	20-24	7875		17
Australian Capital Territory	20-24	7875	Clerical and administrative workers	92
Australian Capital Territory	20-24	7875	Community and personal service workers	343
Australian Capital Territory	20-24	7875	Labourers	94
Australian Capital Territory	20-24	7875	Machinery operators and drivers	24
Australian Capital Territory	20-24	7875	Managers	17
Australian Capital Territory	20-24	7875	Professionals	143
Australian Capital Territory	20-24	7875	Sales workers	240
Australian Capital Territory	20-24	7875	Technicians and trades workers	34
Australian Capital Territory	20-24	15750		23
Australian Capital Territory	20-24	15750	Clerical and administrative workers	208
Australian Capital Territory	20-24	15750	Community and personal service workers	788
Australian Capital Territory	20-24	15750	Labourers	202
Australian Capital Territory	20-24	15750	Machinery operators and drivers	52
Australian Capital Territory	20-24	15750	Managers	43
Australian Capital Territory	20-24	15750	Professionals	187
Australian Capital Territory	20-24	15750	Sales workers	568
Australian Capital Territory	20-24	15750	Technicians and trades workers	60
Australian Capital Territory	20-24	21000		19
Australian Capital Territory	20-24	21000	Clerical and administrative workers	199
Australian Capital Territory	20-24	21000	Community and personal service workers	660
Australian Capital Territory	20-24	21000	Labourers	179
Australian Capital Territory	20-24	21000	Machinery operators and drivers	42
Australian Capital Territory	20-24	21000	Managers	38
Australian Capital Territory	20-24	21000	Professionals	145
Australian Capital Territory	20-24	21000	Sales workers	542
Australian Capital Territory	20-24	21000	Technicians and trades workers	105
Australian Capital Territory	20-24	26250		21
Australian Capital Territory	20-24	26250	Clerical and administrative workers	237
Australian Capital Territory	20-24	26250	Community and personal service workers	621
Australian Capital Territory	20-24	26250	Labourers	225
Australian Capital Territory	20-24	26250	Machinery operators and drivers	35
Australian Capital Territory	20-24	26250	Managers	44
Australian Capital Territory	20-24	26250	Professionals	149
Australian Capital Territory	20-24	26250	Sales workers	473
Australian Capital Territory	20-24	26250	Technicians and trades workers	226
Australian Capital Territory	20-24	34125		25
Australian Capital Territory	20-24	34125	Clerical and administrative workers	318
Australian Capital Territory	20-24	34125	Community and personal service workers	666
Australian Capital Territory	20-24	34125	Labourers	242
Australian Capital Territory	20-24	34125	Machinery operators and drivers	51
Australian Capital Territory	20-24	34125	Managers	141
Australian Capital Territory	20-24	34125	Professionals	200
Australian Capital Territory	20-24	34125	Sales workers	535
Australian Capital Territory	20-24	34125	Technicians and trades workers	471
Australian Capital Territory	20-24	42000		58
Australian Capital Territory	20-24	42000	Clerical and administrative workers	457
Australian Capital Territory	20-24	42000	Community and personal service workers	676
Australian Capital Territory	20-24	42000	Labourers	184
Australian Capital Territory	20-24	42000	Machinery operators and drivers	71
Australian Capital Territory	20-24	42000	Managers	299
Australian Capital Territory	20-24	42000	Professionals	246
Australian Capital Territory	20-24	42000	Sales workers	392
Australian Capital Territory	20-24	42000	Technicians and trades workers	578
Australian Capital Territory	20-24	52500		53
Australian Capital Territory	20-24	52500	Clerical and administrative workers	689
Australian Capital Territory	20-24	52500	Community and personal service workers	536
Australian Capital Territory	20-24	52500	Labourers	182
Australian Capital Territory	20-24	52500	Machinery operators and drivers	89
Australian Capital Territory	20-24	52500	Managers	455
Australian Capital Territory	20-24	52500	Professionals	441
Australian Capital Territory	20-24	52500	Sales workers	354
Australian Capital Territory	20-24	52500	Technicians and trades workers	564
Australian Capital Territory	20-24	65625		81
Australian Capital Territory	20-24	65625	Clerical and administrative workers	854
Australian Capital Territory	20-24	65625	Community and personal service workers	312
Australian Capital Territory	20-24	65625	Labourers	86
Australian Capital Territory	20-24	65625	Machinery operators and drivers	39
Australian Capital Territory	20-24	65625	Managers	317
Australian Capital Territory	20-24	65625	Professionals	1075
Australian Capital Territory	20-24	65625	Sales workers	129
