SA3_NAME16	Age	ModeTravelToWork	NumberModes	workers
Mitcham	25-34	Train	1	13
Mitcham	25-34	Train and bus	2	16
Mitcham	25-34	Train and car as driver	2	4
Mitcham	25-34	Train and car as passenger	2	3
Mitcham	25-34	Train and two other methods	3	4
Mitcham	25-34	Truck	1	14
Mitcham	25-34	Walked only	1	108
Mitcham	25-34	Worked at home		120
Mitcham	35-44	Bicycle	1	57
Mitcham	35-44	Bus	1	134
Mitcham	35-44	Bus and car as driver	2	49
Mitcham	35-44	Bus and car as passenger	2	9
Mitcham	35-44	Bus and other	2	3
Mitcham	35-44	Bus and two other methods excludes train	3	3
Mitcham	35-44	Car as driver	1	4102
Mitcham	35-44	Car as passenger	1	132
Mitcham	35-44	Did not go to work		688
Mitcham	35-44	Method of travel not stated		33
Mitcham	35-44	Motorbike scooter	1	21
Mitcham	35-44	(Other)	1	21
Mitcham	35-44	Other two methods	2	34
Mitcham	35-44	Taxi	1	10
Mitcham	35-44	Train	1	14
Mitcham	35-44	Train and bus	2	8
Mitcham	35-44	Train and car as driver	2	3
Mitcham	35-44	Train and two other methods	3	3
Mitcham	35-44	Truck	1	9
Mitcham	35-44	Walked only	1	100
Mitcham	35-44	Worked at home		296
Mitcham	45-54	Bicycle	1	86
Mitcham	45-54	Bus	1	127
Mitcham	45-54	Bus and car as driver	2	48
Mitcham	45-54	Bus and car as passenger	2	9
Mitcham	45-54	Bus and other	2	3
Mitcham	45-54	Bus and tram includes light rail	2	5
Mitcham	45-54	Car as driver	1	4573
Mitcham	45-54	Car as passenger	1	168
Mitcham	45-54	Did not go to work		594
Mitcham	45-54	Method of travel not stated		35
Mitcham	45-54	Motorbike scooter	1	29
Mitcham	45-54	(Other)	1	23
Mitcham	45-54	Other three methods	3	3
Mitcham	45-54	Other two methods	2	33
Mitcham	45-54	Taxi	1	11
Mitcham	45-54	Train	1	9
Mitcham	45-54	Train and bus	2	6
Mitcham	45-54	Train and car as driver	2	3
Mitcham	45-54	Train and two other methods	3	3
Mitcham	45-54	Tram includes light rail	1	5
Mitcham	45-54	Truck	1	16
Mitcham	45-54	Walked only	1	109
Mitcham	45-54	Worked at home		335
Mitcham	55-64	Bicycle	1	51
Mitcham	55-64	Bus	1	126
Mitcham	55-64	Bus and car as driver	2	47
Mitcham	55-64	Bus and car as passenger	2	4
Mitcham	55-64	Bus and other	2	6
Mitcham	55-64	Bus and two other methods excludes train	3	3
Mitcham	55-64	Car as driver	1	3389
Mitcham	55-64	Car as passenger	1	126
Mitcham	55-64	Did not go to work		594
Mitcham	55-64	Method of travel not stated		35
Mitcham	55-64	Motorbike scooter	1	13
Mitcham	55-64	(Other)	1	21
Mitcham	55-64	Other two methods	2	17
Mitcham	55-64	Taxi	1	6
Mitcham	55-64	Train	1	9
Mitcham	55-64	Train and bus	2	7
Mitcham	55-64	Train and car as driver	2	5
Mitcham	55-64	Train and two other methods	3	3
Mitcham	55-64	Truck	1	4
Mitcham	55-64	Walked only	1	96
Mitcham	55-64	Worked at home		316
Mitcham	65-74	Bicycle	1	6
Mitcham	65-74	Bus	1	22
Mitcham	65-74	Bus and car as driver	2	7
Mitcham	65-74	Car as driver	1	631
Mitcham	65-74	Car as passenger	1	35
Mitcham	65-74	Did not go to work		168
Mitcham	65-74	Method of travel not stated		20
Mitcham	65-74	(Other)	1	9
Mitcham	65-74	Other two methods	2	8
Mitcham	65-74	Taxi	1	4
Mitcham	65-74	Train	1	3
Mitcham	65-74	Truck	1	6
Mitcham	65-74	Walked only	1	20
Mitcham	65-74	Worked at home		200
Mitcham	75+	Bus	1	3
Mitcham	75+	Car as driver	1	60
Mitcham	75+	Car as passenger	1	3
Mitcham	75+	Did not go to work		22
Mitcham	75+	Method of travel not stated		8
Mitcham	75+	(Other)	1	3
Mitcham	75+	Walked only	1	3
Mitcham	75+	Worked at home		55
Onkaparinga	15-24	Bicycle	1	24
Onkaparinga	15-24	Bus	1	126
Onkaparinga	15-24	Bus and car as driver	2	3
Onkaparinga	15-24	Bus and car as passenger	2	30
Onkaparinga	15-24	Bus and other	2	3
Onkaparinga	15-24	Bus and two other methods excludes train	3	4
Onkaparinga	15-24	Car as driver	1	3802
Onkaparinga	15-24	Car as passenger	1	919
Onkaparinga	15-24	Did not go to work		1247
Onkaparinga	15-24	Method of travel not stated		71
Onkaparinga	15-24	Motorbike scooter	1	30
Onkaparinga	15-24	(Other)	1	22
Onkaparinga	15-24	Other two methods	2	43
Onkaparinga	15-24	Taxi	1	4
Onkaparinga	15-24	Train	1	29
Onkaparinga	15-24	Train and bus	2	27
Onkaparinga	15-24	Train and car as driver	2	11
Onkaparinga	15-24	Train and two other methods	3	18
Onkaparinga	15-24	Truck	1	11
Onkaparinga	15-24	Walked only	1	203
Onkaparinga	15-24	Worked at home		61
Onkaparinga	25-34	Bicycle	1	39
Onkaparinga	25-34	Bus	1	84
Onkaparinga	25-34	Bus and car as driver	2	3
Onkaparinga	25-34	Bus and car as passenger	2	6
Onkaparinga	25-34	Car as driver	1	5203
Onkaparinga	25-34	Car as passenger	1	275
Onkaparinga	25-34	Did not go to work		888
Onkaparinga	25-34	Ferry	1	7
Onkaparinga	25-34	Method of travel not stated		51
Onkaparinga	25-34	Motorbike scooter	1	21
Onkaparinga	25-34	(Other)	1	35
Onkaparinga	25-34	Other two methods	2	36
Onkaparinga	25-34	Taxi	1	6
Onkaparinga	25-34	Train	1	26
Onkaparinga	25-34	Train and bus	2	13
Onkaparinga	25-34	Train and car as driver	2	4
Onkaparinga	25-34	Train and other	2	6
Onkaparinga	25-34	Train and two other methods	3	9
Onkaparinga	25-34	Tram includes light rail	1	3
Onkaparinga	25-34	Truck	1	24
Onkaparinga	25-34	Walked only	1	100
Onkaparinga	25-34	Worked at home		293
Onkaparinga	35-44	Bicycle	1	36
Onkaparinga	35-44	Bus	1	53
Onkaparinga	35-44	Bus and car as driver	2	3
Onkaparinga	35-44	Bus and car as passenger	2	3
Onkaparinga	35-44	Car as driver	1	5753
Onkaparinga	35-44	Car as passenger	1	191
Onkaparinga	35-44	Did not go to work		728
Onkaparinga	35-44	Ferry	1	3
Onkaparinga	35-44	Method of travel not stated		54
Onkaparinga	35-44	Motorbike scooter	1	26
Onkaparinga	35-44	(Other)	1	39
Onkaparinga	35-44	Other two methods	2	36
Onkaparinga	35-44	Taxi	1	9
Onkaparinga	35-44	Train	1	15
Onkaparinga	35-44	Train and bus	2	10
Onkaparinga	35-44	Train and car as driver	2	5
Onkaparinga	35-44	Train and two other methods	3	5
Onkaparinga	35-44	Truck	1	40
Onkaparinga	35-44	Walked only	1	111
Onkaparinga	35-44	Worked at home		544
Onkaparinga	45-54	Bicycle	1	28
Onkaparinga	45-54	Bus	1	49
Onkaparinga	45-54	Bus and car as driver	2	3
Onkaparinga	45-54	Bus and car as passenger	2	7
Onkaparinga	45-54	Car as driver	1	6325
Onkaparinga	45-54	Car as passenger	1	206
Onkaparinga	45-54	Did not go to work		673
Onkaparinga	45-54	Ferry	1	3
Onkaparinga	45-54	Method of travel not stated		55
Onkaparinga	45-54	Motorbike scooter	1	19
Onkaparinga	45-54	(Other)	1	57
Onkaparinga	45-54	Other two methods	2	35
Onkaparinga	45-54	Taxi	1	3
Onkaparinga	45-54	Train	1	23
Onkaparinga	45-54	Train and bus	2	11
Onkaparinga	45-54	Train and car as driver	2	3
Onkaparinga	45-54	Train and other	2	3
Onkaparinga	45-54	Train and two other methods	3	3
Onkaparinga	45-54	Truck	1	84
Onkaparinga	45-54	Walked only	1	148
Onkaparinga	45-54	Worked at home		583
Onkaparinga	55-64	Bicycle	1	36
Onkaparinga	55-64	Bus	1	28
Onkaparinga	55-64	Bus and car as passenger	2	4
Onkaparinga	55-64	Car as driver	1	4524
Onkaparinga	55-64	Car as passenger	1	166
Onkaparinga	55-64	Did not go to work		662
Onkaparinga	55-64	Ferry	1	3
Onkaparinga	55-64	Method of travel not stated		49
Onkaparinga	55-64	Motorbike scooter	1	19
Onkaparinga	55-64	(Other)	1	45
Onkaparinga	55-64	Other two methods	2	26
Onkaparinga	55-64	Taxi	1	15
Onkaparinga	55-64	Train	1	17
Onkaparinga	55-64	Train and bus	2	9
Onkaparinga	55-64	Train and car as driver	2	4
Onkaparinga	55-64	Train and two other methods	3	3
Onkaparinga	55-64	Truck	1	63
Onkaparinga	55-64	Walked only	1	113
Onkaparinga	55-64	Worked at home		542
Onkaparinga	65-74	Bus	1	9
Onkaparinga	65-74	Car as driver	1	869
Onkaparinga	65-74	Car as passenger	1	42
Onkaparinga	65-74	Did not go to work		189
Onkaparinga	65-74	Method of travel not stated		22
Onkaparinga	65-74	Motorbike scooter	1	3
Onkaparinga	65-74	(Other)	1	14
Onkaparinga	65-74	Train	1	3
Onkaparinga	65-74	Truck	1	20
Onkaparinga	65-74	Walked only	1	60
Onkaparinga	65-74	Worked at home		319
Onkaparinga	75+	Car as driver	1	69
Onkaparinga	75+	Car as passenger	1	7
Onkaparinga	75+	Did not go to work		23
Onkaparinga	75+	Method of travel not stated		12
Onkaparinga	75+	(Other)	1	3
Onkaparinga	75+	Walked only	1	7
Onkaparinga	75+	Worked at home		37
Charles Sturt	15-24	Bicycle	1	33
Charles Sturt	15-24	Bus	1	199
Charles Sturt	15-24	Bus and car as driver	2	4
Charles Sturt	15-24	Bus and car as passenger	2	21
Charles Sturt	15-24	Bus and two other methods excludes train	3	7
Charles Sturt	15-24	Car as driver	1	3621
Charles Sturt	15-24	Car as passenger	1	683
Charles Sturt	15-24	Did not go to work		1056
Charles Sturt	15-24	Method of travel not stated		47
Charles Sturt	15-24	Motorbike scooter	1	23
Charles Sturt	15-24	(Other)	1	18
Charles Sturt	15-24	Other two methods	2	42
Charles Sturt	15-24	Taxi	1	8
Charles Sturt	15-24	Train	1	39
Charles Sturt	15-24	Train and bus	2	23
Charles Sturt	15-24	Train and car as driver	2	9
Charles Sturt	15-24	Train and car as passenger	2	3
Charles Sturt	15-24	Train and two other methods	3	9
Charles Sturt	15-24	Tram includes light rail	1	3
Charles Sturt	15-24	Truck	1	5
Charles Sturt	15-24	Walked only	1	191
Charles Sturt	15-24	Worked at home		40
Charles Sturt	25-34	Bicycle	1	75
Charles Sturt	25-34	Bus	1	182
Charles Sturt	25-34	Bus and car as driver	2	11
Charles Sturt	25-34	Bus and car as passenger	2	16
Charles Sturt	25-34	Bus and tram includes light rail	2	7
Charles Sturt	25-34	Bus and two other methods excludes train	3	3
Charles Sturt	25-34	Car as driver	1	6232
Charles Sturt	25-34	Car as passenger	1	307
Charles Sturt	25-34	Did not go to work		809
Charles Sturt	25-34	Ferry	1	3
Charles Sturt	25-34	Method of travel not stated		61
Charles Sturt	25-34	Motorbike scooter	1	31
Charles Sturt	25-34	(Other)	1	39
Charles Sturt	25-34	Other two methods	2	66
Charles Sturt	25-34	Taxi	1	29
Charles Sturt	25-34	Train	1	38
Charles Sturt	25-34	Train and bus	2	18
Charles Sturt	25-34	Train and car as driver	2	10
Charles Sturt	25-34	Train and car as passenger	2	3
Charles Sturt	25-34	Train and other	2	3
Charles Sturt	25-34	Train and two other methods	3	9
Charles Sturt	25-34	Tram includes light rail	1	7
Charles Sturt	25-34	Truck	1	33
Charles Sturt	25-34	Walked only	1	127
Charles Sturt	25-34	Worked at home		215
Charles Sturt	35-44	Bicycle	1	70
Charles Sturt	35-44	Bus	1	103
Charles Sturt	35-44	Bus and car as driver	2	7
Charles Sturt	35-44	Bus and car as passenger	2	11
Charles Sturt	35-44	Bus and tram includes light rail	2	10
Charles Sturt	35-44	Bus and two other methods excludes train	3	6
Charles Sturt	35-44	Car as driver	1	6108
Charles Sturt	35-44	Car as passenger	1	198
Charles Sturt	35-44	Did not go to work		646
Charles Sturt	35-44	Ferry	1	3
Charles Sturt	35-44	Method of travel not stated		48
Charles Sturt	35-44	Motorbike scooter	1	22
Charles Sturt	35-44	(Other)	1	34
Charles Sturt	35-44	Other three methods	3	4
Charles Sturt	35-44	Other two methods	2	46
Charles Sturt	35-44	Taxi	1	16
Charles Sturt	35-44	Train	1	28
Charles Sturt	35-44	Train and bus	2	14
Charles Sturt	35-44	Train and car as driver	2	3
Charles Sturt	35-44	Train and other	2	4
Charles Sturt	35-44	Train and two other methods	3	10
Charles Sturt	35-44	Tram includes light rail	1	4
Charles Sturt	35-44	Truck	1	29
Charles Sturt	35-44	Walked only	1	109
Charles Sturt	35-44	Worked at home		327
Charles Sturt	45-54	Bicycle	1	96
Charles Sturt	45-54	Bus	1	106
Charles Sturt	45-54	Bus and car as driver	2	5
Charles Sturt	45-54	Bus and car as passenger	2	3
Charles Sturt	45-54	Bus and tram includes light rail	2	3
Charles Sturt	45-54	Car as driver	1	6933
Charles Sturt	45-54	Car as passenger	1	249
Charles Sturt	45-54	Did not go to work		620
Charles Sturt	45-54	Ferry	1	3
Charles Sturt	45-54	Method of travel not stated		59
Charles Sturt	45-54	Motorbike scooter	1	43
Charles Sturt	45-54	(Other)	1	50
Charles Sturt	45-54	Other three methods	3	3
Charles Sturt	45-54	Other two methods	2	42
Charles Sturt	45-54	Taxi	1	17
Charles Sturt	45-54	Train	1	29
Charles Sturt	45-54	Train and bus	2	8
Charles Sturt	45-54	Train and car as driver	2	10
Charles Sturt	45-54	Train and car as passenger	2	3
Charles Sturt	45-54	Train and other	2	3
Charles Sturt	45-54	Train and two other methods	3	6
Charles Sturt	45-54	Tram includes light rail	1	3
Charles Sturt	45-54	Truck	1	53
Charles Sturt	45-54	Walked only	1	156
Charles Sturt	45-54	Worked at home		376
Charles Sturt	55-64	Bicycle	1	58
Charles Sturt	55-64	Bus	1	78
Charles Sturt	55-64	Bus and car as driver	2	4
Charles Sturt	55-64	Bus and car as passenger	2	3
Charles Sturt	55-64	Bus and other	2	4
Charles Sturt	55-64	Bus and tram includes light rail	2	3
Charles Sturt	55-64	Car as driver	1	4940
Charles Sturt	55-64	Car as passenger	1	190
Charles Sturt	55-64	Did not go to work		567
Charles Sturt	55-64	Method of travel not stated		51
Charles Sturt	55-64	Motorbike scooter	1	23
Charles Sturt	55-64	(Other)	1	51
Charles Sturt	55-64	Other three methods	3	3
Charles Sturt	55-64	Other two methods	2	27
Charles Sturt	55-64	Taxi	1	18
Charles Sturt	55-64	Train	1	14
Charles Sturt	55-64	Train and bus	2	16
Charles Sturt	55-64	Train and car as driver	2	7
Charles Sturt	55-64	Train and two other methods	3	3
Charles Sturt	55-64	Truck	1	58
Charles Sturt	55-64	Walked only	1	121
Charles Sturt	55-64	Worked at home		285
Charles Sturt	65-74	Bicycle	1	7
Charles Sturt	65-74	Bus	1	14
Charles Sturt	65-74	Bus and car as driver	2	3
Charles Sturt	65-74	Car as driver	1	999
Charles Sturt	65-74	Car as passenger	1	38
Charles Sturt	65-74	Did not go to work		192
Charles Sturt	65-74	Method of travel not stated		21
Charles Sturt	65-74	(Other)	1	9
Charles Sturt	65-74	Other two methods	2	3
Charles Sturt	65-74	Taxi	1	4
Charles Sturt	65-74	Train	1	3
Charles Sturt	65-74	Train and two other methods	3	3
Charles Sturt	65-74	Truck	1	12
Charles Sturt	65-74	Walked only	1	31
Charles Sturt	65-74	Worked at home		156
Charles Sturt	75+	Bus	1	3
Charles Sturt	75+	Car as driver	1	85
Charles Sturt	75+	Car as passenger	1	5
Charles Sturt	75+	Did not go to work		25
Charles Sturt	75+	Method of travel not stated		19
Charles Sturt	75+	Walked only	1	8
Charles Sturt	75+	Worked at home		29
Port Adelaide - West	15-24	Bicycle	1	15
Port Adelaide - West	15-24	Bus	1	120
Port Adelaide - West	15-24	Bus and car as driver	2	4
Port Adelaide - West	15-24	Bus and car as passenger	2	11
Port Adelaide - West	15-24	Bus and other	2	3
Port Adelaide - West	15-24	Bus and tram includes light rail	2	3
Port Adelaide - West	15-24	Bus and two other methods excludes train	3	3
Port Adelaide - West	15-24	Car as driver	1	3093
Port Adelaide - West	15-24	Car as passenger	1	479
Port Adelaide - West	15-24	Did not go to work		674
Port Adelaide - West	15-24	Method of travel not stated		65
Port Adelaide - West	15-24	Motorbike scooter	1	24
Port Adelaide - West	15-24	(Other)	1	8
Port Adelaide - West	15-24	Other two methods	2	23
Port Adelaide - West	15-24	Taxi	1	3
Port Adelaide - West	15-24	Train	1	49
Port Adelaide - West	15-24	Train and bus	2	13
Port Adelaide - West	15-24	Train and car as passenger	2	13
Port Adelaide - West	15-24	Train and tram includes light rail	2	3
Port Adelaide - West	15-24	Train and two other methods	3	5
Port Adelaide - West	15-24	Tram includes light rail	1	3
Port Adelaide - West	15-24	Truck	1	8
Port Adelaide - West	15-24	Walked only	1	107
Port Adelaide - West	15-24	Worked at home		13
Port Adelaide - West	25-34	Bicycle	1	43
Port Adelaide - West	25-34	Bus	1	102
Port Adelaide - West	25-34	Bus and car as driver	2	6
Port Adelaide - West	25-34	Bus and car as passenger	2	10
Port Adelaide - West	25-34	Car as driver	1	6832
Port Adelaide - West	25-34	Car as passenger	1	334
Port Adelaide - West	25-34	Did not go to work		646
Port Adelaide - West	25-34	Method of travel not stated		68
Port Adelaide - West	25-34	Motorbike scooter	1	42
Port Adelaide - West	25-34	(Other)	1	33
Port Adelaide - West	25-34	Other two methods	2	61
Port Adelaide - West	25-34	Taxi	1	17
Port Adelaide - West	25-34	Train	1	27
Port Adelaide - West	25-34	Train and bus	2	11
Port Adelaide - West	25-34	Train and car as driver	2	11
Port Adelaide - West	25-34	Train and car as passenger	2	3
Port Adelaide - West	25-34	Train and two other methods	3	5
Port Adelaide - West	25-34	Tram includes light rail	1	3
Port Adelaide - West	25-34	Truck	1	47
Port Adelaide - West	25-34	Walked only	1	98
Port Adelaide - West	25-34	Worked at home		74
Port Adelaide - West	35-44	Bicycle	1	61
Port Adelaide - West	35-44	Bus	1	79
Port Adelaide - West	35-44	Bus and car as driver	2	6
Port Adelaide - West	35-44	Bus and car as passenger	2	4
Port Adelaide - West	35-44	Car as driver	1	7137
Port Adelaide - West	35-44	Car as passenger	1	210
Port Adelaide - West	35-44	Did not go to work		534
Port Adelaide - West	35-44	Method of travel not stated		52
Port Adelaide - West	35-44	Motorbike scooter	1	51
Port Adelaide - West	35-44	(Other)	1	41
Port Adelaide - West	35-44	Other three methods	3	3
Port Adelaide - West	35-44	Other two methods	2	52
Port Adelaide - West	35-44	Taxi	1	22
Port Adelaide - West	35-44	Train	1	35
Port Adelaide - West	35-44	Train and bus	2	14
Port Adelaide - West	35-44	Train and car as driver	2	3
Port Adelaide - West	35-44	Train and other	2	4
Port Adelaide - West	35-44	Train and two other methods	3	5
Port Adelaide - West	35-44	Truck	1	53
Port Adelaide - West	35-44	Walked only	1	79
Port Adelaide - West	35-44	Worked at home		145
Port Adelaide - West	45-54	Bicycle	1	103
Port Adelaide - West	45-54	Bus	1	50
Port Adelaide - West	45-54	Bus and car as driver	2	4
Port Adelaide - West	45-54	Bus and car as passenger	2	4
Port Adelaide - West	45-54	Car as driver	1	7919
Port Adelaide - West	45-54	Car as passenger	1	251
Port Adelaide - West	45-54	Did not go to work		568
Port Adelaide - West	45-54	Method of travel not stated		50
Port Adelaide - West	45-54	Motorbike scooter	1	68
Port Adelaide - West	45-54	(Other)	1	38
Port Adelaide - West	45-54	Other three methods	3	3
Port Adelaide - West	45-54	Other two methods	2	49
Port Adelaide - West	45-54	Taxi	1	10
Port Adelaide - West	45-54	Train	1	27
Port Adelaide - West	45-54	Train and bus	2	15
Port Adelaide - West	45-54	Train and car as driver	2	3
Port Adelaide - West	45-54	Train and car as passenger	2	4
Port Adelaide - West	45-54	Train and other	2	3
Port Adelaide - West	45-54	Train and tram includes light rail	2	3
Port Adelaide - West	45-54	Train and two other methods	3	3
Port Adelaide - West	45-54	Truck	1	105
Port Adelaide - West	45-54	Walked only	1	81
Port Adelaide - West	45-54	Worked at home		174
Port Adelaide - West	55-64	Bicycle	1	49
Port Adelaide - West	55-64	Bus	1	38
Port Adelaide - West	55-64	Bus and car as driver	2	4
Port Adelaide - West	55-64	Car as driver	1	5382
Port Adelaide - West	55-64	Car as passenger	1	166
Port Adelaide - West	55-64	Did not go to work		532
Port Adelaide - West	55-64	Method of travel not stated		47
Port Adelaide - West	55-64	Motorbike scooter	1	42
Port Adelaide - West	55-64	(Other)	1	35
Port Adelaide - West	55-64	Other three methods	3	4
Port Adelaide - West	55-64	Other two methods	2	30
Port Adelaide - West	55-64	Taxi	1	3
Port Adelaide - West	55-64	Train	1	35
Port Adelaide - West	55-64	Train and bus	2	10
Port Adelaide - West	55-64	Train and car as driver	2	3
Port Adelaide - West	55-64	Train and car as passenger	2	4
Port Adelaide - West	55-64	Train and two other methods	3	5
Port Adelaide - West	55-64	Truck	1	80
Port Adelaide - West	55-64	Walked only	1	91
Port Adelaide - West	55-64	Worked at home		158
Port Adelaide - West	65-74	Bicycle	1	3
Port Adelaide - West	65-74	Bus	1	13
Port Adelaide - West	65-74	Car as driver	1	910
Port Adelaide - West	65-74	Car as passenger	1	31
Port Adelaide - West	65-74	Did not go to work		144
Port Adelaide - West	65-74	Method of travel not stated		19
Port Adelaide - West	65-74	(Other)	1	13
Port Adelaide - West	65-74	Other two methods	2	9
Port Adelaide - West	65-74	Train	1	4
Port Adelaide - West	65-74	Train and bus	2	4
Port Adelaide - West	65-74	Truck	1	13
Port Adelaide - West	65-74	Walked only	1	17
Port Adelaide - West	65-74	Worked at home		61
Port Adelaide - West	75+	Car as driver	1	83
Port Adelaide - West	75+	Car as passenger	1	3
Port Adelaide - West	75+	Did not go to work		17
Port Adelaide - West	75+	Method of travel not stated		19
Port Adelaide - West	75+	(Other)	1	5
Port Adelaide - West	75+	Walked only	1	3
Port Adelaide - West	75+	Worked at home		9
West Torrens	15-24	Bicycle	1	39
West Torrens	15-24	Bus	1	170
