SA3_NAME16	Age	EmploymentStatus	workers
Darwin Suburbs	65-69	Owner managers of unincorporated enterprises	58
Darwin Suburbs	65-69	Status in employment not stated	4
Darwin Suburbs	70-74	Contributing family workers	6
Darwin Suburbs	70-74	Employee	100
Darwin Suburbs	70-74	Owner managers of incorporated enterprises	13
Darwin Suburbs	70-74	Owner managers of unincorporated enterprises	34
Darwin Suburbs	70-74	Status in employment not stated	9
Darwin Suburbs	75+	Contributing family workers	9
Darwin Suburbs	75+	Employee	36
Darwin Suburbs	75+	Owner managers of incorporated enterprises	4
Darwin Suburbs	75+	Owner managers of unincorporated enterprises	10
Darwin Suburbs	75+	Status in employment not stated	4
Litchfield	15-19	Contributing family workers	5
Litchfield	15-19	Employee	445
Litchfield	15-19	Owner managers of incorporated enterprises	4
Litchfield	15-19	Owner managers of unincorporated enterprises	3
Litchfield	15-19	Status in employment not stated	3
Litchfield	20-24	Contributing family workers	3
Litchfield	20-24	Employee	1470
Litchfield	20-24	Owner managers of incorporated enterprises	6
Litchfield	20-24	Owner managers of unincorporated enterprises	20
Litchfield	20-24	Status in employment not stated	4
Litchfield	25-29	Contributing family workers	5
Litchfield	25-29	Employee	2071
Litchfield	25-29	Owner managers of incorporated enterprises	17
Litchfield	25-29	Owner managers of unincorporated enterprises	28
Litchfield	25-29	Status in employment not stated	10
Litchfield	30-34	Contributing family workers	6
Litchfield	30-34	Employee	2074
Litchfield	30-34	Owner managers of incorporated enterprises	31
Litchfield	30-34	Owner managers of unincorporated enterprises	53
Litchfield	30-34	Status in employment not stated	22
Litchfield	35-39	Contributing family workers	12
Litchfield	35-39	Employee	1638
Litchfield	35-39	Owner managers of incorporated enterprises	58
Litchfield	35-39	Owner managers of unincorporated enterprises	64
Litchfield	35-39	Status in employment not stated	15
Litchfield	40-44	Contributing family workers	8
Litchfield	40-44	Employee	1464
Litchfield	40-44	Owner managers of incorporated enterprises	74
Litchfield	40-44	Owner managers of unincorporated enterprises	69
Litchfield	40-44	Status in employment not stated	13
Litchfield	45-49	Contributing family workers	15
Litchfield	45-49	Employee	1368
Litchfield	45-49	Owner managers of incorporated enterprises	85
Litchfield	45-49	Owner managers of unincorporated enterprises	86
Litchfield	45-49	Status in employment not stated	11
Litchfield	50-54	Contributing family workers	20
Litchfield	50-54	Employee	1229
Litchfield	50-54	Owner managers of incorporated enterprises	67
Litchfield	50-54	Owner managers of unincorporated enterprises	87
Litchfield	50-54	Status in employment not stated	16
Litchfield	55-59	Contributing family workers	20
Litchfield	55-59	Employee	953
Litchfield	55-59	Owner managers of incorporated enterprises	62
Litchfield	55-59	Owner managers of unincorporated enterprises	66
Litchfield	55-59	Status in employment not stated	12
Litchfield	60-64	Contributing family workers	23
Litchfield	60-64	Employee	555
Litchfield	60-64	Owner managers of incorporated enterprises	43
Litchfield	60-64	Owner managers of unincorporated enterprises	54
Litchfield	60-64	Status in employment not stated	11
Litchfield	65-69	Contributing family workers	21
Litchfield	65-69	Employee	184
Litchfield	65-69	Owner managers of incorporated enterprises	25
Litchfield	65-69	Owner managers of unincorporated enterprises	38
Litchfield	65-69	Status in employment not stated	5
Litchfield	70-74	Contributing family workers	10
Litchfield	70-74	Employee	30
Litchfield	70-74	Owner managers of incorporated enterprises	9
Litchfield	70-74	Owner managers of unincorporated enterprises	19
Litchfield	75+	Contributing family workers	4
Litchfield	75+	Employee	13
Litchfield	75+	Owner managers of incorporated enterprises	3
Litchfield	75+	Owner managers of unincorporated enterprises	9
Litchfield	75+	Status in employment not stated	3
Palmerston	15-19	Contributing family workers	3
Palmerston	15-19	Employee	591
Palmerston	15-19	Owner managers of unincorporated enterprises	3
Palmerston	15-19	Status in employment not stated	6
Palmerston	20-24	Employee	727
Palmerston	20-24	Owner managers of incorporated enterprises	6
Palmerston	20-24	Owner managers of unincorporated enterprises	7
Palmerston	20-24	Status in employment not stated	8
Palmerston	25-29	Contributing family workers	8
Palmerston	25-29	Employee	803
Palmerston	25-29	Owner managers of incorporated enterprises	22
Palmerston	25-29	Owner managers of unincorporated enterprises	36
Palmerston	25-29	Status in employment not stated	7
Palmerston	30-34	Contributing family workers	5
Palmerston	30-34	Employee	843
Palmerston	30-34	Owner managers of incorporated enterprises	47
Palmerston	30-34	Owner managers of unincorporated enterprises	67
Palmerston	30-34	Status in employment not stated	9
Palmerston	35-39	Contributing family workers	7
Palmerston	35-39	Employee	715
Palmerston	35-39	Owner managers of incorporated enterprises	79
Palmerston	35-39	Owner managers of unincorporated enterprises	64
Palmerston	35-39	Status in employment not stated	11
Palmerston	40-44	Contributing family workers	3
Palmerston	40-44	Employee	713
Palmerston	40-44	Owner managers of incorporated enterprises	85
Palmerston	40-44	Owner managers of unincorporated enterprises	65
Palmerston	40-44	Status in employment not stated	11
Palmerston	45-49	Contributing family workers	10
Palmerston	45-49	Employee	637
Palmerston	45-49	Owner managers of incorporated enterprises	74
Palmerston	45-49	Owner managers of unincorporated enterprises	52
Palmerston	45-49	Status in employment not stated	5
Palmerston	50-54	Contributing family workers	10
Palmerston	50-54	Employee	520
Palmerston	50-54	Owner managers of incorporated enterprises	68
Palmerston	50-54	Owner managers of unincorporated enterprises	60
Palmerston	50-54	Status in employment not stated	3
Palmerston	55-59	Contributing family workers	3
Palmerston	55-59	Employee	416
Palmerston	55-59	Owner managers of incorporated enterprises	45
Palmerston	55-59	Owner managers of unincorporated enterprises	46
Palmerston	55-59	Status in employment not stated	10
Palmerston	60-64	Contributing family workers	9
Palmerston	60-64	Employee	255
Palmerston	60-64	Owner managers of incorporated enterprises	18
Palmerston	60-64	Owner managers of unincorporated enterprises	24
Palmerston	60-64	Status in employment not stated	3
Palmerston	65-69	Contributing family workers	5
Palmerston	65-69	Employee	100
Palmerston	65-69	Owner managers of incorporated enterprises	20
Palmerston	65-69	Owner managers of unincorporated enterprises	13
Palmerston	65-69	Status in employment not stated	3
Palmerston	70-74	Employee	28
Palmerston	70-74	Owner managers of incorporated enterprises	5
Palmerston	70-74	Owner managers of unincorporated enterprises	4
Palmerston	75+	Employee	10
Palmerston	75+	Owner managers of incorporated enterprises	3
Palmerston	75+	Owner managers of unincorporated enterprises	8
Alice Springs	15-19	Employee	706
Alice Springs	15-19	Owner managers of unincorporated enterprises	3
Alice Springs	15-19	Status in employment not stated	7
Alice Springs	20-24	Employee	1251
Alice Springs	20-24	Owner managers of incorporated enterprises	5
Alice Springs	20-24	Owner managers of unincorporated enterprises	15
Alice Springs	20-24	Status in employment not stated	5
Alice Springs	25-29	Contributing family workers	3
Alice Springs	25-29	Employee	1939
Alice Springs	25-29	Owner managers of incorporated enterprises	19
Alice Springs	25-29	Owner managers of unincorporated enterprises	48
Alice Springs	25-29	Status in employment not stated	16
Alice Springs	30-34	Contributing family workers	9
Alice Springs	30-34	Employee	1902
Alice Springs	30-34	Owner managers of incorporated enterprises	46
Alice Springs	30-34	Owner managers of unincorporated enterprises	55
Alice Springs	30-34	Status in employment not stated	13
Alice Springs	35-39	Contributing family workers	3
Alice Springs	35-39	Employee	1571
Alice Springs	35-39	Owner managers of incorporated enterprises	38
Alice Springs	35-39	Owner managers of unincorporated enterprises	73
Alice Springs	35-39	Status in employment not stated	15
Alice Springs	40-44	Contributing family workers	3
Alice Springs	40-44	Employee	1506
Alice Springs	40-44	Owner managers of incorporated enterprises	92
Alice Springs	40-44	Owner managers of unincorporated enterprises	61
Alice Springs	40-44	Status in employment not stated	3
Alice Springs	45-49	Contributing family workers	5
Alice Springs	45-49	Employee	1579
Alice Springs	45-49	Owner managers of incorporated enterprises	98
Alice Springs	45-49	Owner managers of unincorporated enterprises	78
Alice Springs	45-49	Status in employment not stated	15
Alice Springs	50-54	Contributing family workers	7
Alice Springs	50-54	Employee	1511
Alice Springs	50-54	Owner managers of incorporated enterprises	110
Alice Springs	50-54	Owner managers of unincorporated enterprises	79
Alice Springs	50-54	Status in employment not stated	27
Alice Springs	55-59	Contributing family workers	15
Alice Springs	55-59	Employee	1375
Alice Springs	55-59	Owner managers of incorporated enterprises	100
Alice Springs	55-59	Owner managers of unincorporated enterprises	80
Alice Springs	55-59	Status in employment not stated	8
Alice Springs	60-64	Contributing family workers	14
Alice Springs	60-64	Employee	954
Alice Springs	60-64	Owner managers of incorporated enterprises	70
Alice Springs	60-64	Owner managers of unincorporated enterprises	68
Alice Springs	60-64	Status in employment not stated	14
Alice Springs	65-69	Contributing family workers	14
Alice Springs	65-69	Employee	368
Alice Springs	65-69	Owner managers of incorporated enterprises	38
Alice Springs	65-69	Owner managers of unincorporated enterprises	38
Alice Springs	65-69	Status in employment not stated	10
Alice Springs	70-74	Contributing family workers	5
Alice Springs	70-74	Employee	99
Alice Springs	70-74	Owner managers of incorporated enterprises	10
Alice Springs	70-74	Owner managers of unincorporated enterprises	19
Alice Springs	70-74	Status in employment not stated	3
Alice Springs	75+	Employee	36
Alice Springs	75+	Owner managers of incorporated enterprises	8
Alice Springs	75+	Owner managers of unincorporated enterprises	10
Alice Springs	75+	Status in employment not stated	3
Barkly	15-19	Contributing family workers	3
Barkly	15-19	Employee	104
Barkly	15-19	Status in employment not stated	3
Barkly	20-24	Employee	209
Barkly	20-24	Owner managers of unincorporated enterprises	3
Barkly	20-24	Status in employment not stated	4
Barkly	25-29	Employee	232
Barkly	25-29	Owner managers of incorporated enterprises	4
Barkly	25-29	Status in employment not stated	4
Barkly	30-34	Contributing family workers	3
Barkly	30-34	Employee	224
Barkly	30-34	Owner managers of incorporated enterprises	6
Barkly	30-34	Owner managers of unincorporated enterprises	4
Barkly	35-39	Employee	157
Barkly	35-39	Owner managers of incorporated enterprises	5
Barkly	35-39	Owner managers of unincorporated enterprises	4
Barkly	35-39	Status in employment not stated	4
Barkly	40-44	Contributing family workers	4
Barkly	40-44	Employee	145
Barkly	40-44	Owner managers of incorporated enterprises	9
Barkly	40-44	Owner managers of unincorporated enterprises	7
Barkly	40-44	Status in employment not stated	3
Barkly	45-49	Contributing family workers	3
Barkly	45-49	Employee	162
Barkly	45-49	Owner managers of incorporated enterprises	11
Barkly	45-49	Owner managers of unincorporated enterprises	4
Barkly	45-49	Status in employment not stated	7
Barkly	50-54	Contributing family workers	4
Barkly	50-54	Employee	161
Barkly	50-54	Owner managers of incorporated enterprises	5
Barkly	50-54	Owner managers of unincorporated enterprises	6
Barkly	55-59	Contributing family workers	3
Barkly	55-59	Employee	153
Barkly	55-59	Owner managers of incorporated enterprises	10
Barkly	55-59	Owner managers of unincorporated enterprises	7
Barkly	55-59	Status in employment not stated	4
Barkly	60-64	Employee	119
Barkly	60-64	Owner managers of incorporated enterprises	16
Barkly	60-64	Owner managers of unincorporated enterprises	4
Barkly	60-64	Status in employment not stated	3
Barkly	65-69	Employee	46
Barkly	65-69	Owner managers of incorporated enterprises	8
Barkly	65-69	Owner managers of unincorporated enterprises	7
Barkly	65-69	Status in employment not stated	3
Barkly	70-74	Contributing family workers	3
Barkly	70-74	Employee	8
Barkly	75+	Employee	8
Daly - Tiwi - West Arnhem	15-19	Contributing family workers	4
Daly - Tiwi - West Arnhem	15-19	Employee	128
Daly - Tiwi - West Arnhem	20-24	Contributing family workers	4
Daly - Tiwi - West Arnhem	20-24	Employee	345
Daly - Tiwi - West Arnhem	20-24	Status in employment not stated	4
Daly - Tiwi - West Arnhem	25-29	Contributing family workers	4
Daly - Tiwi - West Arnhem	25-29	Employee	506
Daly - Tiwi - West Arnhem	25-29	Owner managers of incorporated enterprises	4
Daly - Tiwi - West Arnhem	25-29	Owner managers of unincorporated enterprises	10
Daly - Tiwi - West Arnhem	25-29	Status in employment not stated	6
Daly - Tiwi - West Arnhem	30-34	Employee	536
Daly - Tiwi - West Arnhem	30-34	Owner managers of unincorporated enterprises	14
Daly - Tiwi - West Arnhem	30-34	Status in employment not stated	3
Daly - Tiwi - West Arnhem	35-39	Contributing family workers	4
