SA4_NAME16	CountryOfBirth	EmploymentStatus	Sex	workers
Adelaide - South	MYS	Owner managers of incorporated enterprises	F	8
Adelaide - South	MYS	Owner managers of incorporated enterprises	M	21
Adelaide - South	MYS	Owner managers of unincorporated enterprises	F	13
Adelaide - South	MYS	Owner managers of unincorporated enterprises	M	37
Adelaide - South	MYS	Status in employment not stated	F	3
Adelaide - South	MYS	Status in employment not stated	M	3
Adelaide - South	MLT	Employee	F	18
Adelaide - South	MLT	Employee	M	15
Adelaide - South	MLT	Owner managers of incorporated enterprises	F	3
Adelaide - South	MLT	Owner managers of incorporated enterprises	M	3
Adelaide - South	MLT	Owner managers of unincorporated enterprises	F	3
Adelaide - South	MLT	Owner managers of unincorporated enterprises	M	8
Adelaide - South	NLD	Contributing family workers	F	3
Adelaide - South	NLD	Contributing family workers	M	6
Adelaide - South	NLD	Employee	F	138
Adelaide - South	NLD	Employee	M	92
Adelaide - South	NLD	Owner managers of incorporated enterprises	F	11
Adelaide - South	NLD	Owner managers of incorporated enterprises	M	17
Adelaide - South	NLD	Owner managers of unincorporated enterprises	F	20
Adelaide - South	NLD	Owner managers of unincorporated enterprises	M	28
Adelaide - South	NLD	Status in employment not stated	F	3
Adelaide - South	NLD	Status in employment not stated	M	4
Adelaide - South	NZL	Contributing family workers	F	15
Adelaide - South	NZL	Contributing family workers	M	8
Adelaide - South	NZL	Employee	F	517
Adelaide - South	NZL	Employee	M	395
Adelaide - South	NZL	Owner managers of incorporated enterprises	F	21
Adelaide - South	NZL	Owner managers of incorporated enterprises	M	59
Adelaide - South	NZL	Owner managers of unincorporated enterprises	F	53
Adelaide - South	NZL	Owner managers of unincorporated enterprises	M	83
Adelaide - South	NZL	Status in employment not stated	F	7
Adelaide - South	PAK	Contributing family workers	M	4
Adelaide - South	PAK	Employee	F	33
Adelaide - South	PAK	Employee	M	89
Adelaide - South	PAK	Owner managers of incorporated enterprises	M	10
Adelaide - South	PAK	Owner managers of unincorporated enterprises	F	7
Adelaide - South	PAK	Owner managers of unincorporated enterprises	M	7
Adelaide - South	PAK	Status in employment not stated	M	3
Adelaide - South	PHL	Contributing family workers	F	5
Adelaide - South	PHL	Employee	F	576
Adelaide - South	PHL	Employee	M	246
Adelaide - South	PHL	Owner managers of incorporated enterprises	F	6
Adelaide - South	PHL	Owner managers of incorporated enterprises	M	4
Adelaide - South	PHL	Owner managers of unincorporated enterprises	F	13
Adelaide - South	PHL	Owner managers of unincorporated enterprises	M	9
Adelaide - South	PHL	Status in employment not stated	F	6
Adelaide - South	PHL	Status in employment not stated	M	4
Adelaide - South	POL	Contributing family workers	F	3
Adelaide - South	POL	Contributing family workers	M	3
Adelaide - South	POL	Employee	F	176
Adelaide - South	POL	Employee	M	111
Adelaide - South	POL	Owner managers of incorporated enterprises	F	14
Adelaide - South	POL	Owner managers of incorporated enterprises	M	18
Adelaide - South	POL	Owner managers of unincorporated enterprises	F	16
Adelaide - South	POL	Owner managers of unincorporated enterprises	M	28
Adelaide - South	POL	Status in employment not stated	F	6
Adelaide - South	POL	Status in employment not stated	M	3
Adelaide - South	SGP	Employee	F	89
Adelaide - South	SGP	Employee	M	55
Adelaide - South	SGP	Owner managers of incorporated enterprises	F	3
Adelaide - South	SGP	Owner managers of incorporated enterprises	M	9
Adelaide - South	SGP	Owner managers of unincorporated enterprises	F	4
Adelaide - South	SGP	Owner managers of unincorporated enterprises	M	5
Adelaide - South	ZAF	Contributing family workers	F	3
Adelaide - South	ZAF	Contributing family workers	M	3
Adelaide - South	ZAF	Employee	F	342
Adelaide - South	ZAF	Employee	M	236
Adelaide - South	ZAF	Owner managers of incorporated enterprises	F	21
Adelaide - South	ZAF	Owner managers of incorporated enterprises	M	36
Adelaide - South	ZAF	Owner managers of unincorporated enterprises	F	31
Adelaide - South	ZAF	Owner managers of unincorporated enterprises	M	38
Adelaide - South	ZAF	Status in employment not stated	M	5
Adelaide - South	KOR	Contributing family workers	F	6
Adelaide - South	KOR	Contributing family workers	M	3
Adelaide - South	KOR	Employee	F	96
Adelaide - South	KOR	Employee	M	74
Adelaide - South	KOR	Owner managers of incorporated enterprises	F	3
Adelaide - South	KOR	Owner managers of incorporated enterprises	M	11
Adelaide - South	KOR	Owner managers of unincorporated enterprises	F	8
Adelaide - South	KOR	Owner managers of unincorporated enterprises	M	12
Adelaide - South	LKA	Contributing family workers	M	4
Adelaide - South	LKA	Employee	F	103
Adelaide - South	LKA	Employee	M	91
Adelaide - South	LKA	Owner managers of incorporated enterprises	F	3
Adelaide - South	LKA	Owner managers of incorporated enterprises	M	9
Adelaide - South	LKA	Owner managers of unincorporated enterprises	F	4
Adelaide - South	LKA	Owner managers of unincorporated enterprises	M	12
Adelaide - South	LKA	Status in employment not stated	F	5
Adelaide - South	THA	Contributing family workers	F	3
Adelaide - South	THA	Employee	F	68
Adelaide - South	THA	Employee	M	43
Adelaide - South	THA	Owner managers of incorporated enterprises	M	5
Adelaide - South	THA	Owner managers of unincorporated enterprises	F	17
Adelaide - South	THA	Owner managers of unincorporated enterprises	M	7
Adelaide - South	TUR	Employee	F	6
Adelaide - South	TUR	Employee	M	11
Adelaide - South	TUR	Owner managers of incorporated enterprises	M	4
Adelaide - South	TUR	Owner managers of unincorporated enterprises	F	4
Adelaide - South	TUR	Owner managers of unincorporated enterprises	M	5
Adelaide - South	GBR	Contributing family workers	F	88
Adelaide - South	GBR	Contributing family workers	M	62
Adelaide - South	GBR	Employee	F	4798
Adelaide - South	GBR	Employee	M	3370
Adelaide - South	GBR	Owner managers of incorporated enterprises	F	169
Adelaide - South	GBR	Owner managers of incorporated enterprises	M	390
Adelaide - South	GBR	Owner managers of unincorporated enterprises	F	416
Adelaide - South	GBR	Owner managers of unincorporated enterprises	M	682
Adelaide - South	GBR	Status in employment not stated	F	33
Adelaide - South	GBR	Status in employment not stated	M	48
Adelaide - South	USA	Contributing family workers	F	3
Adelaide - South	USA	Employee	F	156
Adelaide - South	USA	Employee	M	148
Adelaide - South	USA	Owner managers of incorporated enterprises	F	12
Adelaide - South	USA	Owner managers of incorporated enterprises	M	15
Adelaide - South	USA	Owner managers of unincorporated enterprises	F	13
Adelaide - South	USA	Owner managers of unincorporated enterprises	M	15
Adelaide - South	VNM	Contributing family workers	F	12
Adelaide - South	VNM	Contributing family workers	M	7
Adelaide - South	VNM	Employee	F	157
Adelaide - South	VNM	Employee	M	129
Adelaide - South	VNM	Owner managers of incorporated enterprises	F	16
Adelaide - South	VNM	Owner managers of incorporated enterprises	M	19
Adelaide - South	VNM	Owner managers of unincorporated enterprises	F	24
Adelaide - South	VNM	Owner managers of unincorporated enterprises	M	19
Adelaide - South	VNM	Status in employment not stated	F	4
Adelaide - South	VNM	Status in employment not stated	M	3
Adelaide - South	ZWE	Employee	F	57
Adelaide - South	ZWE	Employee	M	41
Adelaide - South	ZWE	Owner managers of unincorporated enterprises	F	4
Adelaide - South	ZWE	Owner managers of unincorporated enterprises	M	3
Adelaide - West		Contributing family workers	F	38
Adelaide - West		Contributing family workers	M	42
Adelaide - West		Employee	F	2445
Adelaide - West		Employee	M	3490
Adelaide - West		Owner managers of incorporated enterprises	F	93
Adelaide - West		Owner managers of incorporated enterprises	M	269
Adelaide - West		Owner managers of unincorporated enterprises	F	163
Adelaide - West		Owner managers of unincorporated enterprises	M	315
Adelaide - West		Status in employment not stated	F	62
Adelaide - West		Status in employment not stated	M	90
Adelaide - West	AUS	Contributing family workers	F	296
Adelaide - West	AUS	Contributing family workers	M	310
Adelaide - West	AUS	Employee	F	32970
Adelaide - West	AUS	Employee	M	45298
Adelaide - West	AUS	Owner managers of incorporated enterprises	F	1061
Adelaide - West	AUS	Owner managers of incorporated enterprises	M	3212
Adelaide - West	AUS	Owner managers of unincorporated enterprises	F	1399
Adelaide - West	AUS	Owner managers of unincorporated enterprises	M	2885
Adelaide - West	AUS	Status in employment not stated	F	265
Adelaide - West	AUS	Status in employment not stated	M	427
Adelaide - West	CAN	Contributing family workers	F	3
Adelaide - West	CAN	Employee	F	69
Adelaide - West	CAN	Employee	M	89
Adelaide - West	CAN	Owner managers of incorporated enterprises	F	3
Adelaide - West	CAN	Owner managers of incorporated enterprises	M	9
Adelaide - West	CAN	Owner managers of unincorporated enterprises	F	14
Adelaide - West	CAN	Owner managers of unincorporated enterprises	M	10
Adelaide - West	CHN	Contributing family workers	F	29
Adelaide - West	CHN	Contributing family workers	M	28
Adelaide - West	CHN	Employee	F	636
Adelaide - West	CHN	Employee	M	562
Adelaide - West	CHN	Owner managers of incorporated enterprises	F	58
Adelaide - West	CHN	Owner managers of incorporated enterprises	M	120
Adelaide - West	CHN	Owner managers of unincorporated enterprises	F	40
Adelaide - West	CHN	Owner managers of unincorporated enterprises	M	54
Adelaide - West	CHN	Status in employment not stated	F	6
Adelaide - West	CHN	Status in employment not stated	M	3
Adelaide - West	HRV	Contributing family workers	F	3
Adelaide - West	HRV	Contributing family workers	M	4
Adelaide - West	HRV	Employee	F	94
Adelaide - West	HRV	Employee	M	109
Adelaide - West	HRV	Owner managers of incorporated enterprises	F	14
Adelaide - West	HRV	Owner managers of incorporated enterprises	M	21
Adelaide - West	HRV	Owner managers of unincorporated enterprises	F	8
Adelaide - West	HRV	Owner managers of unincorporated enterprises	M	16
Adelaide - West	HRV	Status in employment not stated	F	3
Adelaide - West	HRV	Status in employment not stated	M	7
Adelaide - West	EGY	Employee	F	23
Adelaide - West	EGY	Employee	M	56
Adelaide - West	EGY	Owner managers of incorporated enterprises	M	15
Adelaide - West	EGY	Owner managers of unincorporated enterprises	F	8
Adelaide - West	EGY	Owner managers of unincorporated enterprises	M	11
Adelaide - West	FJI	Contributing family workers	M	3
Adelaide - West	FJI	Employee	F	52
Adelaide - West	FJI	Employee	M	81
Adelaide - West	FJI	Owner managers of incorporated enterprises	F	3
Adelaide - West	FJI	Owner managers of incorporated enterprises	M	3
Adelaide - West	FJI	Owner managers of unincorporated enterprises	M	3
Adelaide - West	MKD	Employee	F	16
Adelaide - West	MKD	Employee	M	13
Adelaide - West	MKD	Owner managers of incorporated enterprises	M	4
Adelaide - West	MKD	Owner managers of unincorporated enterprises	F	3
Adelaide - West	MKD	Owner managers of unincorporated enterprises	M	10
Adelaide - West	DEU	Contributing family workers	F	6
Adelaide - West	DEU	Contributing family workers	M	8
Adelaide - West	DEU	Employee	F	169
Adelaide - West	DEU	Employee	M	248
Adelaide - West	DEU	Owner managers of incorporated enterprises	F	9
Adelaide - West	DEU	Owner managers of incorporated enterprises	M	35
Adelaide - West	DEU	Owner managers of unincorporated enterprises	F	18
Adelaide - West	DEU	Owner managers of unincorporated enterprises	M	31
Adelaide - West	DEU	Status in employment not stated	M	5
Adelaide - West	GRC	Contributing family workers	F	6
Adelaide - West	GRC	Contributing family workers	M	13
Adelaide - West	GRC	Employee	F	148
Adelaide - West	GRC	Employee	M	197
Adelaide - West	GRC	Owner managers of incorporated enterprises	F	15
Adelaide - West	GRC	Owner managers of incorporated enterprises	M	53
Adelaide - West	GRC	Owner managers of unincorporated enterprises	F	14
Adelaide - West	GRC	Owner managers of unincorporated enterprises	M	61
Adelaide - West	GRC	Status in employment not stated	F	4
Adelaide - West	GRC	Status in employment not stated	M	12
Adelaide - West	HKG	Employee	F	123
Adelaide - West	HKG	Employee	M	132
Adelaide - West	HKG	Owner managers of incorporated enterprises	F	3
Adelaide - West	HKG	Owner managers of incorporated enterprises	M	13
Adelaide - West	HKG	Owner managers of unincorporated enterprises	M	3
Adelaide - West	HKG	Status in employment not stated	F	3
Adelaide - West	HKG	Status in employment not stated	M	3
Adelaide - West	IND	Contributing family workers	F	12
Adelaide - West	IND	Contributing family workers	M	12
Adelaide - West	IND	Employee	F	1263
Adelaide - West	IND	Employee	M	2367
Adelaide - West	IND	Owner managers of incorporated enterprises	F	26
Adelaide - West	IND	Owner managers of incorporated enterprises	M	150
Adelaide - West	IND	Owner managers of unincorporated enterprises	F	26
Adelaide - West	IND	Owner managers of unincorporated enterprises	M	183
Adelaide - West	IND	Status in employment not stated	F	14
Adelaide - West	IND	Status in employment not stated	M	33
Adelaide - West	IDN	Employee	F	66
Adelaide - West	IDN	Employee	M	55
Adelaide - West	IDN	Owner managers of incorporated enterprises	F	3
Adelaide - West	IDN	Owner managers of unincorporated enterprises	F	5
Adelaide - West	IDN	Owner managers of unincorporated enterprises	M	3
Adelaide - West	IRN	Contributing family workers	M	3
Adelaide - West	IRN	Employee	F	101
Adelaide - West	IRN	Employee	M	196
Adelaide - West	IRN	Owner managers of incorporated enterprises	F	8
Adelaide - West	IRN	Owner managers of incorporated enterprises	M	17
Adelaide - West	IRN	Owner managers of unincorporated enterprises	M	25
Adelaide - West	IRQ	Contributing family workers	M	3
Adelaide - West	IRQ	Employee	F	19
Adelaide - West	IRQ	Employee	M	50
Adelaide - West	IRQ	Owner managers of incorporated enterprises	M	3
Adelaide - West	IRQ	Owner managers of unincorporated enterprises	F	4
Adelaide - West	IRQ	Owner managers of unincorporated enterprises	M	3
Adelaide - West	IRQ	Status in employment not stated	M	4
Adelaide - West	IRL	Employee	F	100
Adelaide - West	IRL	Employee	M	148
Adelaide - West	IRL	Owner managers of incorporated enterprises	F	4
Adelaide - West	IRL	Owner managers of incorporated enterprises	M	15
Adelaide - West	IRL	Owner managers of unincorporated enterprises	F	3
Adelaide - West	IRL	Owner managers of unincorporated enterprises	M	10
Adelaide - West	IRL	Status in employment not stated	M	4
Adelaide - West	ITA	Contributing family workers	F	10
Adelaide - West	ITA	Contributing family workers	M	18
Adelaide - West	ITA	Employee	F	271
Adelaide - West	ITA	Employee	M	429
Adelaide - West	ITA	Owner managers of incorporated enterprises	F	28
Adelaide - West	ITA	Owner managers of incorporated enterprises	M	100
Adelaide - West	ITA	Owner managers of unincorporated enterprises	F	25
Adelaide - West	ITA	Owner managers of unincorporated enterprises	M	119
Adelaide - West	ITA	Status in employment not stated	M	11
Adelaide - West	JPN	Employee	F	78
