SA4_NAME16	Age	EmploymentStatus	HoursWorked.min	workers
No usual address (ACT)	20-24	Owner managers of unincorporated enterprises	41	10
No usual address (ACT)	20-24	Owner managers of unincorporated enterprises	49	13
No usual address (ACT)	25-29		25	3
No usual address (ACT)	25-29	Contributing family workers	16	3
No usual address (ACT)	25-29	Employee		24
No usual address (ACT)	25-29	Employee	0	29
No usual address (ACT)	25-29	Employee	1	55
No usual address (ACT)	25-29	Employee	16	42
No usual address (ACT)	25-29	Employee	25	38
No usual address (ACT)	25-29	Employee	35	105
No usual address (ACT)	25-29	Employee	40	172
No usual address (ACT)	25-29	Employee	41	84
No usual address (ACT)	25-29	Employee	49	105
No usual address (ACT)	25-29	Owner managers of incorporated enterprises	1	3
No usual address (ACT)	25-29	Owner managers of incorporated enterprises	25	6
No usual address (ACT)	25-29	Owner managers of incorporated enterprises	35	7
No usual address (ACT)	25-29	Owner managers of incorporated enterprises	40	19
No usual address (ACT)	25-29	Owner managers of incorporated enterprises	41	11
No usual address (ACT)	25-29	Owner managers of incorporated enterprises	49	38
No usual address (ACT)	25-29	Owner managers of unincorporated enterprises	1	18
No usual address (ACT)	25-29	Owner managers of unincorporated enterprises	16	5
No usual address (ACT)	25-29	Owner managers of unincorporated enterprises	25	19
No usual address (ACT)	25-29	Owner managers of unincorporated enterprises	35	26
No usual address (ACT)	25-29	Owner managers of unincorporated enterprises	40	32
No usual address (ACT)	25-29	Owner managers of unincorporated enterprises	41	9
No usual address (ACT)	25-29	Owner managers of unincorporated enterprises	49	25
No usual address (ACT)	30-34	Contributing family workers	1	4
No usual address (ACT)	30-34	Employee		11
No usual address (ACT)	30-34	Employee	0	31
No usual address (ACT)	30-34	Employee	1	42
No usual address (ACT)	30-34	Employee	16	33
No usual address (ACT)	30-34	Employee	25	29
No usual address (ACT)	30-34	Employee	35	92
No usual address (ACT)	30-34	Employee	40	142
No usual address (ACT)	30-34	Employee	41	54
No usual address (ACT)	30-34	Employee	49	72
No usual address (ACT)	30-34	Owner managers of incorporated enterprises	0	3
No usual address (ACT)	30-34	Owner managers of incorporated enterprises	1	4
No usual address (ACT)	30-34	Owner managers of incorporated enterprises	16	9
No usual address (ACT)	30-34	Owner managers of incorporated enterprises	25	6
No usual address (ACT)	30-34	Owner managers of incorporated enterprises	35	12
No usual address (ACT)	30-34	Owner managers of incorporated enterprises	40	30
No usual address (ACT)	30-34	Owner managers of incorporated enterprises	41	16
No usual address (ACT)	30-34	Owner managers of incorporated enterprises	49	47
No usual address (ACT)	30-34	Owner managers of unincorporated enterprises	0	4
No usual address (ACT)	30-34	Owner managers of unincorporated enterprises	1	21
No usual address (ACT)	30-34	Owner managers of unincorporated enterprises	16	3
No usual address (ACT)	30-34	Owner managers of unincorporated enterprises	25	20
No usual address (ACT)	30-34	Owner managers of unincorporated enterprises	35	16
No usual address (ACT)	30-34	Owner managers of unincorporated enterprises	40	44
No usual address (ACT)	30-34	Owner managers of unincorporated enterprises	41	10
No usual address (ACT)	30-34	Owner managers of unincorporated enterprises	49	35
No usual address (ACT)	35-39	Contributing family workers	49	5
No usual address (ACT)	35-39	Employee		11
No usual address (ACT)	35-39	Employee	0	31
No usual address (ACT)	35-39	Employee	1	33
No usual address (ACT)	35-39	Employee	16	30
No usual address (ACT)	35-39	Employee	25	38
No usual address (ACT)	35-39	Employee	35	70
No usual address (ACT)	35-39	Employee	40	113
No usual address (ACT)	35-39	Employee	41	51
No usual address (ACT)	35-39	Employee	49	74
No usual address (ACT)	35-39	Owner managers of incorporated enterprises	1	4
No usual address (ACT)	35-39	Owner managers of incorporated enterprises	16	3
No usual address (ACT)	35-39	Owner managers of incorporated enterprises	25	3
No usual address (ACT)	35-39	Owner managers of incorporated enterprises	35	9
No usual address (ACT)	35-39	Owner managers of incorporated enterprises	40	30
No usual address (ACT)	35-39	Owner managers of incorporated enterprises	41	12
No usual address (ACT)	35-39	Owner managers of incorporated enterprises	49	43
No usual address (ACT)	35-39	Owner managers of unincorporated enterprises	0	7
No usual address (ACT)	35-39	Owner managers of unincorporated enterprises	1	25
No usual address (ACT)	35-39	Owner managers of unincorporated enterprises	16	16
No usual address (ACT)	35-39	Owner managers of unincorporated enterprises	25	27
No usual address (ACT)	35-39	Owner managers of unincorporated enterprises	35	24
No usual address (ACT)	35-39	Owner managers of unincorporated enterprises	40	44
No usual address (ACT)	35-39	Owner managers of unincorporated enterprises	41	7
No usual address (ACT)	35-39	Owner managers of unincorporated enterprises	49	24
No usual address (ACT)	40-44		40	3
No usual address (ACT)	40-44	Employee		6
No usual address (ACT)	40-44	Employee	0	13
No usual address (ACT)	40-44	Employee	1	34
No usual address (ACT)	40-44	Employee	16	25
No usual address (ACT)	40-44	Employee	25	36
No usual address (ACT)	40-44	Employee	35	66
No usual address (ACT)	40-44	Employee	40	90
No usual address (ACT)	40-44	Employee	41	39
No usual address (ACT)	40-44	Employee	49	55
No usual address (ACT)	40-44	Owner managers of incorporated enterprises	1	4
No usual address (ACT)	40-44	Owner managers of incorporated enterprises	16	6
No usual address (ACT)	40-44	Owner managers of incorporated enterprises	25	13
No usual address (ACT)	40-44	Owner managers of incorporated enterprises	35	10
No usual address (ACT)	40-44	Owner managers of incorporated enterprises	40	37
No usual address (ACT)	40-44	Owner managers of incorporated enterprises	41	18
No usual address (ACT)	40-44	Owner managers of incorporated enterprises	49	46
No usual address (ACT)	40-44	Owner managers of unincorporated enterprises	0	3
No usual address (ACT)	40-44	Owner managers of unincorporated enterprises	1	29
No usual address (ACT)	40-44	Owner managers of unincorporated enterprises	16	27
No usual address (ACT)	40-44	Owner managers of unincorporated enterprises	25	23
No usual address (ACT)	40-44	Owner managers of unincorporated enterprises	35	20
No usual address (ACT)	40-44	Owner managers of unincorporated enterprises	40	37
No usual address (ACT)	40-44	Owner managers of unincorporated enterprises	41	13
No usual address (ACT)	40-44	Owner managers of unincorporated enterprises	49	29
No usual address (ACT)	45-49		49	7
No usual address (ACT)	45-49	Contributing family workers	1	7
No usual address (ACT)	45-49	Contributing family workers	25	3
No usual address (ACT)	45-49	Contributing family workers	40	4
No usual address (ACT)	45-49	Employee		8
No usual address (ACT)	45-49	Employee	0	13
No usual address (ACT)	45-49	Employee	1	34
No usual address (ACT)	45-49	Employee	16	43
No usual address (ACT)	45-49	Employee	25	33
No usual address (ACT)	45-49	Employee	35	46
No usual address (ACT)	45-49	Employee	40	77
No usual address (ACT)	45-49	Employee	41	48
No usual address (ACT)	45-49	Employee	49	70
No usual address (ACT)	45-49	Owner managers of incorporated enterprises	0	3
No usual address (ACT)	45-49	Owner managers of incorporated enterprises	1	6
No usual address (ACT)	45-49	Owner managers of incorporated enterprises	16	3
No usual address (ACT)	45-49	Owner managers of incorporated enterprises	25	13
No usual address (ACT)	45-49	Owner managers of incorporated enterprises	35	4
No usual address (ACT)	45-49	Owner managers of incorporated enterprises	40	29
No usual address (ACT)	45-49	Owner managers of incorporated enterprises	41	18
No usual address (ACT)	45-49	Owner managers of incorporated enterprises	49	24
No usual address (ACT)	45-49	Owner managers of unincorporated enterprises		6
No usual address (ACT)	45-49	Owner managers of unincorporated enterprises	0	3
No usual address (ACT)	45-49	Owner managers of unincorporated enterprises	1	26
No usual address (ACT)	45-49	Owner managers of unincorporated enterprises	16	31
No usual address (ACT)	45-49	Owner managers of unincorporated enterprises	25	35
No usual address (ACT)	45-49	Owner managers of unincorporated enterprises	35	13
No usual address (ACT)	45-49	Owner managers of unincorporated enterprises	40	49
No usual address (ACT)	45-49	Owner managers of unincorporated enterprises	41	14
No usual address (ACT)	45-49	Owner managers of unincorporated enterprises	49	27
No usual address (ACT)	50-54			3
No usual address (ACT)	50-54	Contributing family workers	1	3
No usual address (ACT)	50-54	Contributing family workers	49	3
No usual address (ACT)	50-54	Employee		11
No usual address (ACT)	50-54	Employee	0	25
No usual address (ACT)	50-54	Employee	1	30
No usual address (ACT)	50-54	Employee	16	25
No usual address (ACT)	50-54	Employee	25	26
No usual address (ACT)	50-54	Employee	35	37
No usual address (ACT)	50-54	Employee	40	68
No usual address (ACT)	50-54	Employee	41	32
No usual address (ACT)	50-54	Employee	49	42
No usual address (ACT)	50-54	Owner managers of incorporated enterprises	1	5
No usual address (ACT)	50-54	Owner managers of incorporated enterprises	16	3
No usual address (ACT)	50-54	Owner managers of incorporated enterprises	25	10
No usual address (ACT)	50-54	Owner managers of incorporated enterprises	35	4
No usual address (ACT)	50-54	Owner managers of incorporated enterprises	40	32
No usual address (ACT)	50-54	Owner managers of incorporated enterprises	41	9
No usual address (ACT)	50-54	Owner managers of incorporated enterprises	49	28
No usual address (ACT)	50-54	Owner managers of unincorporated enterprises	0	6
No usual address (ACT)	50-54	Owner managers of unincorporated enterprises	1	35
No usual address (ACT)	50-54	Owner managers of unincorporated enterprises	16	15
No usual address (ACT)	50-54	Owner managers of unincorporated enterprises	25	31
No usual address (ACT)	50-54	Owner managers of unincorporated enterprises	35	17
No usual address (ACT)	50-54	Owner managers of unincorporated enterprises	40	24
No usual address (ACT)	50-54	Owner managers of unincorporated enterprises	41	15
No usual address (ACT)	50-54	Owner managers of unincorporated enterprises	49	26
No usual address (ACT)	55-59			4
No usual address (ACT)	55-59	Contributing family workers	16	5
No usual address (ACT)	55-59	Employee	0	21
No usual address (ACT)	55-59	Employee	1	30
No usual address (ACT)	55-59	Employee	16	35
No usual address (ACT)	55-59	Employee	25	32
No usual address (ACT)	55-59	Employee	35	46
