SA4_NAME16	ModeTravelToWork	NumberModes	Occupation	workers
Adelaide - Central and Hills	Bus	1	Clerical and administrative workers	6682
Adelaide - Central and Hills	Bus	1	Community and personal service workers	1942
Adelaide - Central and Hills	Bus	1	Labourers	1412
Adelaide - Central and Hills	Bus	1	Machinery operators and drivers	146
Adelaide - Central and Hills	Bus	1	Managers	1866
Adelaide - Central and Hills	Bus	1	Professionals	6849
Adelaide - Central and Hills	Bus	1	Sales workers	1855
Adelaide - Central and Hills	Bus	1	Technicians and trades workers	1371
Adelaide - Central and Hills	Bus and car as driver	2		41
Adelaide - Central and Hills	Bus and car as driver	2	Clerical and administrative workers	764
Adelaide - Central and Hills	Bus and car as driver	2	Community and personal service workers	192
Adelaide - Central and Hills	Bus and car as driver	2	Labourers	77
Adelaide - Central and Hills	Bus and car as driver	2	Machinery operators and drivers	14
Adelaide - Central and Hills	Bus and car as driver	2	Managers	221
Adelaide - Central and Hills	Bus and car as driver	2	Professionals	838
Adelaide - Central and Hills	Bus and car as driver	2	Sales workers	156
Adelaide - Central and Hills	Bus and car as driver	2	Technicians and trades workers	129
Adelaide - Central and Hills	Bus and car as passenger	2		17
Adelaide - Central and Hills	Bus and car as passenger	2	Clerical and administrative workers	155
Adelaide - Central and Hills	Bus and car as passenger	2	Community and personal service workers	88
Adelaide - Central and Hills	Bus and car as passenger	2	Labourers	74
Adelaide - Central and Hills	Bus and car as passenger	2	Machinery operators and drivers	6
Adelaide - Central and Hills	Bus and car as passenger	2	Managers	54
Adelaide - Central and Hills	Bus and car as passenger	2	Professionals	206
Adelaide - Central and Hills	Bus and car as passenger	2	Sales workers	101
Adelaide - Central and Hills	Bus and car as passenger	2	Technicians and trades workers	39
Adelaide - Central and Hills	Bus and other	2		4
Adelaide - Central and Hills	Bus and other	2	Clerical and administrative workers	54
Adelaide - Central and Hills	Bus and other	2	Community and personal service workers	28
Adelaide - Central and Hills	Bus and other	2	Labourers	25
Adelaide - Central and Hills	Bus and other	2	Machinery operators and drivers	3
Adelaide - Central and Hills	Bus and other	2	Managers	14
Adelaide - Central and Hills	Bus and other	2	Professionals	98
Adelaide - Central and Hills	Bus and other	2	Sales workers	15
Adelaide - Central and Hills	Bus and other	2	Technicians and trades workers	13
Adelaide - Central and Hills	Bus and tram includes light rail	2		6
Adelaide - Central and Hills	Bus and tram includes light rail	2	Clerical and administrative workers	56
Adelaide - Central and Hills	Bus and tram includes light rail	2	Community and personal service workers	23
Adelaide - Central and Hills	Bus and tram includes light rail	2	Labourers	17
Adelaide - Central and Hills	Bus and tram includes light rail	2	Managers	14
Adelaide - Central and Hills	Bus and tram includes light rail	2	Professionals	72
Adelaide - Central and Hills	Bus and tram includes light rail	2	Sales workers	15
Adelaide - Central and Hills	Bus and tram includes light rail	2	Technicians and trades workers	14
Adelaide - Central and Hills	Bus and two other methods excludes train	3		3
Adelaide - Central and Hills	Bus and two other methods excludes train	3	Clerical and administrative workers	62
Adelaide - Central and Hills	Bus and two other methods excludes train	3	Community and personal service workers	25
Adelaide - Central and Hills	Bus and two other methods excludes train	3	Labourers	17
Adelaide - Central and Hills	Bus and two other methods excludes train	3	Managers	26
Adelaide - Central and Hills	Bus and two other methods excludes train	3	Professionals	86
Adelaide - Central and Hills	Bus and two other methods excludes train	3	Sales workers	28
Adelaide - Central and Hills	Bus and two other methods excludes train	3	Technicians and trades workers	25
Adelaide - Central and Hills	Car as driver	1		1280
Adelaide - Central and Hills	Car as driver	1	Clerical and administrative workers	18213
Adelaide - Central and Hills	Car as driver	1	Community and personal service workers	14045
Adelaide - Central and Hills	Car as driver	1	Labourers	6901
Adelaide - Central and Hills	Car as driver	1	Machinery operators and drivers	2609
Adelaide - Central and Hills	Car as driver	1	Managers	16736
Adelaide - Central and Hills	Car as driver	1	Professionals	34254
Adelaide - Central and Hills	Car as driver	1	Sales workers	9083
Adelaide - Central and Hills	Car as driver	1	Technicians and trades workers	12374
Adelaide - Central and Hills	Car as passenger	1		176
Adelaide - Central and Hills	Car as passenger	1	Clerical and administrative workers	2312
Adelaide - Central and Hills	Car as passenger	1	Community and personal service workers	1057
Adelaide - Central and Hills	Car as passenger	1	Labourers	1144
Adelaide - Central and Hills	Car as passenger	1	Machinery operators and drivers	117
Adelaide - Central and Hills	Car as passenger	1	Managers	1091
Adelaide - Central and Hills	Car as passenger	1	Professionals	2747
Adelaide - Central and Hills	Car as passenger	1	Sales workers	1212
Adelaide - Central and Hills	Car as passenger	1	Technicians and trades workers	723
Adelaide - Central and Hills	Did not go to work			266
Adelaide - Central and Hills	Did not go to work		Clerical and administrative workers	4161
Adelaide - Central and Hills	Did not go to work		Community and personal service workers	4428
Adelaide - Central and Hills	Did not go to work		Labourers	1721
Adelaide - Central and Hills	Did not go to work		Machinery operators and drivers	324
Adelaide - Central and Hills	Did not go to work		Managers	1648
Adelaide - Central and Hills	Did not go to work		Professionals	6111
Adelaide - Central and Hills	Did not go to work		Sales workers	2953
Adelaide - Central and Hills	Did not go to work		Technicians and trades workers	1509
Adelaide - Central and Hills	Ferry	1		16
Adelaide - Central and Hills	Ferry	1	Community and personal service workers	7
Adelaide - Central and Hills	Ferry	1	Labourers	4
Adelaide - Central and Hills	Ferry	1	Machinery operators and drivers	5
Adelaide - Central and Hills	Ferry	1	Professionals	4
Adelaide - Central and Hills	Ferry	1	Sales workers	3
Adelaide - Central and Hills	Ferry	1	Technicians and trades workers	8
Adelaide - Central and Hills	Method of travel not stated			486
Adelaide - Central and Hills	Method of travel not stated		Clerical and administrative workers	135
Adelaide - Central and Hills	Method of travel not stated		Community and personal service workers	167
Adelaide - Central and Hills	Method of travel not stated		Labourers	119
Adelaide - Central and Hills	Method of travel not stated		Machinery operators and drivers	64
Adelaide - Central and Hills	Method of travel not stated		Managers	123
Adelaide - Central and Hills	Method of travel not stated		Professionals	214
Adelaide - Central and Hills	Method of travel not stated		Sales workers	117
Adelaide - Central and Hills	Method of travel not stated		Technicians and trades workers	125
Adelaide - Central and Hills	Motorbike scooter	1		23
Adelaide - Central and Hills	Motorbike scooter	1	Clerical and administrative workers	170
Adelaide - Central and Hills	Motorbike scooter	1	Community and personal service workers	183
Adelaide - Central and Hills	Motorbike scooter	1	Labourers	84
Adelaide - Central and Hills	Motorbike scooter	1	Machinery operators and drivers	29
Adelaide - Central and Hills	Motorbike scooter	1	Managers	171
Adelaide - Central and Hills	Motorbike scooter	1	Professionals	394
Adelaide - Central and Hills	Motorbike scooter	1	Sales workers	67
Adelaide - Central and Hills	Motorbike scooter	1	Technicians and trades workers	180
Adelaide - Central and Hills	(Other)	1		47
Adelaide - Central and Hills	(Other)	1	Clerical and administrative workers	114
Adelaide - Central and Hills	(Other)	1	Community and personal service workers	55
Adelaide - Central and Hills	(Other)	1	Labourers	61
Adelaide - Central and Hills	(Other)	1	Machinery operators and drivers	40
Adelaide - Central and Hills	(Other)	1	Managers	145
Adelaide - Central and Hills	(Other)	1	Professionals	205
Adelaide - Central and Hills	(Other)	1	Sales workers	46
Adelaide - Central and Hills	(Other)	1	Technicians and trades workers	154
Adelaide - Central and Hills	Other three methods	3		3
Adelaide - Central and Hills	Other three methods	3	Clerical and administrative workers	21
Adelaide - Central and Hills	Other three methods	3	Community and personal service workers	11
Adelaide - Central and Hills	Other three methods	3	Managers	24
Adelaide - Central and Hills	Other three methods	3	Professionals	41
Adelaide - Central and Hills	Other three methods	3	Sales workers	6
Adelaide - Central and Hills	Other three methods	3	Technicians and trades workers	9
Adelaide - Central and Hills	Other two methods	2		35
Adelaide - Central and Hills	Other two methods	2	Clerical and administrative workers	587
Adelaide - Central and Hills	Other two methods	2	Community and personal service workers	228
Adelaide - Central and Hills	Other two methods	2	Labourers	115
Adelaide - Central and Hills	Other two methods	2	Machinery operators and drivers	45
Adelaide - Central and Hills	Other two methods	2	Managers	296
Adelaide - Central and Hills	Other two methods	2	Professionals	787
Adelaide - Central and Hills	Other two methods	2	Sales workers	146
Adelaide - Central and Hills	Other two methods	2	Technicians and trades workers	212
Adelaide - Central and Hills	Taxi	1		5
Adelaide - Central and Hills	Taxi	1	Clerical and administrative workers	53
Adelaide - Central and Hills	Taxi	1	Community and personal service workers	32
Adelaide - Central and Hills	Taxi	1	Labourers	24
Adelaide - Central and Hills	Taxi	1	Machinery operators and drivers	44
Adelaide - Central and Hills	Taxi	1	Managers	75
Adelaide - Central and Hills	Taxi	1	Professionals	102
Adelaide - Central and Hills	Taxi	1	Sales workers	16
Adelaide - Central and Hills	Taxi	1	Technicians and trades workers	19
Adelaide - Central and Hills	Train	1		132
Adelaide - Central and Hills	Train	1	Clerical and administrative workers	2457
Adelaide - Central and Hills	Train	1	Community and personal service workers	542
Adelaide - Central and Hills	Train	1	Labourers	297
Adelaide - Central and Hills	Train	1	Machinery operators and drivers	53
Adelaide - Central and Hills	Train	1	Managers	740
Adelaide - Central and Hills	Train	1	Professionals	2462
Adelaide - Central and Hills	Train	1	Sales workers	508
Adelaide - Central and Hills	Train	1	Technicians and trades workers	421
Adelaide - Central and Hills	Train and bus	2		22
Adelaide - Central and Hills	Train and bus	2	Clerical and administrative workers	200
Adelaide - Central and Hills	Train and bus	2	Community and personal service workers	86
Adelaide - Central and Hills	Train and bus	2	Labourers	98
Adelaide - Central and Hills	Train and bus	2	Machinery operators and drivers	13
Adelaide - Central and Hills	Train and bus	2	Managers	39
Adelaide - Central and Hills	Train and bus	2	Professionals	195
Adelaide - Central and Hills	Train and bus	2	Sales workers	71
Adelaide - Central and Hills	Train and bus	2	Technicians and trades workers	64
Adelaide - Central and Hills	Train and car as driver	2		22
Adelaide - Central and Hills	Train and car as driver	2	Clerical and administrative workers	533
Adelaide - Central and Hills	Train and car as driver	2	Community and personal service workers	126
Adelaide - Central and Hills	Train and car as driver	2	Labourers	43
Adelaide - Central and Hills	Train and car as driver	2	Machinery operators and drivers	13
Adelaide - Central and Hills	Train and car as driver	2	Managers	165
Adelaide - Central and Hills	Train and car as driver	2	Professionals	515
Adelaide - Central and Hills	Train and car as driver	2	Sales workers	92
Adelaide - Central and Hills	Train and car as driver	2	Technicians and trades workers	103
Adelaide - Central and Hills	Train and car as passenger	2		4
Adelaide - Central and Hills	Train and car as passenger	2	Clerical and administrative workers	54
Adelaide - Central and Hills	Train and car as passenger	2	Community and personal service workers	19
Adelaide - Central and Hills	Train and car as passenger	2	Labourers	12
Adelaide - Central and Hills	Train and car as passenger	2	Managers	24
Adelaide - Central and Hills	Train and car as passenger	2	Professionals	65
Adelaide - Central and Hills	Train and car as passenger	2	Sales workers	16
Adelaide - Central and Hills	Train and car as passenger	2	Technicians and trades workers	13
Adelaide - Central and Hills	Train and other	2	Clerical and administrative workers	15
Adelaide - Central and Hills	Train and other	2	Community and personal service workers	15
Adelaide - Central and Hills	Train and other	2	Labourers	5
Adelaide - Central and Hills	Train and other	2	Managers	19
Adelaide - Central and Hills	Train and other	2	Professionals	35
Adelaide - Central and Hills	Train and other	2	Sales workers	3
Adelaide - Central and Hills	Train and other	2	Technicians and trades workers	8
Adelaide - Central and Hills	Train and tram includes light rail	2	Clerical and administrative workers	57
Adelaide - Central and Hills	Train and tram includes light rail	2	Community and personal service workers	20
