SA4_NAME16	Age	EmploymentStatus	LabourForceStatus	Sex	workers
Australian Capital Territory	40-44	Owner managers of unincorporated enterprises	Employed (part-time)	F	225
Australian Capital Territory	40-44	Owner managers of unincorporated enterprises	Employed (part-time)	M	329
Australian Capital Territory	40-44	Owner managers of unincorporated enterprises	Employed (part-time)	M	130
Australian Capital Territory	45-49			F	18
Australian Capital Territory	45-49			M	17
Australian Capital Territory	45-49		Employed (part-time)	F	23
Australian Capital Territory	45-49		Employed (part-time)	F	17
Australian Capital Territory	45-49		Employed (part-time)	M	37
Australian Capital Territory	45-49		Employed (part-time)	M	5
Australian Capital Territory	45-49	Contributing family workers		F	7
Australian Capital Territory	45-49	Contributing family workers		M	1
Australian Capital Territory	45-49	Contributing family workers	Employed (part-time)	F	28
Australian Capital Territory	45-49	Contributing family workers	Employed (part-time)	F	48
Australian Capital Territory	45-49	Contributing family workers	Employed (part-time)	M	27
Australian Capital Territory	45-49	Contributing family workers	Employed (part-time)	M	30
Australian Capital Territory	45-49	Employee		F	463
Australian Capital Territory	45-49	Employee		M	376
Australian Capital Territory	45-49	Employee	Employed (part-time)	F	7745
Australian Capital Territory	45-49	Employee	Employed (part-time)	F	3283
Australian Capital Territory	45-49	Employee	Employed (part-time)	M	9361
Australian Capital Territory	45-49	Employee	Employed (part-time)	M	867
Australian Capital Territory	45-49	Owner managers of incorporated enterprises		F	16
Australian Capital Territory	45-49	Owner managers of incorporated enterprises		M	19
Australian Capital Territory	45-49	Owner managers of incorporated enterprises	Employed (part-time)	F	268
Australian Capital Territory	45-49	Owner managers of incorporated enterprises	Employed (part-time)	F	145
Australian Capital Territory	45-49	Owner managers of incorporated enterprises	Employed (part-time)	M	925
Australian Capital Territory	45-49	Owner managers of incorporated enterprises	Employed (part-time)	M	88
Australian Capital Territory	45-49	Owner managers of unincorporated enterprises		F	12
Australian Capital Territory	45-49	Owner managers of unincorporated enterprises		M	19
Australian Capital Territory	45-49	Owner managers of unincorporated enterprises	Employed (part-time)	F	212
Australian Capital Territory	45-49	Owner managers of unincorporated enterprises	Employed (part-time)	F	206
Australian Capital Territory	45-49	Owner managers of unincorporated enterprises	Employed (part-time)	M	371
Australian Capital Territory	45-49	Owner managers of unincorporated enterprises	Employed (part-time)	M	127
Australian Capital Territory	50-54			F	8
Australian Capital Territory	50-54			M	27
Australian Capital Territory	50-54		Employed (part-time)	F	24
Australian Capital Territory	50-54		Employed (part-time)	F	9
Australian Capital Territory	50-54		Employed (part-time)	M	31
Australian Capital Territory	50-54		Employed (part-time)	M	7
Australian Capital Territory	50-54	Contributing family workers		F	14
Australian Capital Territory	50-54	Contributing family workers		M	9
Australian Capital Territory	50-54	Contributing family workers	Employed (part-time)	F	25
Australian Capital Territory	50-54	Contributing family workers	Employed (part-time)	F	33
Australian Capital Territory	50-54	Contributing family workers	Employed (part-time)	M	31
Australian Capital Territory	50-54	Contributing family workers	Employed (part-time)	M	17
Australian Capital Territory	50-54	Employee		F	503
Australian Capital Territory	50-54	Employee		M	435
Australian Capital Territory	50-54	Employee	Employed (part-time)	F	7092
Australian Capital Territory	50-54	Employee	Employed (part-time)	F	2633
Australian Capital Territory	50-54	Employee	Employed (part-time)	M	8124
Australian Capital Territory	50-54	Employee	Employed (part-time)	M	793
Australian Capital Territory	50-54	Owner managers of incorporated enterprises		F	18
Australian Capital Territory	50-54	Owner managers of incorporated enterprises		M	13
Australian Capital Territory	50-54	Owner managers of incorporated enterprises	Employed (part-time)	F	217
Australian Capital Territory	50-54	Owner managers of incorporated enterprises	Employed (part-time)	F	121
Australian Capital Territory	50-54	Owner managers of incorporated enterprises	Employed (part-time)	M	779
Australian Capital Territory	50-54	Owner managers of incorporated enterprises	Employed (part-time)	M	99
Australian Capital Territory	50-54	Owner managers of unincorporated enterprises		F	12
Australian Capital Territory	50-54	Owner managers of unincorporated enterprises		M	20
Australian Capital Territory	50-54	Owner managers of unincorporated enterprises	Employed (part-time)	F	213
Australian Capital Territory	50-54	Owner managers of unincorporated enterprises	Employed (part-time)	F	190
Australian Capital Territory	50-54	Owner managers of unincorporated enterprises	Employed (part-time)	M	388
Australian Capital Territory	50-54	Owner managers of unincorporated enterprises	Employed (part-time)	M	151
Australian Capital Territory	55-59			F	14
Australian Capital Territory	55-59			M	11
Australian Capital Territory	55-59		Employed (part-time)	F	15
Australian Capital Territory	55-59		Employed (part-time)	F	10
Australian Capital Territory	55-59		Employed (part-time)	M	32
Australian Capital Territory	55-59		Employed (part-time)	M	12
Australian Capital Territory	55-59	Contributing family workers		F	2
Australian Capital Territory	55-59	Contributing family workers		M	9
Australian Capital Territory	55-59	Contributing family workers	Employed (part-time)	F	20
Australian Capital Territory	55-59	Contributing family workers	Employed (part-time)	F	47
Australian Capital Territory	55-59	Contributing family workers	Employed (part-time)	M	37
Australian Capital Territory	55-59	Contributing family workers	Employed (part-time)	M	19
Australian Capital Territory	55-59	Employee		F	478
Australian Capital Territory	55-59	Employee		M	357
Australian Capital Territory	55-59	Employee	Employed (part-time)	F	5051
Australian Capital Territory	55-59	Employee	Employed (part-time)	F	2175
Australian Capital Territory	55-59	Employee	Employed (part-time)	M	6087
Australian Capital Territory	55-59	Employee	Employed (part-time)	M	853
Australian Capital Territory	55-59	Owner managers of incorporated enterprises		F	5
Australian Capital Territory	55-59	Owner managers of incorporated enterprises		M	27
Australian Capital Territory	55-59	Owner managers of incorporated enterprises	Employed (part-time)	F	184
Australian Capital Territory	55-59	Owner managers of incorporated enterprises	Employed (part-time)	F	108
Australian Capital Territory	55-59	Owner managers of incorporated enterprises	Employed (part-time)	M	616
Australian Capital Territory	55-59	Owner managers of incorporated enterprises	Employed (part-time)	M	109
Australian Capital Territory	55-59	Owner managers of unincorporated enterprises		F	14
Australian Capital Territory	55-59	Owner managers of unincorporated enterprises		M	30
Australian Capital Territory	55-59	Owner managers of unincorporated enterprises	Employed (part-time)	F	151
Australian Capital Territory	55-59	Owner managers of unincorporated enterprises	Employed (part-time)	F	196
Australian Capital Territory	55-59	Owner managers of unincorporated enterprises	Employed (part-time)	M	309
Australian Capital Territory	55-59	Owner managers of unincorporated enterprises	Employed (part-time)	M	175
Australian Capital Territory	60-64			F	18
Australian Capital Territory	60-64			M	7
Australian Capital Territory	60-64		Employed (part-time)	F	14
Australian Capital Territory	60-64		Employed (part-time)	F	12
Australian Capital Territory	60-64		Employed (part-time)	M	23
Australian Capital Territory	60-64		Employed (part-time)	M	7
Australian Capital Territory	60-64	Contributing family workers		F	1
Australian Capital Territory	60-64	Contributing family workers		M	3
Australian Capital Territory	60-64	Contributing family workers	Employed (part-time)	F	16
Australian Capital Territory	60-64	Contributing family workers	Employed (part-time)	F	35
Australian Capital Territory	60-64	Contributing family workers	Employed (part-time)	M	27
Australian Capital Territory	60-64	Contributing family workers	Employed (part-time)	M	30
Australian Capital Territory	60-64	Employee		F	306
Australian Capital Territory	60-64	Employee		M	242
Australian Capital Territory	60-64	Employee	Employed (part-time)	F	2438
Australian Capital Territory	60-64	Employee	Employed (part-time)	F	1676
Australian Capital Territory	60-64	Employee	Employed (part-time)	M	3107
Australian Capital Territory	60-64	Employee	Employed (part-time)	M	837
Australian Capital Territory	60-64	Owner managers of incorporated enterprises		F	8
Australian Capital Territory	60-64	Owner managers of incorporated enterprises		M	19
Australian Capital Territory	60-64	Owner managers of incorporated enterprises	Employed (part-time)	F	91
Australian Capital Territory	60-64	Owner managers of incorporated enterprises	Employed (part-time)	F	103
Australian Capital Territory	60-64	Owner managers of incorporated enterprises	Employed (part-time)	M	417
Australian Capital Territory	60-64	Owner managers of incorporated enterprises	Employed (part-time)	M	127
Australian Capital Territory	60-64	Owner managers of unincorporated enterprises		F	18
Australian Capital Territory	60-64	Owner managers of unincorporated enterprises		M	13
Australian Capital Territory	60-64	Owner managers of unincorporated enterprises	Employed (part-time)	F	91
Australian Capital Territory	60-64	Owner managers of unincorporated enterprises	Employed (part-time)	F	166
Australian Capital Territory	60-64	Owner managers of unincorporated enterprises	Employed (part-time)	M	243
Australian Capital Territory	60-64	Owner managers of unincorporated enterprises	Employed (part-time)	M	232
Australian Capital Territory	65-69			F	15
Australian Capital Territory	65-69			M	8
Australian Capital Territory	65-69		Employed (part-time)	F	7
Australian Capital Territory	65-69		Employed (part-time)	F	15
Australian Capital Territory	65-69		Employed (part-time)	M	11
Australian Capital Territory	65-69		Employed (part-time)	M	12
Australian Capital Territory	65-69	Contributing family workers		F	9
Australian Capital Territory	65-69	Contributing family workers		M	5
Australian Capital Territory	65-69	Contributing family workers	Employed (part-time)	F	10
Australian Capital Territory	65-69	Contributing family workers	Employed (part-time)	F	34
Australian Capital Territory	65-69	Contributing family workers	Employed (part-time)	M	23
Australian Capital Territory	65-69	Contributing family workers	Employed (part-time)	M	46
Australian Capital Territory	65-69	Employee		F	116
Australian Capital Territory	65-69	Employee		M	139
Australian Capital Territory	65-69	Employee	Employed (part-time)	F	635
Australian Capital Territory	65-69	Employee	Employed (part-time)	F	810
Australian Capital Territory	65-69	Employee	Employed (part-time)	M	1107
Australian Capital Territory	65-69	Employee	Employed (part-time)	M	625
Australian Capital Territory	65-69	Owner managers of incorporated enterprises		F	11
Australian Capital Territory	65-69	Owner managers of incorporated enterprises		M	14
Australian Capital Territory	65-69	Owner managers of incorporated enterprises	Employed (part-time)	F	49
Australian Capital Territory	65-69	Owner managers of incorporated enterprises	Employed (part-time)	F	64
Australian Capital Territory	65-69	Owner managers of incorporated enterprises	Employed (part-time)	M	227
Australian Capital Territory	65-69	Owner managers of incorporated enterprises	Employed (part-time)	M	141
Australian Capital Territory	65-69	Owner managers of unincorporated enterprises		F	10
Australian Capital Territory	65-69	Owner managers of unincorporated enterprises		M	14
Australian Capital Territory	65-69	Owner managers of unincorporated enterprises	Employed (part-time)	F	43
Australian Capital Territory	65-69	Owner managers of unincorporated enterprises	Employed (part-time)	F	145
Australian Capital Territory	65-69	Owner managers of unincorporated enterprises	Employed (part-time)	M	137
Australian Capital Territory	65-69	Owner managers of unincorporated enterprises	Employed (part-time)	M	199
Australian Capital Territory	70-74			F	13
Australian Capital Territory	70-74			M	5
