SA4_NAME16	Age	EmploymentStatus	workers
Perth - South East	75+	Owner managers of unincorporated enterprises	151
Perth - South East	75+	Status in employment not stated	48
Perth - South West	15-19	Contributing family workers	62
Perth - South West	15-19	Employee	9122
Perth - South West	15-19	Owner managers of incorporated enterprises	19
Perth - South West	15-19	Owner managers of unincorporated enterprises	74
Perth - South West	15-19	Status in employment not stated	74
Perth - South West	20-24	Contributing family workers	52
Perth - South West	20-24	Employee	14989
Perth - South West	20-24	Owner managers of incorporated enterprises	93
Perth - South West	20-24	Owner managers of unincorporated enterprises	322
Perth - South West	20-24	Status in employment not stated	120
Perth - South West	25-29	Contributing family workers	82
Perth - South West	25-29	Employee	15575
Perth - South West	25-29	Owner managers of incorporated enterprises	378
Perth - South West	25-29	Owner managers of unincorporated enterprises	758
Perth - South West	25-29	Status in employment not stated	109
Perth - South West	30-34	Contributing family workers	167
Perth - South West	30-34	Employee	15191
Perth - South West	30-34	Owner managers of incorporated enterprises	756
Perth - South West	30-34	Owner managers of unincorporated enterprises	1055
Perth - South West	30-34	Status in employment not stated	86
Perth - South West	35-39	Contributing family workers	216
Perth - South West	35-39	Employee	13511
Perth - South West	35-39	Owner managers of incorporated enterprises	1042
Perth - South West	35-39	Owner managers of unincorporated enterprises	1119
Perth - South West	35-39	Status in employment not stated	99
Perth - South West	40-44	Contributing family workers	199
Perth - South West	40-44	Employee	13497
Perth - South West	40-44	Owner managers of incorporated enterprises	1285
Perth - South West	40-44	Owner managers of unincorporated enterprises	1352
Perth - South West	40-44	Status in employment not stated	110
Perth - South West	45-49	Contributing family workers	270
Perth - South West	45-49	Employee	13737
Perth - South West	45-49	Owner managers of incorporated enterprises	1388
Perth - South West	45-49	Owner managers of unincorporated enterprises	1416
Perth - South West	45-49	Status in employment not stated	123
Perth - South West	50-54	Contributing family workers	233
Perth - South West	50-54	Employee	12562
Perth - South West	50-54	Owner managers of incorporated enterprises	1335
Perth - South West	50-54	Owner managers of unincorporated enterprises	1370
Perth - South West	50-54	Status in employment not stated	106
Perth - South West	55-59	Contributing family workers	201
Perth - South West	55-59	Employee	10255
Perth - South West	55-59	Owner managers of incorporated enterprises	1167
Perth - South West	55-59	Owner managers of unincorporated enterprises	1215
Perth - South West	55-59	Status in employment not stated	105
Perth - South West	60-64	Contributing family workers	181
Perth - South West	60-64	Employee	6536
Perth - South West	60-64	Owner managers of incorporated enterprises	805
Perth - South West	60-64	Owner managers of unincorporated enterprises	974
Perth - South West	60-64	Status in employment not stated	88
Perth - South West	65-69	Contributing family workers	159
Perth - South West	65-69	Employee	2500
Perth - South West	65-69	Owner managers of incorporated enterprises	481
Perth - South West	65-69	Owner managers of unincorporated enterprises	563
Perth - South West	65-69	Status in employment not stated	57
Perth - South West	70-74	Contributing family workers	107
Perth - South West	70-74	Employee	662
Perth - South West	70-74	Owner managers of incorporated enterprises	213
Perth - South West	70-74	Owner managers of unincorporated enterprises	221
Perth - South West	70-74	Status in employment not stated	36
Perth - South West	75+	Contributing family workers	69
Perth - South West	75+	Employee	271
Perth - South West	75+	Owner managers of incorporated enterprises	100
Perth - South West	75+	Owner managers of unincorporated enterprises	132
Perth - South West	75+	Status in employment not stated	29
Western Australia - Wheat Belt	15-19	Contributing family workers	80
Western Australia - Wheat Belt	15-19	Employee	2491
Western Australia - Wheat Belt	15-19	Owner managers of incorporated enterprises	13
Western Australia - Wheat Belt	15-19	Owner managers of unincorporated enterprises	12
Western Australia - Wheat Belt	15-19	Status in employment not stated	50
Western Australia - Wheat Belt	20-24	Contributing family workers	72
Western Australia - Wheat Belt	20-24	Employee	3532
Western Australia - Wheat Belt	20-24	Owner managers of incorporated enterprises	42
Western Australia - Wheat Belt	20-24	Owner managers of unincorporated enterprises	121
Western Australia - Wheat Belt	20-24	Status in employment not stated	40
Western Australia - Wheat Belt	25-29	Contributing family workers	95
Western Australia - Wheat Belt	25-29	Employee	3985
Western Australia - Wheat Belt	25-29	Owner managers of incorporated enterprises	131
Western Australia - Wheat Belt	25-29	Owner managers of unincorporated enterprises	257
Western Australia - Wheat Belt	25-29	Status in employment not stated	46
Western Australia - Wheat Belt	30-34	Contributing family workers	172
Western Australia - Wheat Belt	30-34	Employee	3951
Western Australia - Wheat Belt	30-34	Owner managers of incorporated enterprises	324
Western Australia - Wheat Belt	30-34	Owner managers of unincorporated enterprises	456
Western Australia - Wheat Belt	30-34	Status in employment not stated	43
Western Australia - Wheat Belt	35-39	Contributing family workers	164
Western Australia - Wheat Belt	35-39	Employee	3719
Western Australia - Wheat Belt	35-39	Owner managers of incorporated enterprises	431
Western Australia - Wheat Belt	35-39	Owner managers of unincorporated enterprises	605
Western Australia - Wheat Belt	35-39	Status in employment not stated	75
Western Australia - Wheat Belt	40-44	Contributing family workers	229
Western Australia - Wheat Belt	40-44	Employee	4119
Western Australia - Wheat Belt	40-44	Owner managers of incorporated enterprises	505
Western Australia - Wheat Belt	40-44	Owner managers of unincorporated enterprises	752
Western Australia - Wheat Belt	40-44	Status in employment not stated	64
Western Australia - Wheat Belt	45-49	Contributing family workers	334
Western Australia - Wheat Belt	45-49	Employee	4585
Western Australia - Wheat Belt	45-49	Owner managers of incorporated enterprises	622
Western Australia - Wheat Belt	45-49	Owner managers of unincorporated enterprises	892
Western Australia - Wheat Belt	45-49	Status in employment not stated	87
Western Australia - Wheat Belt	50-54	Contributing family workers	357
Western Australia - Wheat Belt	50-54	Employee	4589
Western Australia - Wheat Belt	50-54	Owner managers of incorporated enterprises	634
Western Australia - Wheat Belt	50-54	Owner managers of unincorporated enterprises	1078
Western Australia - Wheat Belt	50-54	Status in employment not stated	93
Western Australia - Wheat Belt	55-59	Contributing family workers	450
Western Australia - Wheat Belt	55-59	Employee	4289
Western Australia - Wheat Belt	55-59	Owner managers of incorporated enterprises	576
Western Australia - Wheat Belt	55-59	Owner managers of unincorporated enterprises	1115
Western Australia - Wheat Belt	55-59	Status in employment not stated	81
Western Australia - Wheat Belt	60-64	Contributing family workers	433
Western Australia - Wheat Belt	60-64	Employee	2974
Western Australia - Wheat Belt	60-64	Owner managers of incorporated enterprises	501
Western Australia - Wheat Belt	60-64	Owner managers of unincorporated enterprises	982
Western Australia - Wheat Belt	60-64	Status in employment not stated	103
Western Australia - Wheat Belt	65-69	Contributing family workers	465
Western Australia - Wheat Belt	65-69	Employee	1191
Western Australia - Wheat Belt	65-69	Owner managers of incorporated enterprises	322
Western Australia - Wheat Belt	65-69	Owner managers of unincorporated enterprises	675
Western Australia - Wheat Belt	65-69	Status in employment not stated	54
Western Australia - Wheat Belt	70-74	Contributing family workers	338
Western Australia - Wheat Belt	70-74	Employee	365
Western Australia - Wheat Belt	70-74	Owner managers of incorporated enterprises	158
Western Australia - Wheat Belt	70-74	Owner managers of unincorporated enterprises	366
Western Australia - Wheat Belt	70-74	Status in employment not stated	39
Western Australia - Wheat Belt	75+	Contributing family workers	328
Western Australia - Wheat Belt	75+	Employee	141
Western Australia - Wheat Belt	75+	Owner managers of incorporated enterprises	85
Western Australia - Wheat Belt	75+	Owner managers of unincorporated enterprises	292
Western Australia - Wheat Belt	75+	Status in employment not stated	48
Western Australia - Outback (North)	15-19	Contributing family workers	7
Western Australia - Outback (North)	15-19	Employee	1475
Western Australia - Outback (North)	15-19	Owner managers of incorporated enterprises	3
Western Australia - Outback (North)	15-19	Owner managers of unincorporated enterprises	11
Western Australia - Outback (North)	15-19	Status in employment not stated	39
Western Australia - Outback (North)	20-24	Contributing family workers	9
Western Australia - Outback (North)	20-24	Employee	4307
Western Australia - Outback (North)	20-24	Owner managers of incorporated enterprises	17
Western Australia - Outback (North)	20-24	Owner managers of unincorporated enterprises	42
Western Australia - Outback (North)	20-24	Status in employment not stated	50
Western Australia - Outback (North)	25-29	Contributing family workers	13
Western Australia - Outback (North)	25-29	Employee	9576
Western Australia - Outback (North)	25-29	Owner managers of incorporated enterprises	84
Western Australia - Outback (North)	25-29	Owner managers of unincorporated enterprises	98
Western Australia - Outback (North)	25-29	Status in employment not stated	62
Western Australia - Outback (North)	30-34	Contributing family workers	31
Western Australia - Outback (North)	30-34	Employee	11220
Western Australia - Outback (North)	30-34	Owner managers of incorporated enterprises	178
Western Australia - Outback (North)	30-34	Owner managers of unincorporated enterprises	183
Western Australia - Outback (North)	30-34	Status in employment not stated	87
Western Australia - Outback (North)	35-39	Contributing family workers	38
Western Australia - Outback (North)	35-39	Employee	9243
Western Australia - Outback (North)	35-39	Owner managers of incorporated enterprises	202
Western Australia - Outback (North)	35-39	Owner managers of unincorporated enterprises	159
